Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample
NP_000997.1,14884.7,18148.2,19382.8,13231.6,16490.2,18262.8,8690.0,10795.1,15065.3,16366.2,17761.7,19247.3,12282.8,15207.4,20663.4,17108.8,19367.8,19238.3,10592.3,13283.6,18198.6,11835.8,13683.2,17007.2,8233.7,11073.4,16383.8,14866.170370370368,13574.722222222223,16015.655555555559,13449.977777777778,13344.218518518519,16015.655555555559,14866.170370370368,14330.955555555558,19295.377777777772,17048.41111111111,13260.744444444446,16159.23333333333,14330.955555555558,13449.977777777778,18390.22222222222,17435.325925925925,14738.770370370372,15323.433333333329,13826.644444444442,13449.977777777778,17604.44814814815,15446.392592592589,13260.744444444446,16650.007407407407,13449.977777777778,14330.955555555558,18993.759259259255
NP_001351609.1,6930.9,8019.4,4858.8,7018.7,8480.1,4835.0,3300.6,4311.0,2802.5,6762.8,8118.4,6077.3,4561.8,5892.7,3712.0,6142.8,8125.0,5422.7,4237.0,5520.4,4201.7,4192.8,5335.0,3909.4,2419.1,3693.4,2634.2,6949.225925925925,6193.662962962962,3994.748148148148,7567.207407407408,6918.770370370369,4106.655555555555,5897.548148148147,5798.007407407406,3471.4407407407407,6855.0592592592575,6278.437037037037,5043.533333333334,5164.581481481481,5142.096296296297,3074.5925925925926,6704.52962962963,6425.266666666666,4480.951851851852,5737.844444444445,5897.548148148147,4136.055555555557,5438.581481481481,5325.55185185185,3940.133333333333,3949.2296296296295,5079.8,3049.259259259259
NP_036611.2,18497.0,15857.1,5486.6,17895.6,15677.0,5335.4,10813.3,8418.9,3448.2,18770.9,17794.4,5738.8,15285.9,13319.2,4877.9,17350.4,16374.5,5648.9,14170.6,11926.9,4312.3,15188.0,13860.6,4688.7,11000.8,8777.1,3842.8,19674.255555555552,12065.055555555558,4480.951851851852,19674.255555555552,12495.288888888892,4458.059259259259,18993.759259259255,11337.011111111111,4312.262962962963,18993.759259259255,13344.218518518519,4764.711111111111,17048.41111111111,11514.740740740743,4123.077777777778,18619.977777777778,12876.21111111111,4723.8296296296285,18390.22222222222,12260.040740740738,4282.285185185186,18993.759259259255,13449.977777777778,4723.8296296296285,18390.22222222222,11657.937037037036,4448.9740740740735
XP_011525954.1,10506.5,18924.6,10062.5,9451.1,17501.7,10359.7,5111.9,8966.4,6841.8,10004.1,18770.2,9742.8,8433.5,15104.4,9971.6,11407.7,16719.3,10817.3,7240.2,13289.5,8582.9,7780.8,14272.7,8880.1,5185.9,8902.9,7584.6,10710.674074074075,14056.044444444442,8251.240740740739,10129.485185185184,13941.862962962967,8852.770370370368,8852.770370370368,12065.055555555558,8251.240740740739,10316.196296296299,13941.862962962967,8152.718518518522,9474.281481481481,13164.400000000001,8078.585185185188,11416.074074074077,13164.400000000001,8904.796296296296,9281.822222222223,13574.722222222223,7947.1296296296305,9930.762962962963,13698.807407407407,8630.488888888889,8528.592592592591,11967.618518518519,8730.748148148148
NP_001395.1,5118.4,12330.3,10752.7,5073.3,12583.0,10493.0,3894.3,8565.8,8679.0,5239.4,13117.8,10797.6,5848.9,13803.4,12734.2,7080.7,14989.8,14393.7,4605.0,10625.7,10224.8,4959.0,11533.0,9960.9,4025.5,8098.3,9212.5,4979.774074074074,9281.822222222223,8759.72222222222,5308.396296296297,10080.085185185184,9016.477777777778,6828.755555555555,11514.740740740743,10848.059259259258,5223.27037037037,10180.355555555554,8979.455555555554,6775.596296296298,12065.055555555558,10756.766666666665,7567.207407407408,11746.559259259258,11416.074074074077,6300.255555555555,11039.025925925926,10080.085185185184,6351.470370370371,11337.011111111111,9750.222222222223,6949.225925925925,10848.059259259258,10267.888888888889
NP_001032897.1,16413.3,12758.0,6284.0,14603.3,11543.9,5933.9,8782.3,6235.9,4163.3,16297.6,12906.3,5895.2,15654.4,11728.4,6847.6,15745.3,12734.4,6599.4,11789.8,9046.2,5159.0,11383.6,8933.8,4791.6,8175.4,5903.3,4094.2,16408.14074074074,9613.000000000002,5091.114814814814,15121.285185185186,9227.966666666667,5030.537037037037,15323.433333333329,8373.292592592592,5128.492592592592,16858.855555555554,9840.333333333334,4941.588888888889,18128.937037037034,10267.888888888889,5737.844444444445,16408.14074074074,9801.611111111111,5421.092592592591,15860.429629629629,9562.325925925925,5128.492592592592,14738.770370370372,9016.477777777778,4792.825925925926,13344.218518518519,8152.718518518522,4764.711111111111
NP_006363.4,1979.6,3206.2,2883.2,1884.5,3142.1,2577.1,1255.5,1721.7,2109.2,1872.7,3249.2,2508.0,1815.7,2624.3,2869.7,1900.4,3702.5,2013.8,1483.8,2005.9,2463.7,1387.3,2212.0,1938.5,1071.4,1447.6,2028.3,1885.6296296296296,2567.681481481481,2449.159259259259,1874.9185185185183,2620.144444444444,2229.6888888888893,1941.155555555555,2303.3555555555554,2620.144444444444,1764.97037037037,2596.0296296296297,2137.6296296296296,1888.311111111111,2271.2370370370368,2474.044444444444,1827.8370370370374,2967.774074074074,1731.6185185185188,1837.403703703704,2144.5703703703707,2463.796296296296,1648.7296296296297,2216.2148148148153,2000.533333333333,1626.825925925926,1974.8999999999999,2333.4777777777776
NP_005554.1,13909.6,32008.7,27704.2,13977.7,32856.5,28257.6,6393.8,14109.7,11823.8,13622.2,32341.9,27589.1,9909.3,21089.8,17869.2,12233.6,27956.7,22711.8,7733.6,16981.5,14483.4,5971.1,13654.2,11081.6,3988.4,8310.2,6962.9,13449.977777777778,23792.018518518522,20296.73333333333,14493.781481481481,27558.16666666667,22165.59259259259,10756.766666666665,18807.570370370373,14617.03333333333,13344.218518518519,23792.018518518522,21062.459259259256,11105.655555555553,18807.570370370373,15323.433333333329,12579.114814814817,20581.51111111112,18128.937037037034,10180.355555555554,17435.325925925925,14201.18888888889,7947.1296296296305,13164.400000000001,11265.237037037035,6887.244444444445,11189.792592592596,7906.703703703703
NP_004334.1,8222.4,18053.9,6129.9,7841.4,16666.6,5677.4,3921.8,7066.7,2540.8,9390.4,17435.9,5464.4,6443.7,11731.6,4072.2,8473.0,12655.3,4817.0,8890.7,14087.8,4215.7,10240.9,15889.6,4952.3,7182.6,9394.0,3205.1,8467.644444444446,13449.977777777778,4997.962962962963,8467.644444444446,13449.977777777778,4838.04074074074,6887.244444444445,9517.525925925926,3146.3740740740727,9474.281481481481,13068.57407407407,4570.037037037037,7360.651851851854,10384.874074074074,3455.248148148148,8694.837037037036,9750.222222222223,4043.244444444444,11514.740740740743,14201.18888888889,4166.862962962962,12758.611111111111,14866.170370370368,4941.588888888889,11849.511111111111,12351.333333333334,3733.8148148148152
NP_001095868.1,7415.3,11227.3,10923.4,7030.3,10653.1,10061.2,4577.7,6834.9,7542.6,7087.9,10874.5,9900.2,7020.7,10431.3,11232.1,5959.3,9504.5,8238.4,5857.3,8508.0,9028.4,5342.9,8179.3,7738.9,4403.6,6641.0,7984.8,7606.033333333334,8581.333333333334,9016.477777777778,7640.437037037038,8496.603703703704,8373.292592592592,7996.2444444444445,9089.574074074075,9613.000000000002,7328.025925925925,8251.240740740739,8292.674074074072,7906.703703703703,9227.966666666667,9700.348148148149,6399.759259259259,7677.655555555555,6578.985185185184,7829.670370370371,8800.618518518519,8528.592592592591,7143.707407407406,8206.207407407406,7390.218518518517,7567.207407407408,8979.455555555554,9052.655555555555
NP_001407.1,3909.1,3727.0,8599.5,3775.0,3711.1,7997.0,2338.0,2585.1,6293.2,4216.4,3822.8,8206.6,3969.0,3896.6,9666.4,3398.3,4362.6,8597.8,3962.6,3359.8,8363.6,3115.3,3253.5,6683.9,2093.8,2422.1,5913.4,3860.4777777777786,2954.2629629629623,6775.596296296298,3826.792592592592,3069.1111111111118,6628.914814814816,3774.566666666666,3485.681481481481,7525.499999999999,4115.988888888889,3001.3555555555563,6537.488888888888,4333.45925925926,3476.8407407407417,7829.670370370371,3400.944444444444,3428.974074074074,6855.0592592592575,5308.396296296297,3557.9851851851854,7792.162962962964,3928.5296296296297,3262.818518518519,6683.711111111111,3325.2000000000003,3394.277777777778,6578.985185185184
NP_003277.1,7702.3,12089.4,11960.3,6524.5,10562.7,11323.3,3803.5,5982.0,7510.3,7145.3,11537.1,11342.2,5701.2,9150.5,10857.4,5156.6,8293.6,9037.4,5084.9,7897.5,9537.5,4929.2,7606.3,8611.4,3667.4,5605.1,7610.8,7906.703703703703,9089.574074074075,10022.792592592594,6918.770370370369,8467.644444444446,9750.222222222223,6659.607407407405,8107.470370370372,9562.325925925925,7411.351851851852,8800.618518518519,9613.000000000002,6506.585185185185,8206.207407407406,9052.655555555555,5453.981481481482,6537.488888888888,7117.7148148148135,6855.0592592592575,8107.470370370372,9089.574074074075,6257.007407407408,7525.499999999999,8467.644444444446,6300.255555555555,7567.207407407408,8800.618518518519
NP_001181883.1,10549.5,19675.7,9247.1,8741.8,15783.8,7987.1,4465.6,8579.2,5287.7,9873.0,18519.0,8310.7,7330.6,14041.9,8209.6,8108.9,14430.9,8431.1,5693.4,11103.9,5775.1,5839.0,11074.5,5646.6,3597.8,6964.7,4807.6,10756.766666666665,14999.225925925924,7439.281481481479,9430.203703703703,12758.611111111111,6600.7037037037035,7876.514814814814,11576.91851851852,6425.266666666666,10080.085185185184,13826.644444444442,6659.607407407405,8432.262962962965,12579.114814814817,6704.52962962963,8324.577777777777,11105.655555555553,6704.52962962963,7606.033333333334,11514.740740740743,5639.2,7829.670370370371,10966.796296296292,5598.499999999999,6090.9111111111115,9430.203703703703,5453.981481481482
NP_001307.2,2272.8,2388.6,2385.8,2199.0,2320.2,2671.8,1983.3,1983.4,2040.6,2243.1,2332.3,2990.4,2803.6,2863.0,3527.2,2788.0,3130.8,2444.6,1788.1,1837.7,2664.9,1602.0,1809.8,1859.7,1270.3,1402.3,1491.4,2194.5592592592593,1908.5777777777776,2048.5444444444443,2187.3518518518517,1936.133333333333,2300.0074074074078,3110.418518518519,2715.640740740741,2580.962962962963,2137.6296296296296,1859.9222222222224,2585.9888888888895,2911.9296296296293,2513.707407407407,2987.0333333333338,2759.0555555555557,2509.6444444444446,2088.4814814814818,2212.151851851852,1967.2037037037042,2641.9,1905.5148148148148,1818.7259259259258,1924.0629629629632,1936.133333333333,1905.5148148148148,1761.9925925925927
NP_002620.1,10331.3,10962.6,11365.1,9333.3,9981.4,10222.1,5813.9,4676.9,5462.4,9608.4,10137.7,10226.5,8738.8,8180.8,9034.3,9193.6,8962.7,9274.5,7663.9,7151.9,7907.5,7622.0,7186.9,7810.8,6137.8,4455.1,5952.9,10384.874074074074,8292.674074074072,9337.255555555557,9930.762962962963,8034.699999999999,8669.166666666668,9801.611111111111,6300.255555555555,6704.52962962963,9801.611111111111,7792.162962962964,8730.748148148148,9750.222222222223,7143.707407407406,7328.025925925925,9517.525925925926,7224.374074074074,7360.651851851854,10022.792592592594,7463.892592592593,7360.651851851854,9700.348148148149,7117.7148148148135,7489.31111111111,9978.91851851852,5980.999999999999,6659.607407407405
NP_149124.3,5862.8,5190.4,9532.9,5881.9,4953.3,9516.5,3842.5,3354.8,6958.4,6242.2,5040.2,9670.3,6383.6,5246.3,10876.8,5769.4,5146.7,10510.5,5275.8,4286.7,8985.8,5570.6,4604.3,9168.1,3980.3,3441.0,8266.9,5861.751851851852,4062.744444444444,7829.670370370371,6210.11851851852,4043.244444444444,7947.1296296296305,6748.707407407409,4646.37037037037,8373.292592592592,6329.955555555554,3940.133333333333,7906.703703703703,7255.451851851852,4624.570370370372,9089.574074074075,6210.11851851852,3957.940740740741,8528.592592592591,7224.374074074074,4597.337037037036,8467.644444444446,7439.281481481479,4646.37037037037,9089.574074074075,6828.755555555555,4764.711111111111,9281.822222222223
NP_054733.2,5026.6,7069.5,2791.5,5277.8,6656.5,2801.3,4185.8,5424.4,2820.7,5465.3,7844.6,3134.9,7135.1,9006.9,4502.7,6391.4,8875.9,4050.0,4769.2,6445.2,2987.3,5075.6,6772.4,3016.7,4059.8,4962.8,2848.4,4867.492592592592,5344.981481481482,2365.2407407407404,5518.903703703702,5325.55185185185,2415.644444444444,7360.651851851854,7360.651851851854,3492.251851851852,5466.311111111112,6090.9111111111115,2705.1296296296296,8251.240740740739,7876.514814814814,3809.703703703703,7060.237037037037,7060.237037037037,3387.4999999999995,6425.266666666666,6748.707407407409,2960.0777777777785,6600.7037037037035,6802.7555555555555,3081.3333333333326,7035.2555555555555,6704.52962962963,3355.82962962963
NP_036205.1,6191.7,5797.8,11463.1,6119.0,5725.9,11530.0,4515.1,4007.9,9483.6,6639.0,6022.3,11521.6,7068.0,6184.4,14103.0,8776.9,7535.8,15567.0,5598.9,4927.0,11051.4,5412.2,4829.2,10673.4,4246.9,3818.3,9767.2,6172.507407407406,4410.085185185185,9517.525925925926,6537.488888888888,4665.074074074075,9930.762962962963,7906.703703703703,5421.092592592591,12179.081481481482,6775.596296296298,4646.37037037037,9801.611111111111,8034.699999999999,5381.444444444444,11967.618518518519,9016.477777777778,5897.548148148147,12658.896296296296,7489.31111111111,5173.7,10966.796296296292,7281.02962962963,4792.825925925926,10710.674074074075,7298.955555555555,5267.370370370369,11189.792592592596
NP_003698.1,2960.7,3549.3,10961.5,2865.3,3459.5,11283.6,2304.0,2839.8,8674.4,2928.4,3674.1,11562.1,3150.0,4141.1,12865.2,3040.2,4131.8,9751.9,2411.3,3095.2,10016.9,2303.3,2966.7,9081.7,2143.6,2759.3,8899.4,2874.0777777777776,2792.418518518519,9089.574074074075,2892.392592592592,2867.0259259259265,9650.255555555555,3665.7814814814806,3849.1888888888893,10756.766666666665,2850.818518518518,2904.496296296296,9883.211111111112,3341.3037037037034,3656.925925925925,10906.462962962964,3094.007407407407,3240.292592592593,7749.448148148147,3016.9481481481484,3269.822222222222,9840.333333333334,2722.2740740740733,2941.5296296296297,8979.455555555554,3400.944444444444,3860.4777777777786,9978.91851851852
NP_005137.1,4821.7,3445.6,4851.5,4266.7,3258.8,4812.8,2944.2,2158.7,3315.0,4871.1,3424.2,4801.2,4251.9,2974.5,4541.3,4247.9,3270.7,4700.8,3542.7,2410.9,3835.3,3541.5,2614.3,3850.1,3004.5,2053.9,3362.6,4710.185185185185,2725.9481481481484,3982.825925925926,4294.692592592592,2699.7037037037044,4088.088888888888,5043.533333333334,2925.52962962963,4123.077777777778,4736.514814814814,2722.2740740740733,4033.140740740741,4736.514814814814,2624.8518518518517,3860.4777777777786,4250.488888888889,2585.9888888888895,3957.940740740741,4556.61111111111,2563.4592592592594,3733.8148148148152,4375.32962962963,2596.0296296296297,3873.925925925926,5142.096296296297,2778.9555555555553,3900.1666666666674
NP_203754.2,1776.0,2399.8,924.0,1827.4,2466.2,982.6,1469.7,1661.6,797.0,1954.8,2432.7,1048.5,2457.5,2886.7,1246.2,2539.3,3173.2,1349.2,1969.2,2021.1,949.9,2584.6,2838.9,1345.4,2376.3,2404.5,1146.6,1655.0037037037036,1921.3407407407403,828.6666666666666,1798.8370370370374,2064.3740740740736,902.5925925925927,2237.4592592592594,2194.5592592592593,978.337037037037,1851.4407407407407,1921.3407407407403,953.2111111111111,2534.1333333333337,2530.4740740740735,1050.9,2474.044444444444,2530.4740740740735,1183.062962962963,2438.640740740741,2173.592592592592,1002.8999999999999,3196.9333333333325,2850.818518518518,1383.7518518518516,3801.0370370370365,3332.014814814815,1397.077777777778
NP_001245366.1,4329.0,3843.3,2856.5,4208.2,3636.2,2747.6,3396.7,2920.4,2434.6,4454.8,3811.0,3003.4,5235.6,4144.8,3428.9,5671.9,4637.1,3321.9,4458.9,3564.4,3094.6,4904.0,4069.6,3052.8,3721.2,2930.2,2674.4,4216.38888888889,3042.918518518519,2430.3111111111116,4250.488888888889,3009.0111111111114,2346.037037037037,6018.862962962961,3974.518518518518,3009.0111111111114,4434.829629629629,2987.0333333333338,2591.407407407408,5955.04074074074,3675.029629629629,2919.5333333333338,6090.9111111111115,3597.4888888888895,2798.8111111111116,6172.507407407406,3821.2148148148144,3062.2185185185185,6210.11851851852,4136.055555555557,3121.359259259259,6371.544444444445,4062.744444444444,3094.007407407407
NP_006436.3,2084.4,3068.8,3485.6,2005.7,3017.8,3472.5,1665.7,2335.9,3391.5,2185.9,3210.9,3665.4,2521.7,3767.6,5409.0,2373.0,3583.8,4110.7,1665.9,2588.0,4115.0,1810.8,2663.7,3571.2,1511.4,2273.1,3460.7,1981.8740740740743,2459.4666666666662,2941.5296296296297,2000.533333333333,2520.774074074074,2954.2629629629623,2567.681481481481,3115.125925925926,4191.692592592592,2084.525925925926,2563.4592592592594,3146.3740740740727,2620.144444444444,3348.4444444444443,4570.037037037037,2346.037037037037,2867.0259259259265,3445.177777777778,2038.911111111111,2739.2740740740733,4043.244444444444,2140.140740740741,2630.066666666666,3597.4888888888895,2303.3555555555554,3101.403703703704,4033.140740740741
NP_004896.1,2032.6,13027.1,11552.2,2003.7,12322.1,11880.3,1510.8,7534.4,7657.7,1894.8,12988.9,11699.6,2117.2,11676.5,11618.5,1652.8,12746.3,14185.4,1836.8,9839.9,8723.5,1790.4,11016.0,10576.1,1701.4,8423.6,10104.4,1932.122222222222,9700.348148148149,9700.348148148149,1991.711111111111,9700.348148148149,10180.355555555554,2323.8074074074066,10384.874074074074,9700.348148148149,1772.8925925925926,10022.792592592594,9978.91851851852,2155.0407407407406,10215.574074074077,9840.333333333334,1612.314814814815,9883.211111111112,11189.792592592596,2262.2296296296295,10267.888888888889,8206.207407407406,2113.0444444444447,10710.674074074075,10642.818518518518,2664.025925925925,11337.011111111111,11514.740740740743
NP_006297.2,6562.7,3704.0,4015.9,6128.6,3288.6,3991.7,4142.2,1735.5,3234.4,6468.9,3636.3,4026.6,6470.8,3219.2,4571.2,6401.6,3544.2,5485.6,4312.3,2209.5,3355.3,4188.6,2211.0,3218.6,3147.5,1318.2,2841.9,6578.985185185184,2932.296296296296,3365.8037037037034,6578.985185185184,2715.640740740741,3414.833333333334,7281.02962962963,2341.5037037037036,4033.140740740741,6600.7037037037035,2867.0259259259265,3422.9740740740735,7411.351851851852,2867.0259259259265,3883.0444444444443,7117.7148148148135,2839.5481481481484,4546.270370370372,5877.881481481483,2369.5185185185187,3223.862962962963,5401.851851851852,2208.737037037037,3291.48888888889,5344.981481481482,1785.6407407407412,3348.4444444444443
NP_064502.9,2326.3,5018.2,3174.4,2336.5,4342.6,3124.4,2041.4,2547.9,2364.6,2529.3,5232.2,3370.9,3062.6,5084.1,4187.1,2714.2,4468.0,4227.0,2502.2,3878.6,3038.3,2641.2,4401.9,3529.0,2243.0,2738.3,2437.6,2237.4592592592594,3908.7851851851856,2693.5000000000005,2361.211111111111,3485.681481481481,2710.6000000000004,3269.822222222222,3428.974074074074,2919.5333333333338,2449.159259259259,4088.088888888888,2878.7407407407404,3269.822222222222,4480.951851851852,3542.822222222222,2654.703703703703,3471.4407407407407,3557.9851851851854,3172.6851851851857,4178.5148148148155,2987.0333333333338,3291.48888888889,4448.9740740740735,3573.3740740740736,3607.144444444444,3821.2148148148144,2856.9111111111106
NP_004757.1,2819.3,2660.3,3923.5,2778.4,2557.2,3883.7,2000.8,1916.1,2789.7,2791.8,2599.0,4196.0,2996.6,2801.2,4454.8,2955.5,2998.3,4260.7,2799.7,2604.4,4514.6,2709.5,2481.9,4055.1,2466.7,2358.0,3903.9,2715.640740740741,2164.4444444444443,3251.65925925926,2792.418518518519,2155.0407407407406,3291.48888888889,3162.944444444445,2607.9703703703703,3455.248148148148,2705.1296296296296,2121.4111111111106,3542.822222222222,3178.562962962963,2444.248148148148,3760.344444444444,2987.0333333333338,2394.5333333333333,3573.3740740740736,3524.32962962963,2747.514814814815,4480.951851851852,3382.3444444444435,2493.577777777778,4024.5444444444443,4097.481481481481,3245.4518518518516,4556.61111111111
NP_001104547.1,4487.1,7840.7,2869.0,4051.0,7077.7,2587.1,2538.1,3820.4,1445.2,4190.3,7443.2,2546.8,3452.5,5585.4,2184.5,4469.1,8664.2,2826.9,2820.8,4487.7,1647.5,2558.1,4613.4,1578.0,1704.8,2493.5,993.2,4425.392592592592,6063.992592592592,2444.248148148148,4088.088888888888,5726.54074074074,2237.4592592592594,4097.481481481481,5193.303703703704,1798.8370370370374,4077.974074074074,5752.196296296297,2169.4407407407407,3665.7814814814806,4955.68148148148,1874.9185185185183,4503.414814814814,6802.7555555555555,2399.0444444444447,3533.081481481482,4808.525925925926,1665.0777777777778,3153.811111111112,4665.074074074075,1631.3222222222223,2681.525925925926,3445.177777777778,1187.2666666666669
NP_006319.1,6021.2,3688.8,5202.8,5622.8,3429.6,4807.3,4022.5,2244.2,3096.7,5717.4,3785.0,5039.4,5404.4,3186.1,4455.5,5867.5,3847.8,4890.4,4353.7,2612.9,3649.3,4423.7,2980.1,3827.4,3895.6,2171.3,2812.0,6018.862962962961,2919.5333333333338,4250.488888888889,5897.548148148147,2845.6333333333337,4077.974074074074,7083.511111111113,3016.9481481481484,3849.1888888888893,5817.214814814814,2954.2629629629623,4216.38888888889,6193.662962962962,2820.125925925925,3774.566666666666,6278.437037037037,3069.1111111111118,4077.974074074074,6001.981481481483,2759.0555555555557,3524.32962962963,5767.307407407407,2960.0777777777785,3821.2148148148144,6727.840740740741,2941.5296296296297,3284.8629629629627
NP_001035930.1,7375.9,10492.9,11990.9,6490.8,9862.1,11496.5,3816.4,5158.8,6508.5,6483.6,9249.8,10649.1,5225.4,7391.9,9119.5,3505.5,6006.4,6920.0,6293.4,8939.3,11425.9,6637.0,9445.4,11689.0,5449.3,7557.5,10158.8,7525.499999999999,7996.2444444444445,10080.085185185184,6887.244444444445,7876.514814814814,9801.611111111111,6683.711111111111,6949.225925925925,7792.162962962964,6628.914814814816,7163.777777777777,8852.770370370368,5941.9,6558.155555555555,7360.651851851854,3542.822222222222,4597.337037037036,5539.4,8292.674074074072,9121.325925925927,11657.937037037036,8467.644444444446,9474.281481481481,12179.081481481482,8852.770370370368,10316.196296296299,11657.937037037036
NP_055792.1,3039.7,7137.1,1066.9,2907.6,6928.2,1071.2,1633.8,3755.2,569.7,3225.7,7221.6,1010.2,2358.5,5575.9,924.1,2687.3,6613.7,815.6,1914.7,4278.8,638.1,2019.6,4579.3,624.7,1392.3,3241.2,500.3,2936.840740740741,5421.092592592591,936.9592592592592,2960.0777777777785,5598.499999999999,984.2666666666667,2501.6962962962966,5128.492592592592,731.474074074074,3153.811111111112,5598.499999999999,912.3222222222224,2430.3111111111116,4941.588888888889,822.8592592592593,2591.407407407408,5173.7,773.5592592592593,2353.7185185185185,4585.566666666668,697.3518518518517,2365.2407407407404,4624.570370370372,709.7074074074075,2125.5000000000005,4480.951851851852,648.9925925925926
NP_001129125.1,798.6,7495.2,2601.9,772.4,6889.9,2442.4,469.4,3731.8,1500.6,836.4,7286.6,2514.4,699.1,5944.9,2231.8,915.0,7185.9,2611.5,555.4,4665.5,1745.9,606.6,5016.2,1886.9,430.3,3059.7,1244.9,728.7555555555556,5737.844444444445,2220.233333333333,741.6074074074075,5539.4,2117.0185185185182,646.4444444444446,5079.8,1859.9222222222224,777.5,5617.122222222223,2140.140740740741,663.3,5173.7,1921.3407407407403,860.2296296296295,5539.4,2225.122222222222,630.3777777777779,4877.8592592592595,1754.5444444444443,657.5814814814815,4979.774074074074,1948.1740740740743,624.7222222222224,4233.61111111111,1490.7444444444448
NP_000173.2,4456.0,2287.1,8650.1,4724.2,2311.2,8828.1,3130.0,1684.0,7471.3,4836.8,2431.9,9392.3,5423.4,2612.5,12056.5,4495.2,2813.3,10400.9,4428.6,2091.1,10275.0,5526.8,2708.4,12362.0,4081.7,2504.8,13104.6,4357.759259259259,1822.4925925925927,6855.0592592592575,4780.670370370371,1921.3407407407403,7255.451851851852,5493.825925925927,2249.8037037037034,9430.203703703703,4688.562962962962,1913.9000000000003,7677.655555555555,6278.437037037037,2258.1592592592597,10316.196296296299,4536.059259259259,2271.2370370370368,8324.577777777777,6150.155555555557,2237.4592592592594,10180.355555555554,7390.218518518517,2699.7037037037044,13068.57407407407,7060.237037037037,3455.248148148148,15323.433333333329
NP_055227.1,7847.9,10494.3,7807.6,7415.1,9732.8,7364.3,5392.8,6379.2,5240.9,7458.6,9551.9,7061.6,7625.3,9087.2,7391.7,8491.4,10793.7,6318.9,6909.7,8055.1,6903.9,6653.9,7781.6,5773.8,6165.9,6324.8,5393.8,8078.585185185188,8034.699999999999,6193.662962962962,8078.585185185188,7677.655555555555,5980.999999999999,9052.655555555555,8630.488888888889,6371.544444444445,7829.670370370371,7328.025925925925,5653.874074074074,8694.837037037036,8078.585185185188,6063.992592592592,8759.72222222222,8467.644444444446,5267.370370370369,8759.72222222222,8251.240740740739,6600.7037037037035,8528.592592592591,7640.437037037038,5752.196296296297,10080.085185185184,8694.837037037036,5955.04074074074
NP_002878.2,776.5,4350.0,3822.3,775.8,4370.0,3640.5,710.5,3421.0,3561.4,788.2,4679.0,3744.6,1021.7,5557.3,5260.1,893.2,5121.3,3932.8,811.2,4276.4,4052.3,872.2,4654.2,3888.1,730.2,3808.8,3868.2,703.8074074074075,3373.655555555556,3172.6851851851857,743.9407407407407,3524.32962962963,3153.811111111112,1011.2296296296294,4736.514814814814,4469.229629629629,713.148148148148,3656.925925925925,3196.9333333333325,967.5333333333331,4914.422222222224,4458.059259259259,826.811111111111,3928.5296296296297,3291.48888888889,948.9037037037037,4570.037037037037,3957.940740740741,992.4851851851853,4688.562962962962,3918.7370370370368,1080.9407407407407,5241.462962962962,4491.944444444444
NP_000405.1,3209.6,1047.1,4534.1,3093.9,1034.7,4773.0,1847.2,762.4,3629.0,3608.5,1106.7,5014.2,3025.8,1083.6,5521.8,3159.7,1093.9,4732.0,2749.1,979.1,5035.5,3326.5,1194.2,5738.6,2234.2,824.6,4660.8,3121.359259259259,862.4333333333334,3753.6851851851857,3182.481481481482,882.5888888888886,4053.159259259259,2874.0777777777776,994.6444444444444,4556.61111111111,3552.0148148148146,895.6074074074074,4207.303703703704,3223.862962962963,962.3999999999999,4688.562962962962,3162.944444444445,870.1962962962963,4006.137037037038,3464.640740740741,1033.2703703703703,5030.537037037037,4115.988888888889,1197.4703703703703,5706.581481481481,3573.3740740740736,1082.7407407407409,5308.396296296297
