Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample
NP_000631.1,123.6,3151.5,421.3,104.9,2949.0,422.4,83.4,1277.6,232.7,124.2,3049.3,451.6,104.1,2475.2,429.5,142.5,1804.5,327.7,116.8,2456.7,398.2,147.5,3266.1,531.3,133.1,1819.6,356.1,117.92592592592594,2501.6962962962966,396.0962962962963,104.08148148148148,2463.796296296296,410.51111111111106,108.85555555555554,1700.285185185185,310.5037037037037,119.84074074074076,2463.796296296296,446.21111111111117,103.3037037037037,2173.592592592592,404.26666666666665,138.16296296296298,1449.062962962963,325.91851851851834,131.20740740740743,2602.8037037037034,451.2814814814814,163.1740740740741,3269.822222222222,586.1148148148147,180.54444444444448,2444.248148148148,478.27037037037036
NP_115992.1,329.0,381.0,584.7,286.4,340.2,517.6,221.5,203.3,273.3,300.6,354.1,488.9,304.1,425.3,644.2,329.7,404.1,616.9,262.0,171.2,223.0,241.8,170.8,217.5,200.2,121.1,154.2,291.4185185185185,307.46296296296305,553.8777777777776,272.2148148148148,295.5037037037037,498.6666666666667,288.4777777777777,243.29629629629633,370.6370370370371,271.1222222222222,284.7962962962963,478.27037037037036,278.6962962962963,365.98888888888905,593.2222222222223,304.8888888888888,314.1629629629629,582.3777777777776,287.18148148148146,167.61851851851847,245.63333333333333,261.52962962962965,156.8851851851852,256.11111111111114,278.6962962962963,144.00370370370368,204.9888888888889
NP_061895.3,745.9,410.6,1938.6,705.2,362.2,1901.4,515.6,295.2,1023.7,766.9,447.9,1809.1,772.6,432.1,1572.6,914.6,443.0,1860.9,581.9,448.8,1386.8,735.7,460.3,1934.4,493.5,345.6,1532.5,663.3,333.1814814814814,1605.7592592592594,659.7703703703702,315.762962962963,1641.6148148148145,739.8111111111111,367.76666666666665,1258.2555555555557,683.0481481481481,355.9370370370371,1511.4,733.5592592592593,373.8851851851853,1324.1666666666663,855.2592592592592,347.0333333333333,1567.4666666666662,669.2074074074072,471.50740740740736,1419.8037037037036,806.2111111111111,451.2814814814814,1997.5296296296297,718.7444444444444,455.7,1802.6222222222225
NP_036379.2,44.8,99.7,1796.8,46.6,114.3,1758.7,31.0,76.6,1442.4,54.0,94.1,2054.4,44.3,102.0,2192.4,46.0,93.8,2550.3,41.9,84.8,1787.3,38.5,75.1,1970.5,38.4,76.4,1637.4,40.95185185185184,71.38148148148147,1490.7444444444448,47.51481481481481,87.29629629629628,1485.9370370370368,36.370370370370374,76.6962962962963,1793.7185185185187,53.30370370370371,73.41481481481482,1778.8925925925926,40.03333333333332,72.64814814814815,1885.6296296296296,45.63703703703704,70.47777777777777,2190.3111111111116,45.63703703703704,78.65185185185184,1789.7592592592598,46.50000000000001,62.07407407407407,2020.337037037037,52.281481481481485,79.52962962962964,1932.122222222222
NP_001138985.1,2760.9,693.7,832.1,2547.0,716.3,768.2,1890.5,500.4,553.3,2625.9,728.1,698.3,2917.1,828.6,903.8,2657.9,1056.0,677.5,2677.2,686.3,739.8,2748.5,766.0,646.8,2192.8,588.1,577.3,2676.755555555556,562.225925925926,746.0629629629628,2585.9888888888895,599.7222222222222,724.4296296296297,2954.2629629629623,637.7518518518517,716.8333333333335,2549.7592592592596,586.1148148148147,664.6629629629629,3074.5925925925926,708.4296296296296,806.2111111111111,2553.5,828.6666666666666,644.2962962962962,3387.4999999999995,709.7074074074075,786.1259259259263,3455.248148148148,743.9407407407407,731.474074074074,3476.8407407407417,756.1370370370372,731.474074074074
XP_005268523.1,229.8,342.2,207.2,235.1,320.5,191.1,159.9,191.8,152.9,248.1,341.2,200.3,240.2,286.3,203.3,250.7,339.8,195.4,169.6,230.0,179.3,193.4,267.0,159.6,126.4,191.7,141.0,211.36666666666665,271.1222222222222,194.72222222222229,226.0962962962963,269.4370370370371,190.1259259259259,218.86666666666667,227.59259259259258,197.79629629629633,233.9925925925926,268.15555555555557,196.5185185185186,230.54814814814816,240.4814814814815,189.1962962962963,231.7555555555555,261.52962962962965,197.79629629629633,190.1259259259259,231.7555555555555,197.79629629629633,215.19259259259258,252.6703703703704,191.0851851851852,178.0407407407407,247.38888888888883,184.1777777777778
NP_005138.3,174.6,434.5,284.2,155.0,392.6,256.5,153.8,281.8,198.4,165.6,407.8,286.5,203.2,349.3,277.1,167.4,406.4,190.4,168.6,303.6,218.7,162.5,307.6,164.7,144.0,272.1,186.4,158.56296296296298,352.29629629629636,262.5888888888889,144.00370370370368,338.9999999999999,253.611111111111,207.8925925925926,353.7925925925926,251.7407407407407,155.4925925925926,327.27777777777777,277.71481481481476,193.1222222222222,293.94074074074075,256.11111111111114,157.55555555555554,318.1814814814814,190.1259259259259,187.8148148148148,307.46296296296305,238.87037037037038,179.33703703703708,302.70000000000005,197.79629629629633,196.5185185185186,363.29629629629625,251.7407407407407
NP_001308374.1,794.9,1211.1,2711.9,757.1,1110.9,2818.4,410.0,549.1,1854.5,804.1,1154.7,2797.4,695.1,955.2,2945.0,786.7,1118.6,3098.3,631.0,979.1,2810.9,897.0,1284.5,3576.8,518.7,773.5,3075.9,724.4296296296297,972.1888888888889,2291.4592592592594,719.9222222222223,941.0407407407406,2426.003703703704,553.8777777777776,689.2074074074073,2283.277777777778,724.4296296296297,939.0518518518517,2399.0444444444447,661.3111111111111,820.7370370370372,2549.7592592592596,713.148148148148,901.0703703703707,2613.0333333333333,728.7555555555556,1033.2703703703703,2759.0555555555557,1031.0222222222221,1311.5,3607.144444444444,748.3,1025.6555555555556,3607.144444444444
NP_009167.1,1723.2,495.9,96.0,1625.1,476.7,87.4,1137.5,334.9,71.5,1597.1,511.8,97.8,1490.6,437.7,95.6,1540.8,526.9,97.7,1535.8,441.3,90.1,1502.1,454.5,78.0,1396.0,395.7,83.1,1598.0925925925924,396.0962962962963,92.69259259259258,1581.0185185185182,405.925925925926,89.64444444444443,1769.0370370370374,420.2148148148149,97.98518518518519,1502.3222222222223,415.74814814814823,105.11111111111113,1532.0259259259258,375.237037037037,94.65555555555555,1511.4,408.9370370370369,111.87037037037038,1882.3222222222223,462.962962962963,109.69999999999999,1802.6222222222225,444.91481481481475,107.96296296296298,2137.6296296296296,514.2592592592592,121.13333333333334
NP_787072.2,634.0,18.9,170.0,561.4,26.7,202.0,306.4,15.3,110.3,598.0,13.8,174.2,568.3,30.7,162.6,619.9,61.4,215.4,413.4,16.3,144.3,451.2,24.1,158.3,278.9,22.5,135.5,557.7444444444444,15.655555555555555,164.55925925925928,512.5296296296298,21.85925925925926,196.5185185185186,410.51111111111106,17.151851851851852,145.01111111111112,520.7185185185185,12.02592592592593,175.9481481481482,519.0037037037038,24.38888888888889,152.10000000000002,565.837037037037,46.50000000000001,218.86666666666667,457.5518518518517,17.98148148148148,168.7111111111111,478.27037037037036,21.85925925925926,186.7962962962963,390.925925925926,21.85925925925926,175.9481481481482
NP_110395.1,734.7,3198.6,303.0,735.4,3121.4,293.3,397.7,1732.8,222.4,728.9,3374.9,264.7,628.5,3265.3,300.1,840.6,3599.7,248.1,486.1,2257.8,271.8,671.2,2401.5,230.2,385.2,1279.4,231.9,650.7444444444445,2549.7592592592596,283.7148148148148,685.574074074074,2596.0296296296297,288.4777777777777,537.5703703703704,2333.4777777777776,293.94074074074075,646.4444444444446,2681.525925925926,256.11111111111114,575.4444444444443,2954.2629629629623,273.30370370370366,766.637037037037,2874.0777777777776,252.6703703703704,548.948148148148,2420.151851851852,308.8037037037037,726.0814814814815,2415.644444444444,265.31851851851854,546.4481481481481,1741.6814814814818,302.70000000000005
NP_068810.3,197.1,979.9,1533.1,133.2,851.0,1582.7,195.6,501.4,969.8,156.6,937.4,1470.6,268.6,707.2,1454.7,199.0,1049.1,1996.5,181.2,606.6,1163.4,150.5,765.9,1432.2,176.2,435.0,1172.5,182.0111111111111,787.4370370370367,1284.7592592592594,131.20740740740743,711.4888888888888,1343.2185185185185,260.01851851851853,641.1259259259258,1212.4222222222224,145.9296296296296,762.4851851851852,1266.8296296296294,253.611111111111,608.2481481481482,1245.1074074074072,187.8148148148148,820.7370370370372,1705.6814814814813,209.1407407407407,630.3777777777779,1180.7185185185185,168.7111111111111,741.6074074074075,1483.248148148148,232.88518518518518,558.9777777777778,1422.874074074074
NP_071933.2,242.3,151.6,1338.6,254.4,159.9,1454.3,173.5,112.9,1079.8,221.5,188.2,1460.3,236.3,139.9,1621.8,269.9,195.3,1804.6,191.6,141.2,1351.7,187.5,141.4,1528.4,158.8,83.7,1250.1,223.7444444444444,115.72962962962964,1137.5185185185185,244.29999999999995,126.91481481481479,1249.288888888889,233.9925925925926,121.13333333333334,1332.262962962963,206.037037037037,145.01111111111112,1255.8629629629631,228.98888888888894,98.84444444444443,1377.5333333333338,251.7407407407407,139.30370370370372,1535.655555555556,215.19259259259258,127.95185185185186,1358.3000000000002,207.8925925925926,123.14074074074075,1575.5407407407406,216.63703703703703,95.7740740740741,1494.233333333333
NP_057019.3,92.5,774.1,262.9,87.8,810.7,283.5,87.4,611.2,211.4,80.1,783.4,262.3,110.3,933.2,323.5,89.5,1025.4,392.9,79.9,619.6,223.4,78.9,737.4,258.0,83.3,559.1,215.1,80.76666666666667,631.9333333333333,240.4814814814815,83.22592592592592,687.2777777777776,281.6962962962963,117.04814814814814,769.3185185185185,272.2148148148148,77.63703703703703,641.1259259259258,251.7407407407407,108.85555555555554,791.5444444444446,292.62222222222215,90.67407407407407,806.2111111111111,387.185185185185,96.84814814814817,639.3296296296298,247.38888888888883,96.84814814814817,711.4888888888888,302.70000000000005,119.84074074074076,713.148148148148,283.7148148148148
NP_001124151.1,822.2,201.2,1412.1,786.2,196.6,1195.1,602.7,160.7,1094.5,791.7,203.5,1303.6,808.2,206.5,1293.4,833.9,207.5,1178.7,716.6,171.2,1227.5,719.2,163.7,1027.3,601.8,154.4,1148.0,756.1370370370372,155.4925925925926,1192.7703703703703,758.5037037037038,159.3,1064.6555555555553,841.4296296296296,189.1962962962963,1345.1444444444444,716.8333333333335,156.8851851851852,1131.7481481481482,773.5592592592593,157.55555555555554,1095.062962962963,758.5037037037038,155.4925925925926,1057.2666666666669,813.3740740740742,167.61851851851847,1241.3555555555558,786.1259259259263,147.15925925925927,1099.9851851851852,862.4333333333334,198.75925925925927,1402.5333333333338
XP_024302402.1,707.0,372.2,96.6,729.0,383.6,101.7,512.8,241.7,59.2,750.3,406.2,99.2,773.2,386.8,98.0,932.8,530.9,131.5,630.3,336.8,74.3,774.6,433.8,96.7,647.7,317.9,64.4,630.3777777777779,298.5925925925926,94.65555555555555,681.3555555555555,330.1407407407408,106.12962962962965,736.762962962963,298.5925925925926,84.19629629629632,672.9851851851853,324.70740740740735,106.12962962962965,734.874074074074,331.7481481481482,98.84444444444443,890.6999999999999,415.74814814814823,138.16296296296298,726.0814814814815,338.9999999999999,90.67407407407407,855.2592592592592,422.05185185185184,122.28148148148145,939.0518518518517,423.1777777777777,91.77777777777777
NP_001273768.1,728.1,57.7,1863.5,721.4,56.7,1800.6,298.0,46.3,1415.0,741.3,63.2,1875.6,667.3,63.2,2163.5,496.0,49.7,1477.8,414.8,36.2,1539.7,572.0,44.1,1525.9,281.6,42.6,1551.7,644.2962962962962,41.840740740740735,1552.3814814814814,672.9851851851853,42.60370370370371,1545.5148148148148,392.0962962962964,43.44814814814816,1758.2296296296297,664.6629629629629,47.51481481481481,1601.888888888889,621.9037037037036,40.95185185185184,1848.5592592592589,452.69259259259263,36.370370370370374,1293.5851851851853,461.30740740740737,30.566666666666674,1561.418518518518,613.8925925925926,38.68518518518518,1569.5296296296294,393.3962962962963,42.60370370370371,1837.403703703704
NP_001304051.1,458.1,449.2,18.1,408.2,389.2,18.6,220.2,262.5,23.3,386.0,505.9,16.0,387.3,398.0,27.6,417.8,530.0,20.2,256.2,353.4,21.4,298.9,404.9,20.8,231.6,321.2,24.1,388.2518518518518,365.98888888888905,16.42962962962963,370.6370370370371,336.0296296296296,17.98148148148148,285.92592592592587,324.70740740740735,32.62962962962963,347.0333333333333,410.51111111111106,14.659259259259262,343.6518518518519,343.6518518518519,24.38888888888889,377.51111111111106,414.15555555555557,25.13333333333333,277.71481481481476,360.4851851851852,24.38888888888889,316.8555555555555,388.2518518518518,29.90370370370371,318.1814814814814,431.0444444444446,37.56296296296297
NP_004273.1,211.6,1561.4,343.0,208.4,1500.8,329.0,93.9,844.5,265.5,194.6,1486.6,290.6,165.8,1325.0,331.2,186.1,1973.3,283.8,123.9,999.1,283.9,137.3,1114.4,224.3,79.9,729.5,187.7,196.5185185185186,1301.8777777777775,322.437037037037,201.5333333333334,1301.8777777777775,327.27777777777777,123.14074074074075,1113.285185185185,355.0,182.0111111111111,1255.8629629629631,282.7111111111111,156.8851851851852,1189.9703703703703,300.25555555555553,176.91851851851857,1591.3,290.3592592592592,144.00370370370368,1060.4074074074076,315.762962962963,155.4925925925926,1115.9592592592594,261.52962962962965,115.72962962962964,982.3888888888888,253.611111111111
NP_064621.3,992.5,1333.6,333.5,938.2,1090.6,345.7,635.7,454.5,234.1,1008.2,1434.8,356.8,803.5,750.2,320.9,975.5,969.2,304.6,763.9,728.5,326.9,751.9,676.8,290.3,631.8,410.2,246.4,905.3296296296294,1084.8555555555556,315.762962962963,905.3296296296294,928.5703703703703,340.2296296296296,893.3888888888891,575.4444444444443,315.762962962963,942.6740740740742,1194.9333333333334,340.2296296296296,762.4851851851852,659.7703703703702,290.3592592592592,932.937037037037,756.1370370370372,304.8888888888888,878.3111111111112,766.637037037037,370.6370370370371,828.6666666666666,661.3111111111111,338.9999999999999,914.6925925925927,537.5703703703704,327.27777777777777
NP_001186752.1,368.0,2486.2,124.5,341.5,2194.4,93.1,224.6,1301.4,48.5,359.7,2506.0,108.1,321.0,2054.2,77.0,354.8,2144.9,89.9,253.0,1766.6,61.5,270.2,1814.0,69.0,220.8,1235.8,42.8,324.70740740740735,2000.533333333333,126.91481481481479,315.762962962963,1845.1518518518521,96.84814814814817,298.5925925925926,1729.1814814814818,68.2888888888889,313.14074074074074,1986.6370370370369,115.72962962962964,291.4185185185185,1827.8370370370374,74.64444444444445,328.9074074074074,1722.1296296296296,104.08148148148148,273.30370370370366,1894.1481481481476,75.61111111111111,287.18148148148146,1822.4925925925927,91.77777777777777,307.46296296296305,1671.2111111111114,73.41481481481482
NP_008872.1,1201.6,587.2,279.2,1184.8,549.8,280.6,704.0,344.7,200.5,1211.8,536.9,296.4,1046.3,475.8,231.2,1300.2,460.4,236.3,722.6,381.6,207.6,735.7,369.4,209.5,582.1,285.9,185.4,1107.8185185185184,468.84074074074084,256.11111111111114,1171.4999999999998,471.50740740740736,278.6962962962963,1000.7592592592592,437.6666666666666,254.96296296296296,1125.9444444444446,440.5629629629629,288.4777777777777,992.4851851851853,418.73703703703694,203.9148148148148,1258.2555555555557,357.58518518518514,241.79259259259257,826.811111111111,398.28888888888895,230.54814814814816,806.2111111111111,352.29629629629636,249.8296296296297,832.1148148148146,389.2666666666667,247.38888888888883
NP_061989.2,416.5,360.6,254.2,344.1,330.0,238.2,148.9,255.2,189.2,368.0,351.7,269.4,265.5,324.5,225.2,243.6,282.7,213.1,296.7,301.0,203.4,287.9,287.4,210.1,152.0,220.1,145.6,365.98888888888905,288.4777777777777,230.54814814814816,319.237037037037,280.262962962963,232.88518518518518,197.79629629629633,315.762962962963,241.79259259259257,330.1407407407408,282.7111111111111,262.5888888888889,251.7407407407407,276.5777777777778,198.75925925925927,226.0962962962963,220.8037037037037,213.05925925925928,311.85555555555555,306.1592592592594,222.79259259259254,308.8037037037037,280.262962962963,252.6703703703704,207.8925925925926,284.7962962962963,193.1222222222222
NP_060755.1,353.3,73.4,111.8,298.1,58.8,97.2,226.3,52.4,90.5,275.8,61.6,83.3,264.3,74.5,95.6,242.7,67.7,74.8,223.4,48.4,82.3,196.4,45.0,57.2,182.1,42.5,73.6,313.14074074074074,54.37777777777777,110.94074074074072,281.6962962962963,47.51481481481481,101.28888888888889,299.44074074074075,49.555555555555564,124.72592592592594,249.8296296296297,46.50000000000001,90.67407407407407,249.8296296296297,49.555555555555564,94.65555555555555,225.26296296296297,50.64074074074074,86.04814814814812,241.79259259259257,40.95185185185184,101.28888888888889,216.63703703703703,40.95185185185184,72.64814814814815,248.3148148148148,41.840740740740735,103.3037037037037
XP_005261854.1,758.3,605.1,193.0,671.4,517.5,195.6,325.3,339.2,175.9,719.1,629.0,192.9,772.2,609.7,248.7,613.0,708.5,207.5,474.6,440.0,185.3,528.8,493.1,171.8,234.4,284.8,191.4,681.3555555555555,489.3962962962964,179.33703703703708,636.1999999999999,436.6814814814815,193.1222222222222,446.21111111111117,429.3925925925926,218.86666666666667,639.3296296296298,524.8666666666667,190.1259259259259,728.7555555555556,532.6962962962963,225.26296296296297,555.9703703703703,572.7777777777778,206.037037037037,527.6074074074075,460.0370370370371,204.9888888888889,564.5592592592592,491.025925925926,209.1407407407407,323.62592592592597,387.185185185185,257.137037037037
NP_002204.2,840.5,460.5,1144.7,800.8,480.0,1147.3,489.7,304.4,907.9,875.3,460.1,1274.5,852.3,470.5,1393.2,1120.6,683.3,1474.5,687.1,360.7,1041.0,800.9,433.5,1227.8,587.3,358.5,1030.9,777.5,370.6370370370371,1017.1925925925926,766.637037037037,410.51111111111106,1040.9777777777776,689.2074074074073,385.66296296296304,1123.2037037037037,808.2814814814818,369.61851851851856,1110.7074074074073,818.1962962962963,407.05925925925936,1187.2666666666669,1073.9592592592592,560.3185185185185,1284.7592592592594,789.4000000000001,373.8851851851853,1073.9592592592592,895.6074074074074,420.2148148148149,1277.8370370370374,836.0148148148148,474.1592592592593,1221.9296296296297
NP_001014972.1,47.3,391.5,657.8,40.5,290.2,650.7,38.5,142.8,570.4,36.5,344.4,661.3,58.0,265.9,815.6,39.4,296.6,568.5,48.0,197.3,592.5,32.4,238.3,571.8,51.7,119.1,564.7,44.82222222222222,319.237037037037,615.3296296296297,36.370370370370374,241.79259259259257,628.5555555555557,47.51481481481481,158.56296296296298,734.874074074074,35.1962962962963,273.30370370370366,630.3777777777779,51.35925925925926,221.86666666666667,736.762962962963,38.68518518518518,231.7555555555555,541.0333333333334,55.529629629629625,191.0851851851852,654.1185185185185,40.95185185185184,230.54814814814816,639.3296296296298,74.64444444444445,138.16296296296298,713.148148148148
NP_008909.1,173.6,47.8,145.4,179.5,53.9,146.9,137.6,44.7,95.5,184.7,46.8,147.7,202.1,48.5,126.9,164.5,49.7,173.8,155.9,45.7,123.2,175.0,44.8,129.7,140.3,33.6,89.7,156.8851851851852,35.1962962962963,145.9296296296296,178.0407407407407,38.68518518518518,150.92962962962966,184.1777777777778,41.840740740740735,132.3222222222222,176.91851851851857,37.56296296296297,152.10000000000002,189.1962962962963,35.1962962962963,126.91481481481479,153.02222222222224,36.370370370370374,182.0111111111111,173.24814814814815,38.68518518518518,140.35185185185185,192.1259259259259,40.03333333333332,154.24814814814815,190.1259259259259,33.68518518518518,124.72592592592594
NP_054884.1,485.9,612.5,1036.0,500.9,501.6,1058.8,371.5,378.0,680.3,488.2,515.1,1008.4,487.9,497.1,950.4,483.3,391.9,669.6,450.1,494.1,809.4,452.5,476.7,1162.1,472.8,510.3,953.5,412.4037037037037,495.8703703703703,914.6925925925927,455.7,422.05185185185184,972.1888888888889,505.6407407407408,476.6740740740741,857.1703703703706,424.76666666666654,418.73703703703694,905.3296296296294,446.21111111111117,431.0444444444446,841.4296296296296,440.5629629629629,302.70000000000005,636.1999999999999,495.8703703703703,510.69259259259263,852.9222222222224,481.1185185185184,464.2777777777778,1234.3814814814814,685.574074074074,650.7444444444445,1145.725925925926
XP_006718779.1,184.5,430.0,74.4,186.6,397.8,77.6,173.2,283.1,91.3,214.9,436.7,79.9,228.1,425.5,105.4,283.6,533.5,83.0,192.0,324.1,87.3,191.9,371.1,63.5,197.6,272.3,77.6,167.61851851851847,345.285185185185,75.61111111111111,182.0111111111111,345.285185185185,80.76666666666667,231.7555555555555,357.58518518518514,126.91481481481479,200.30740740740745,350.5037037037037,87.29629629629628,221.86666666666667,367.76666666666665,106.12962962962965,266.7592592592593,422.05185185185184,98.84444444444443,217.80740740740745,320.6925925925927,107.96296296296298,214.1592592592592,353.7925925925926,88.46666666666667,273.30370370370366,364.4925925925926,110.94074074074072
