Accession,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample,s1_avg,p_value_s1,-log10_pvalues1,s3_avg,p_value_s3,-log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s3,log2_fc_s3,expression_s3
NP_004631.1,2694.9148148148147,3824.148148148148,523.0370370370372,2632.7407407407404,4407.933333333333,501.937037037037,3225.285185185185,4230.103703703704,541.337037037037,2511.540740740741,4038.9703703703694,516.0333333333333,3067.125925925926,4839.174074074074,522.2037037037037,2650.7666666666664,4126.451851851853,451.9592592592592,2819.888888888888,4206.3814814814805,556.1592592592592,2438.914814814815,3947.911111111111,442.41111111111104,3003.477777777778,3521.2518518518523,485.62592592592586,2514.2037037037035,0.9162296093321604,0.03799567745647941,2355.5148148148146,0.9956562751309783,0.001890564767183221,1.0710741271937507,0.09905832997992023,,1.003471186782983,0.004999192403480873,
NP_006491.2,2979.466666666668,3218.3037037037043,552.4296296296296,2747.481481481482,2912.5111111111114,521.1888888888889,2391.1222222222223,2899.6333333333337,694.8999999999999,2826.592592592593,3071.6888888888884,535.7296296296295,2347.1740740740747,2763.4666666666667,601.9444444444446,3579.907407407408,2904.7370370370368,599.4407407407407,3062.133333333333,3884.5777777777776,780.2555555555556,3354.977777777778,3668.2296296296295,648.1962962962963,2702.3,3541.592592592593,809.8629629629629,2060.3938271604943,0.8769468804412441,0.05702671248337045,2144.67037037037,0.9327721464013158,0.03022443090068906,0.9157034578948005,-0.12704762439249953,,0.9531585895397335,-0.06921182061833057,
NP_003504.2,5821.337037037036,6936.99259259259,631.9,4851.599999999999,6389.992592592594,695.9925925925927,4952.555555555556,3411.5000000000005,999.1222222222224,4553.25925925926,5166.855555555556,388.4962962962964,4488.055555555555,3218.3037037037043,836.5888888888888,4839.174074074074,5087.918518518518,1494.7555555555557,3840.137037037038,3604.518518518519,428.9629629629629,3232.696296296297,3339.688888888888,802.9407407407407,4362.166666666665,3264.722222222222,1116.385185185185,3979.195061728395,0.8605134688549233,0.06524232765647628,3369.537037037038,0.6803433525092957,0.16727185425524257,0.8915145979849324,-0.1656696736293049,,0.7549244031441393,-0.4055959122636558,
NP_005264.2,547.1444444444445,2085.859259259259,3459.3592592592595,593.3185185185185,2242.955555555556,3496.8629629629627,686.925925925926,2279.9703703703703,3448.3962962962974,550.9333333333333,2111.311111111112,3488.637037037037,673.7518518518518,2417.529629629629,3919.722222222223,630.6740740740742,2356.785185185185,3927.4703703703694,675.1,2421.114814814814,3981.4851851851854,637.4037037037037,2311.951851851852,4070.155555555556,835.4407407407408,2577.6185185185186,3750.7370370370368,2111.0456790123458,0.9494348822090202,0.022534816358336065,2050.293827160494,0.9877566070702206,0.005350056655838714,1.0395206384678328,0.055918401505198626,,1.009605225242532,0.01379128216445926,
NP_001001521.1,2831.751851851852,1750.666666666667,2114.2925925925924,3041.770370370371,1736.3925925925926,2022.6296296296296,2887.8333333333326,2019.6592592592597,2231.811111111111,2887.8333333333326,1754.3370370370374,2015.5296296296292,3041.770370370371,1864.651851851852,2107.7666666666664,1740.888888888889,1724.4,1592.2925925925924,2684.759259259258,1765.877777777778,2031.6703703703704,2173.581481481481,1548.8444444444442,1635.4962962962966,2153.811111111111,1424.737037037037,1645.9222222222224,2266.930864197531,0.9489489386263305,0.02275715561214941,2219.233333333333,0.979137579799511,0.00915628066900745,1.015542178803083,0.02225016074322081,,0.9941745865300378,-0.008428869856379133,
NP_002936.1,88.39999999999999,1980.551851851852,2039.585185185185,76.59629629629632,1952.3074074074077,1998.522222222222,86.62592592592591,1998.522222222222,2146.448148148148,71.60370370370372,1962.8,1901.114814814815,108.22962962962964,2066.9814814814813,2318.303703703704,75.5185185185185,2322.4629629629635,2433.325925925926,106.73703703703704,1924.237037037037,1984.1074074074077,84.25555555555556,1743.340740740741,1692.2925925925929,96.2333333333333,1743.340740740741,1898.5296296296292,1342.4753086419753,0.9774929092437004,0.00988638430294236,1311.8395061728395,0.9515475173422583,0.02156951951120467,0.9802579092314556,-0.028766717683406585,,0.9578880470204316,-0.06207104377614433,
NP_005905.2,3750.7370370370368,1378.6481481481478,1586.6111111111106,3711.114814814815,1376.937037037037,1557.2666666666669,4230.103703703704,1674.596296296296,1851.1333333333328,3711.114814814815,1385.4925925925925,1554.0259259259255,4187.696296296297,1645.9222222222224,1788.722222222222,4038.9703703703694,1772.888888888889,1813.537037037037,2961.5296296296297,1327.1740740740745,1588.903703703704,2303.4111111111115,1387.9444444444443,1365.3666666666668,2187.2111111111108,1362.8518518518515,1424.737037037037,2215.1061728395066,0.9834340661060906,0.007254751846500032,2216.8777777777777,0.9846683569808485,0.006710018218858574,0.989476203580286,-0.015263083308895973,,0.9902675701296906,-0.014109701065878753,
NP_001244.1,5285.429629629629,2255.0629629629625,1882.411111111111,5502.2962962962965,2335.118518518518,1750.666666666667,6228.614814814816,2702.3,2088.0888888888885,5166.855555555556,2235.433333333334,1834.6444444444448,6366.637037037038,2607.896296296297,1988.462962962963,6988.133333333333,2560.5851851851858,1809.8333333333333,5687.492592592591,2268.874074074074,1867.522222222222,5952.922222222221,2283.8222222222225,1662.2703703703698,6341.822222222221,2612.9703703703703,1887.255555555556,3196.0271604938266,0.9740002117146338,0.011440948720473585,3078.977777777778,0.9691161145776757,0.01362418486954058,1.0175293925282134,0.025070469029346017,,0.9802640060624549,-0.0287577446974081,
NP_001317273.1,2894.7000000000003,3668.2296296296295,382.0555555555554,3047.1925925925925,3789.5592592592593,451.9592592592592,2592.8037037037034,3685.792592592592,379.8148148148149,2839.318518518519,3596.922222222222,408.1518518518518,2485.5185185185187,3155.959259259259,355.0851851851853,4499.429629629629,5706.622222222221,649.4703703703703,2689.603703703703,3596.922222222222,453.02962962962965,2780.9,3619.348148148149,430.4296296296296,2511.540740740741,3411.5000000000005,441.3148148148149,2429.5703703703703,0.9394361356612374,0.027132738578527,2281.464197530864,0.9818023411527628,0.007975936639781564,1.049492679503356,0.06969210347519449,,0.9855157945034678,-0.02104910188422414,
NP_001098707.1,2998.155555555556,2127.659259259259,4298.4,3135.818518518519,2315.262962962963,4522.774074074074,3703.8370370370376,2839.318518518519,6184.437037037038,3258.2,2211.840740740741,4279.085185185185,3824.148148148148,3189.0999999999995,6366.637037037038,4021.3333333333335,3473.3,6246.12962962963,3465.244444444444,2607.896296296297,5748.277777777777,3637.055555555555,2660.385185185185,4926.296296296297,3391.4333333333334,2485.5185185185187,5525.759259259259,3324.6185185185186,0.8488876303946971,0.07114979471407912,3249.708641975308,0.9067716695242151,0.04250205709592366,1.0583221787216381,0.0817788853799152,,1.0344761996087304,0.04890045321972195,
NP_000975.2,5296.407407407408,5201.925925925926,10280.040740740742,5837.811111111112,6081.322222222224,11535.962962962964,5770.84074074074,5458.003703703705,10141.485185185184,5671.3,5201.925925925926,9667.033333333333,4692.474074074074,4895.937037037038,9363.34814814815,4965.392592592591,5219.062962962961,9446.362962962963,5837.811111111112,5232.37037037037,10235.555555555558,4565.111111111111,4796.666666666667,8705.296296296296,5232.37037037037,5219.062962962961,9667.033333333333,7818.365432098766,0.7398372710415261,0.1308637938641723,6846.753086419753,0.9729382250649631,0.01191473359095144,1.1288225061633703,0.17481865740518296,,0.9885402575790605,-0.016628375036033413,
NP_005691.2,1893.9555555555555,1422.4481481481484,1221.3481481481483,1998.522222222222,1385.4925925925925,1387.9444444444443,1939.303703703704,1505.8555555555556,1307.522222222222,1974.1074074074077,1313.0925925925924,1467.0185185185187,2019.6592592592597,1548.8444444444442,1484.1703703703706,1837.8148148148148,1252.262962962963,1070.8037037037038,2104.574074074074,1533.9666666666667,1792.8518518518522,2268.874074074074,1671.5592592592598,1704.1148148148147,2001.177777777778,1674.596296296296,1467.0185185185187,1590.653086419753,0.7978270176887172,0.09809126078821609,1584.7395061728396,0.8107668391364327,0.09110402252783893,1.0516130927943594,0.07260400902362485,,1.0477035046723249,0.06723049849830375,
XP_011508441.1,2860.7333333333336,1861.2814814814813,916.2629629629632,2887.8333333333326,1870.6,924.1333333333334,3773.203703703704,2193.348148148148,1011.2888888888888,3252.437037037037,2143.3370370370376,979.725925925926,3650.596296296296,2266.0481481481484,1116.385185185185,3884.5777777777776,2923.5370370370365,1301.0592592592589,3515.8444444444435,2250.337037037037,1039.9592592592594,3307.992592592592,2197.6666666666665,1065.6296296296296,2912.5111111111114,1837.8148148148148,925.3814814814812,1894.1888888888886,0.9861243746733931,0.006068306328696073,2125.166666666667,0.7904135880386363,0.10214560237858197,1.0078550384770761,0.011288148451258322,,1.1307530865413988,0.17728393400327694,
XP_024302561.1,4670.907407407407,5166.855555555556,6316.0074074074055,4861.762962962962,4885.837037037036,6246.12962962963,4796.666666666667,4895.937037037038,6643.322222222223,4885.837037037036,5022.511111111112,6125.562962962962,4926.296296296297,4885.837037037036,6389.992592592594,4910.722222222223,4215.400000000001,4938.355555555556,4144.048148148148,4453.929629629629,5975.988888888887,4513.670370370372,4407.933333333333,5738.666666666667,4314.281481481482,4167.403703703703,5821.337037037036,5331.243209876543,0.9402291099825972,0.026766306956421747,5344.637037037036,0.9522763100408036,0.02123701956206273,0.9900926695705488,-0.014364531641569223,,0.9925801062840964,-0.010744555074907776,
NP_001005.1,11147.651851851851,11214.114814814817,8546.207407407408,11214.114814814817,10669.096296296297,8231.518518518518,10465.08148148148,9667.033333333333,7241.944444444444,10141.485185185184,10465.08148148148,7367.788888888891,9856.933333333336,9363.34814814815,7241.944444444444,12448.87777777778,11535.962962962964,8958.222222222223,9574.362962962963,9404.040740740742,6936.99259259259,10191.1,9773.148148148148,7241.944444444444,9773.148148148148,9027.307407407408,7266.8,10038.243209876544,0.845241113319122,0.07301938661573534,9324.785185185186,0.49989250319256284,0.3011233762430394,0.9743352818096923,-0.037509786471782096,,0.9050853830960318,-0.14387419665976794,
NP_001335116.1,4080.907407407407,4670.907407407407,2445.977777777778,4175.511111111111,4738.007407407407,2250.337037037037,4910.722222222223,4952.555555555556,2927.933333333334,4001.466666666666,4589.485185185186,2394.9666666666662,4670.907407407407,4656.629629629631,2789.637037037037,4781.014814814816,4965.392592592591,2242.955555555556,3947.911111111111,4323.522222222223,2617.874074074074,3955.974074074074,4230.103703703704,2228.333333333333,4298.4,4279.085185185185,2587.3888888888887,3721.285185185185,0.9915664494951572,0.0036781763834651754,3661.9728395061734,0.9433774236090297,0.02531452126324505,0.9969693100888932,-0.004379000358207563,,0.9810789428075112,-0.02755886688864335,
NP_001484.1,3377.8296296296294,1248.7740740740742,1604.0962962962965,3161.9629629629635,1286.2703703703703,1541.914814814815,3168.859259259259,1643.1407407407405,2075.8407407407403,3955.974074074074,1286.2703703703703,1461.8962962962962,3564.766666666666,1521.2037037037037,2039.585185185185,3465.244444444444,1431.4407407407407,1521.2037037037037,4247.896296296297,1698.8962962962964,2511.540740740741,4488.055555555555,1796.6629629629626,2057.207407407407,4541.625925925925,2322.4629629629635,3208.644444444444,1996.7160493827162,0.9320135188916772,0.03057778814228925,2234.7135802469134,0.8918361044689009,0.0497149499565585,0.9613924836933487,-0.05680257056770151,,1.0759851606947437,0.10565818129627531,
NP_006296.1,10992.933333333329,10048.503703703704,3824.148148148148,11354.237037037035,10531.31851851852,3884.5777777777776,9363.34814814815,9856.933333333336,3711.114814814815,11354.237037037035,10582.070370370371,4049.7703703703705,9027.307407407408,9298.93703703704,3435.214814814816,6125.562962962962,7340.725925925925,2702.3,9065.022222222224,9446.362962962963,3806.359259259259,8705.296296296296,9298.93703703704,3287.274074074075,8741.981481481482,9404.040740740742,3604.518518518519,8590.044444444444,0.9308354942200766,0.031127064738533952,8662.025925925926,0.913487090800101,0.03929758562276895,1.0363775129928203,0.051549617807702806,,1.0450619836311026,0.06358851247387036,
NP_653171.1,3246.1407407407414,1631.7666666666669,1282.374074074074,3551.903703703704,1704.1148148148147,1343.4851851851854,2460.385185185185,1640.5555555555552,1272.0703703703707,3225.285185185185,1512.0333333333338,1339.1407407407405,2404.1666666666674,1494.7555555555557,1138.140740740741,2876.8370370370367,1429.2703703703703,1392.7148148148149,2335.118518518518,1442.003703703704,1136.3148148148146,2063.6074074074068,1268.040740740741,1194.903703703704,1828.6222222222225,1361.0296296296294,1089.425925925926,2199.834567901235,0.8804892245051223,0.055275954593468075,2025.4864197530867,0.9754483403155514,0.010795725869641684,1.071299050788925,0.09936126147650921,,0.9863931181595837,-0.0197653604666374,
NP_001410.2,4488.055555555555,5444.622222222221,5561.192592592593,4446.3703703703695,5546.970370370369,5525.759259259259,5166.855555555556,6140.907407407409,5525.759259259259,4289.992592592593,5349.488888888888,5837.811111111112,4576.366666666667,5837.811111111112,5349.488888888888,4135.159259259259,5139.651851851852,5640.081481481482,4001.466666666666,5458.003703703705,5285.429629629629,4135.159259259259,5424.751851851853,5546.970370370369,4553.25925925926,5878.581481481482,5055.14074074074,5173.033333333333,0.9873287597664829,0.005538212296234624,5159.097530864198,0.9927584950223449,0.003156387995589701,1.001628361992616,0.002347319147127559,,0.998930042824582,-0.0015444483051325368,
NP_008878.3,2506.729629629629,3246.1407407407414,5390.477777777779,2399.211111111111,3051.103703703702,5245.085185185185,1834.6444444444448,2468.662962962963,4602.651851851851,2360.1333333333328,3135.818518518519,5104.577777777777,2047.8185185185189,2752.944444444444,4751.522222222222,2262.885185185185,2887.8333333333326,4991.762962962963,1995.05925925926,2887.8333333333326,4978.333333333332,2170.5333333333333,3028.937037037037,5055.14074074074,1631.7666666666669,2347.1740740740747,4589.485185185186,3565.1333333333328,0.9085050718041408,0.04167264386458381,3533.50987654321,0.8864887981827891,0.0523267478443816,0.959801296505073,-0.05919233303123859,,0.9512876640573481,-0.07204642493288513,
NP_001137533.1,572.2555555555555,935.059259259259,1550.9259259259256,533.9555555555556,950.2333333333332,1490.2111111111112,831.9407407407407,1407.6111111111113,2279.9703703703703,541.337037037037,1035.2037037037037,1616.7888888888886,791.4481481481481,1563.6185185185184,2565.7407407407413,599.4407407407407,1035.2037037037037,1864.651851851852,811.3555555555556,1769.533333333334,2673.2740740740737,689.1407407407409,1488.1148148148147,2445.977777777778,905.5333333333334,1870.6,3003.477777777778,991.4666666666667,0.9473632748776813,0.023483454975502152,1064.443209876543,0.9202190105616589,0.03610879900347149,0.9725853038239126,-0.040103302879481724,,1.0441720911925885,0.06235950371790475,
NP_004517.2,1327.1740740740745,786.2851851851852,1079.1555555555558,1347.6666666666663,800.9962962962965,1033.0814814814814,1307.522222222222,894.848148148148,1003.722222222222,1252.262962962963,756.6814814814816,1006.1444444444444,1310.085185185185,782.8407407407409,996.2518518518516,1335.362962962963,758.0666666666665,1141.8111111111111,1058.9925925925927,684.5962962962964,836.5888888888888,1294.47037037037,542.2333333333333,834.5111111111111,1120.2259259259258,605.2037037037036,782.8407407407409,1060.5814814814814,0.9877897171680162,0.0053354991305680265,1005.0296296296297,0.7939951118936691,0.10018217123051208,0.9965951513098513,-0.00492053992898041,,0.9443948185975501,-0.08253796861530643,
NP_001091674.1,2598.2185185185185,2104.574074074074,798.7851851851852,2262.885185185185,2120.4296296296293,755.3777777777779,2315.262962962963,2759.040740740741,830.2814814814813,2557.4333333333334,2004.1370370370369,698.166666666667,2410.5333333333338,2441.7777777777783,808.262962962963,1980.551851851852,1991.259259259259,857.1851851851852,2311.951851851852,2441.7777777777783,733.0666666666666,1949.348148148148,1924.237037037037,604.2111111111112,2224.1740740740743,2521.0592592592598,716.6703703703703,1712.8975308641973,0.8749058656632145,0.05803867180313616,1753.2456790123458,0.9216005905214496,0.035457255643817985,0.9340397973375987,-0.09844407364792218,,0.9560415665270435,-0.06485475019725787,
NP_002810.1,6813.248148148146,6668.092592592591,3232.696296296297,6140.907407407409,6017.962962962963,3086.177777777778,4991.762962962963,5525.759259259259,2839.318518518519,6228.614814814816,6615.1407407407405,3339.688888888888,5878.581481481482,5821.337037037036,2826.592592592593,6140.907407407409,7127.629629629628,3325.166666666666,4952.555555555556,5502.2962962962965,2668.377777777778,5232.37037037037,5783.281481481482,2985.781481481481,4499.429629629629,4602.651851851851,2364.3888888888887,5081.682716049384,0.7665227869179961,0.1154749300651207,5394.481481481481,0.9153353218737437,0.03841977832527446,0.9121104682469162,-0.13271953108877246,,0.968254671721928,-0.04654153777260062,
NP_001191397.1,3130.4555555555557,458.6703703703704,1345.7629629629632,3201.7925925925924,424.66296296296287,1333.0888888888892,2541.107407407407,438.4592592592594,1303.222222222222,2850.200000000001,420.2407407407407,1274.188888888889,2673.2740740740737,372.9962962962963,1180.4481481481482,3003.477777777778,439.83333333333326,1259.2,2598.2185185185185,389.4777777777778,1098.5555555555557,2457.1740740740734,386.1296296296296,1057.014814814815,2560.5851851851858,365.39259259259256,1196.925925925926,1653.1814814814816,0.994564233828056,0.0023671627695970006,1514.8765432098771,0.9083077434423713,0.041766983378547264,1.0049961723780791,0.007190006775667298,,0.9209183290554034,-0.11885487721490612,
NP_001180298.1,1373.1185185185184,2602.892592592593,940.7999999999998,1380.814814814815,2350.5999999999995,1030.1074074074074,1627.7407407407406,2445.977777777778,1286.2703703703703,1426.5666666666668,2684.759259259258,1031.477777777778,1604.0962962962965,2774.644444444444,1282.374074074074,1494.7555555555557,2565.7407407407413,1075.348148148148,1353.8037037037036,2273.0814814814817,1148.6592592592592,1484.1703703703706,2387.759259259259,1134.2814814814817,1296.9333333333338,1991.259259259259,1265.5333333333333,1587.174074074074,0.9391852201245947,0.027248750496841556,1714.2679012345677,0.919996661098199,0.036213748816682906,0.9684167470786169,-0.046300066440270994,,1.0459632447709633,0.0648321560606418,
NP_031398.2,556.1592592592592,164.2037037037037,2499.103703703703,517.2777777777778,155.2962962962963,2583.2851851851856,621.874074074074,208.23703703703703,2592.8037037037034,464.6925925925926,169.35925925925926,2592.8037037037034,547.1444444444445,153.6222222222222,2379.174074074074,478.2037037037037,159.55185185185186,2417.529629629629,593.3185185185185,155.93333333333334,2453.0925925925926,533.2037037037037,156.5740740740741,2421.114814814814,662.6074074074072,189.87037037037032,2425.433333333334,1085.2864197530864,0.9912991213009585,0.003795278785172033,1075.6185185185184,0.9982421638250889,0.0007640903205826358,1.0113039196738363,0.016216624852789043,,1.0022950661255143,0.003307286746951975,
NP_848927.2,2747.481481481482,1521.2037037037037,1288.1518518518517,2702.3,1541.914814814815,1242.3814814814816,2438.914814814815,1569.5629629629634,1261.7185185185183,2598.2185185185185,1488.1148148148147,1187.3444444444442,2339.22962962963,1368.2851851851851,1188.6111111111113,2912.5111111111114,1436.451851851852,1152.5777777777778,2702.3,1554.0259259259255,1318.837037037037,2927.933333333334,1588.903703703704,1316.448148148148,3278.22962962963,1731.103703703704,1447.233333333333,1828.8654320987655,0.972349199661591,0.012177738930884021,1757.8925925925923,0.8870507722968112,0.05205152165949923,0.9873595823896621,-0.018352505388107447,,0.9490430873945075,-0.07545450652479721,
NP_009207.2,6693.285185185186,12448.87777777778,3010.4555555555557,6439.148148148148,11786.6,2912.5111111111114,4399.592592592594,9192.796296296296,2288.2925925925924,5858.292592592592,11147.651851851851,2826.592592592593,4362.166666666665,8596.366666666665,2173.581481481481,4433.577777777778,8984.17037037037,2502.9814814814813,3596.922222222222,7619.992592592595,1913.2370370370372,3246.1407407407414,6715.548148148147,1844.981481481482,2860.7333333333336,6060.481481481481,1624.574074074074,7046.086419753086,0.9328271587827454,0.030198818140615924,6610.8456790123455,0.8434636991219094,0.07393360378059388,0.9542104127143568,-0.06762066523104314,,0.8952682961816903,-0.1596079973528772,
NP_003396.1,239.47407407407408,2201.4999999999995,2139.022222222222,219.66296296296295,1977.4,2104.574074074074,297.85925925925926,1531.325925925926,2092.940740740741,197.7407407407408,2104.574074074074,2100.629629629629,241.70370370370367,1738.3925925925923,2075.8407407407403,275.48148148148147,1750.666666666667,2343.692592592592,268.6296296296296,1913.2370370370372,2197.6666666666665,191.64814814814807,1612.1925925925927,2015.5296296296292,286.8111111111112,1307.522222222222,1823.2481481481484,1433.879012345679,0.9216244332604788,0.035446020151828864,1467.6481481481478,0.9510952483791046,0.021775988032013652,0.9392228200087499,-0.09046063329469788,,0.9613423591641267,-0.056877790934171224,
NP_004981.2,2565.7407407407413,2706.440740740741,2350.5999999999995,2468.662962962963,2797.729629629629,2339.22962962963,2942.640740740741,4197.762962962964,3278.22962962963,2612.9703703703703,2937.5888888888885,2485.5185185185187,3135.818518518519,3668.2296296296295,3361.451851851852,2629.074074074074,3767.918518518519,2645.655555555556,2942.640740740741,3551.903703703704,3104.185185185185,2835.9333333333334,3742.2259259259263,3041.770370370371,3293.992592592592,4541.625925925925,3619.348148148149,2535.2074074074076,0.9750683870938117,0.010964923690251219,2678.692592592592,0.4653762084461361,0.33219582303611983,0.9977489503928527,-0.0032512388294150926,,1.054218568025378,0.07617400769252933,
NP_001027454.1,6316.0074074074055,4656.629629629631,4114.914814814815,6419.066666666667,4839.174074074074,4114.914814814815,5938.596296296297,3735.4555555555553,4097.577777777777,5444.622222222221,4553.25925925926,4144.048148148148,6493.344444444444,4464.355555555555,3813.4370370370375,6493.344444444444,4576.366666666667,3939.218518518519,5285.429629629629,3767.918518518519,3703.8370370370376,4433.577777777778,3579.907407407408,3354.977777777778,5245.085185185185,3109.522222222222,3612.618518518519,5124.385185185186,0.9249472865627527,0.03388301732286498,4713.976543209877,0.7064555987923562,0.15091512865680667,1.0189297578896905,0.027054599651813976,,0.9373243431732661,-0.09337974356697983,
NP_000217.2,3325.166666666666,1594.5222222222224,3385.485185185185,3142.896296296296,1456.662962962963,3168.859259259259,3183.259259259259,1324.9111111111113,2612.9703703703703,3287.274074074075,1550.9259259259256,3315.851851851853,3252.437037037037,1339.1407407407405,2899.6333333333337,5748.277777777777,2876.8370370370367,6523.874074074073,3010.4555555555557,1232.477777777778,2493.981481481481,3551.903703703704,1614.0851851851853,3208.644444444444,2303.4111111111115,824.6851851851851,1582.037037037037,2589.4728395061725,0.8371698154769436,0.07718643872814843,2718.017283950618,0.9544000888034625,0.0202695289281882,0.9353709445740428,-0.09638947986792977,,0.9818038465088924,-0.026493275984956183,
NP_005316.1,2367.855555555556,2360.1333333333328,4399.592592592594,2717.507407407408,2557.4333333333334,4807.503703703704,1890.8111111111116,1844.981481481482,1945.3222222222216,2404.1666666666674,2326.692592592592,2955.05925925926,1638.007407407407,1746.6074074074074,2360.1333333333328,2453.0925925925926,2266.0481481481484,3473.3,1108.7407407407406,1180.4481481481482,1478.155555555555,751.3037037037036,725.4518518518518,1351.737037037037,461.2074074074074,446.44814814814816,933.0925925925928,3360.8148148148152,0.7646466807839443,0.1165391923383907,2561.9728395061734,0.5576874440898738,0.2536091332094741,1.1046129212760507,0.14354090863228688,,0.8420542214947206,-0.24801496068956613,
NP_002940.2,2759.040740740741,1775.9888888888888,781.7444444444445,3055.548148148148,1716.9185185185188,839.5740740740739,2531.325925925926,1746.6074074074074,896.625925925926,2549.281481481481,1652.155555555555,799.9555555555555,2268.874074074074,1356.0814814814814,823.6074074074075,1910.3518518518515,1231.3000000000002,564.6296296296297,2464.7740740740733,1573.977777777778,881.111111111111,2228.333333333333,1380.814814814815,671.0851851851852,2489.566666666666,1473.2666666666669,968.8148148148148,1870.6802469135803,0.9145528548178737,0.038791190250522606,1667.1308641975304,0.8970513487693101,0.04718269647776686,1.0555349282389974,0.07797431905783024,,0.9406817974419183,-0.08822130698988419,
NP_005490.1,904.1074074074075,4021.3333333333335,3939.218518518519,839.5740740740739,3750.7370370370368,3973.159259259259,1169.0444444444445,3830.081481481481,5007.603703703704,776.4592592592593,4011.562962962964,3911.425925925927,1015.822222222222,4375.625925925926,5104.577777777777,729.5740740740739,3947.911111111111,4822.444444444444,1069.4555555555555,4080.907407407407,4642.7851851851865,900.8296296296298,4247.896296296297,4553.25925925926,1234.574074074074,3789.5592592592593,5087.918518518518,2854.4901234567897,0.9477322430341212,0.02331434388336983,2899.8160493827163,0.9720362865430479,0.012317522366664403,0.9660236360947212,-0.0498696063858672,,0.9813629485037965,-0.027141291607266024,
NP_006537.3,4389.5370370370365,4522.774074074074,2231.811111111111,4070.155555555556,4553.25925925926,2364.3888888888887,4206.3814814814805,4910.722222222223,2318.303703703704,4144.048148148148,4617.733333333334,2303.4111111111115,4642.7851851851865,5156.37037037037,2536.385185185185,4314.281481481482,5022.511111111112,1916.9370370370368,3612.618518518519,4532.170370370371,2111.311111111112,4097.577777777777,4851.599999999999,2655.0444444444447,4306.822222222222,4656.629629629631,2266.0481481481484,3662.6012345679014,0.9608152700721069,0.01736010338267357,3688.397530864198,0.9807439060312207,0.008444381730403143,0.985973007527968,-0.020379943657992144,,0.9929173758098028,-0.01025442393019701,
NP_055045.2,576.237037037037,1361.0296296296294,1496.837037037037,556.1592592592592,1383.188888888889,1467.0185185185187,439.1592592592592,1550.9259259259256,1898.5296296296292,714.0407407407408,1396.8740740740743,1531.325925925926,592.0333333333334,1916.9370370370368,2054.3888888888887,514.9740740740741,1704.1148148148147,1754.3370370370374,633.1888888888888,1743.340740740741,1970.959259259259,628.7481481481483,1765.877777777778,1929.1888888888889,390.8740740740741,1680.3555555555552,1967.8740740740743,1135.4555555555555,0.9830237100650958,0.007436007064858792,1214.0802469135804,0.8650342318613018,0.06296670592905187,0.991923063649149,-0.011699869432767374,,1.060608838577752,0.08489267633234807,
NP_001354324.1,900.8296296296298,1198.9592592592592,2689.603703703703,930.2592592592592,1276.7444444444448,2768.0407407407406,648.1962962962963,868.7185185185184,2134.892592592593,897.7925925925927,1136.3148148148146,2473.4037037037037,701.4851851851853,920.3629629629628,2170.5333333333333,750.1518518518519,1009.137037037037,2394.9666666666662,719.9148148148148,846.7037037037038,2088.0888888888885,743.0444444444446,937.9,2166.0111111111114,616.2555555555556,874.6407407407409,2153.811111111111,1658.3481481481483,0.9413211589400654,0.02626217916639159,1502.5037037037036,0.9050819427771617,0.04331209959597531,1.0387631308694525,0.05486671403100644,,0.9411446282525582,-0.08751165202954639,
NP_003267.1,0.0,599.4407407407407,275.48148148148147,0.0,581.2370370370371,293.73703703703706,0.0,760.2407407407408,338.6037037037037,0.0,583.1666666666666,302.69999999999993,0.0,676.5185185185185,295.9777777777777,0.0,650.2666666666667,317.1518518518518,0.0,566.6296296296296,245.21481481481484,0.0,429.6,262.3259259259259,0.0,497.08518518518525,243.8814814814815,291.6580246913581,0.9999462532553562,2.33425419174859e-05,295.28888888888883,0.9886754328549912,0.004946257295331697,1.0000592645272175,8.549810603991682e-05,,1.0125090484233517,0.017934800893229973,
