Accession,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample,s1_avg,p_value_s1,-log10_pvalues1,s3_avg,p_value_s3,-log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s3,log2_fc_s3,expression_s3
XP_011540672.1,1313.0925925925924,1358.3703703703704,49.27037037037036,1257.5111111111112,1370.1444444444442,51.75925925925925,1861.2814814814813,1503.4407407407411,47.97037037037036,1351.737037037037,1380.814814814815,45.855555555555554,1840.914814814815,1514.8962962962962,45.855555555555554,1582.037037037037,1792.8518518518522,52.43703703703704,1721.192592592593,1339.1407407407405,49.27037037037036,1809.8333333333333,1531.325925925926,48.32962962962962,2215.9407407407407,1612.1925925925927,45.855555555555554,893.138271604938,0.9828359790949897,0.007518953498011526,926.1358024691358,0.9765493961547917,0.010305784188839684,0.9848134626013137,-0.022077610994116825,,1.0211979885597293,0.03026260120298724,
NP_067642.1,830.2814814814813,867.7888888888889,0.0,851.3925925925927,890.2481481481482,0.0,793.1111111111111,910.062962962963,0.0,723.2888888888886,793.1111111111111,0.0,868.7185185185184,974.1037037037038,0.0,855.7851851851851,882.4814814814816,0.0,601.9444444444446,661.6851851851851,0.0,686.0333333333333,759.3851851851849,0.0,672.1407407407409,763.7962962962963,0.0,580.546913580247,0.9731597264581078,0.011815872345949118,505.4666666666665,0.881235381452312,0.05490807432083181,1.0256587542722786,0.036550813392768874,,0.8930136385745038,-0.16324588577429397,
XP_011531375.1,558.1296296296296,11.17777777777778,0.0,540.1074074074072,10.655555555555557,0.0,611.6703703703703,14.255555555555556,0.0,484.9629629629629,10.04814814814815,0.0,565.662962962963,13.5,0.0,498.5629629629628,13.78148148148148,0.0,586.1851851851851,15.133333333333336,0.0,528.1851851851852,15.307407407407403,0.0,686.925925925926,13.78148148148148,0.0,183.58765432098758,0.9819187606874473,0.007924442197407745,165.00370370370368,0.9241297229077494,0.034267061259695746,0.9674263074691142,-0.0477763249977536,,0.8694970496965122,-0.20174696257738853,
NP_115717.3,0.0,817.2703703703703,1294.47037037037,0.0,787.3703703703702,1240.1703703703704,0.0,838.1259259259258,1387.9444444444443,0.0,836.5888888888888,1362.8518518518515,0.0,735.0000000000002,1278.4296296296293,0.0,786.2851851851852,1373.1185185185184,0.0,724.362962962963,1206.9777777777776,0.0,839.5740740740739,1380.814814814815,0.0,806.7666666666667,1327.1740740740745,675.8469135802469,0.9598238518458101,0.017808461950681073,733.1469135802467,0.9600204485100663,0.01771951635573916,0.9601276812178828,-0.058701821541915444,,1.0415297192065527,0.05870400609982186,
NP_057123.1,2231.811111111111,1743.340740740741,888.2925925925925,2932.0444444444447,1643.1407407407405,957.8592592592591,1680.3555555555552,1169.0444444444445,894.848148148148,2468.662962962963,1592.2925925925924,919.0518518518523,2162.137037037037,1414.9962962962964,857.1851851851852,1169.0444444444445,1294.47037037037,770.9148148148147,2844.462962962963,1541.914814814815,986.3851851851848,2039.585185185185,1563.6185185185184,947.2888888888888,1823.2481481481484,1407.6111111111113,1028.674074074074,1844.3481481481483,0.7676311608242488,0.114847404052064,1660.0024691358024,0.9512146887142778,0.02172145193614505,1.1376801992186607,0.18609507447993934,,1.0239671624287006,0.034169450337046034,
NP_005096.1,2404.1666666666674,4763.92962962963,76.59629629629632,2322.4629629629635,5245.085185185185,81.48148148148148,2170.5333333333333,4716.077777777777,69.47037037037038,2276.7259259259254,4670.907407407407,75.5185185185185,1898.5296296296292,4247.896296296297,65.71111111111111,2100.629629629629,5725.418518518519,108.22962962962964,1998.522222222222,4144.048148148148,63.63703703703705,1769.533333333334,4011.562962962964,74.0851851851852,1521.2037037037037,3830.081481481481,57.7925925925926,2549.676543209877,0.949944974877921,0.02230155028903227,2341.05061728395,0.9707860093895255,0.01287649118714672,1.0558114829400014,0.07835226186801263,,0.9694202703690615,-0.04480584562507794,
NP_005044.1,2100.629629629629,1904.8518518518515,1134.2814814814817,2111.311111111112,1729.4592592592596,1136.3148148148146,2012.0333333333333,1501.0777777777778,911.2185185185184,2001.177777777778,1870.6,1268.040740740741,1817.0629629629632,1499.048148148148,905.5333333333334,2193.348148148148,1616.7888888888886,1019.5925925925924,1931.2925925925929,1600.5851851851855,928.577777777778,2299.511111111111,1893.9555555555555,1098.5555555555557,2104.574074074074,1444.8592592592593,863.9037037037039,1659.0283950617288,0.9009864891902883,0.045281721467216866,1713.272839506173,0.9999627631917125,1.6172041462418016e-05,0.9683491672767734,-0.04640074669729198,,1.0000108089723119,1.5593966474218226e-05,
NP_066972.1,9620.437037037038,7658.729629629629,5424.751851851853,9856.933333333336,7540.4740740740735,5770.84074074074,10582.070370370371,8169.640740740741,4751.522222222222,10669.096296296297,8009.399999999999,5405.666666666667,10330.455555555558,8169.640740740741,5285.429629629629,10859.388888888889,8231.518518518518,6740.281481481483,11214.114814814817,8596.366666666665,4952.555555555556,8984.17037037037,7399.859259259258,4522.774074074074,8638.14074074074,6545.074074074074,4061.314814814815,7722.74938271605,0.9315845290206854,0.030777732478208236,8028.054320987655,0.8250543295291201,0.08351745237392631,1.0204515193820352,0.02920764301879936,,1.0607932257737203,0.08514346754101805,
NP_001342338.1,17657.90740740741,10402.129629629628,18848.31481481481,15047.896296296296,9951.76296296296,18178.16296296296,14405.851851851852,9404.040740740742,15930.070370370371,18178.16296296296,9620.437037037038,19687.366666666665,13846.91111111111,9574.362962962963,17091.14814814815,16715.466666666664,10402.129629629628,21350.11111111112,16267.788888888888,9620.437037037038,16715.466666666664,13009.448148148149,8446.27777777778,16501.866666666665,13286.466666666667,10235.555555555558,13846.91111111111,14392.607407407406,0.7450132154567048,0.12783602342752176,15828.655555555553,0.9648389569501432,0.015545169500241792,0.9204719525978751,-0.11955433253480914,,1.0123136881176098,0.017656410750657433,
NP_001355738.1,751.3037037037036,163.07777777777775,96.7222222222222,695.9925925925927,178.4037037037037,108.68518518518516,992.9296296296296,252.9777777777778,137.5037037037037,790.1814814814816,172.4444444444444,106.35185185185183,954.1851851851852,206.30740740740745,137.88518518518518,664.088888888889,220.27037037037036,139.64814814814815,908.1444444444444,209.4703703703704,144.32592592592593,1043.2703703703703,241.70370370370367,159.55185185185186,1169.0444444444445,266.4037037037037,179.61481481481482,327.69382716049387,0.9748757685092464,0.011050724289638079,356.3259259259259,0.9520034561630846,0.021361474945534507,0.9722855112491668,-0.04054807202399726,,1.0572385145678722,0.08030088756843816,
NP_000984.1,6873.329629629629,6693.285185185186,4362.166666666665,5623.707407407408,6106.618518518518,4206.3814814814805,4257.5888888888885,5671.3,4011.562962962964,6366.637037037038,6419.066666666667,4532.170370370371,4589.485185185186,5561.192592592593,3955.974074074074,4670.907407407407,5405.666666666667,4298.4,5156.37037037037,5525.759259259259,3830.081481481481,5055.14074074074,5748.277777777777,4089.151851851851,4135.159259259259,5022.511111111112,3628.933333333333,5312.235802469135,0.5428264347082936,0.2653390111073648,5772.624691358025,0.8520148974092773,0.0695528115641908,0.888889600437616,-0.16992384657647713,,0.9659258824678962,-0.050015602615493905,
NP_001129667.1,675.1,665.0148148148147,0.0,681.5592592592593,646.1629629629632,0.0,629.8777777777779,650.2666666666667,0.0,616.2555555555556,617.3370370370371,0.0,809.8629629629629,799.9555555555555,0.0,731.8518518518518,662.6074074074072,0.0,533.2037037037037,545.7518518518518,0.0,584.1925925925926,576.237037037037,0.0,535.7296296296295,547.1444444444445,0.0,442.5740740740742,0.9901522004454328,0.0042980430457888125,411.1975308641975,0.9125664180571458,0.03973551706765316,0.9907525889158201,-0.013403262811554705,,0.9205126150053478,-0.11949060201294238,
NP_006730.2,1134.2814814814817,1307.522222222222,4656.629629629631,960.7629629629632,1343.4851851851854,5139.651851851852,780.2555555555556,1339.1407407407405,5623.707407407408,1254.9555555555555,1327.1740740740745,4541.625925925925,975.3962962962962,1469.0814814814814,6228.614814814816,1065.6296296296296,1738.3925925925923,8638.14074074074,827.7037037037037,1128.3185185185189,3990.577777777778,846.7037037037038,1038.5851851851849,3685.792592592592,617.3370370370371,992.9296296296296,3252.437037037037,2481.3000000000006,0.9510027669472217,0.02181821947881952,2374.5851851851853,0.9959877820825649,0.0017459890930362737,1.0486680159471808,0.0685580262934615,,1.0035672973222571,0.0051373643414800016,
NP_004689.1,1668.7518518518516,408.9296296296295,487.6703703703704,1486.2925925925929,442.41111111111104,464.6925925925926,1490.2111111111112,402.4777777777778,412.34444444444455,1614.0851851851853,350.35185185185185,410.01481481481466,1512.0333333333338,468.95555555555546,478.2037037037037,1546.2111111111112,519.074074074074,545.7518518518518,1401.5407407407404,333.037037037037,382.9074074074074,1376.937037037037,352.9222222222223,415.8111111111111,1282.374074074074,368.2222222222223,351.3888888888888,797.7987654320988,0.9197428056130492,0.03633360060993513,791.4839506172839,0.9178100595469331,0.03724718658276119,0.9329699918428634,-0.10009741607797476,,0.9255852565166862,-0.11156221069224809,
NP_115687.2,1546.2111111111112,246.63333333333327,1828.6222222222225,1508.3777777777775,261.8407407407408,1738.3925925925923,1508.3777777777775,305.8666666666668,1631.7666666666669,1666.2555555555557,261.2037037037037,1736.3925925925926,1368.2851851851851,247.80740740740745,1531.325925925926,1701.362962962963,321.0777777777777,1882.411111111111,1303.222222222222,231.0888888888889,1370.1444444444442,1365.3666666666668,249.962962962963,1424.737037037037,1138.140740740741,264.02592592592595,1305.0888888888887,1169.5370370370367,0.9578695855526803,0.018693616318451272,1221.283950617284,0.9845146839969883,0.006777801992794046,0.9688370580366452,-0.04567404568584818,,1.0117038727914616,0.016787072864954785,
XP_016858797.1,953.0444444444444,299.98148148148147,353.7333333333333,939.1296296296294,282.62592592592586,337.3444444444445,915.0333333333334,256.26296296296294,253.81111111111116,867.7888888888889,322.40740740740745,331.1888888888888,857.1851851851852,232.3,254.7,833.0666666666666,336.71851851851864,369.0703703703704,766.5222222222224,250.6222222222223,285.7111111111111,760.2407407407408,290.7222222222222,296.99629629629624,830.2814814814813,184.5074074074074,235.98888888888885,519.6999999999999,0.959867944688404,0.0177885115833691,507.12839506172844,0.9230216710424255,0.034788102328739134,0.9703382700397626,-0.04344032136652381,,0.9468656716417913,-0.07876832452851838,
XP_011524858.1,1014.511111111111,210.0851851851852,1988.462962962963,1139.8777777777775,237.63703703703703,2107.7666666666664,1514.8962962962962,285.7111111111111,2292.3703703703704,1174.9444444444443,220.86666666666665,1671.5592592592598,1490.2111111111112,287.65185185185175,2998.155555555556,1232.477777777778,214.4,2679.333333333333,1316.448148148148,231.65555555555557,1988.462962962963,1499.048148148148,305.0037037037037,2511.540740740741,1614.0851851851853,346.89629629629627,2162.137037037037,1161.7604938271604,0.9090176872530162,0.04142766639117539,1022.4567901234568,0.9456094770330177,0.02428818387978301,1.084723685514901,0.11732758800979534,,0.9546572667562702,-0.06694521336082823,
NP_001007539.1,416.8703703703704,259.02592592592595,170.64444444444447,442.41111111111104,243.15925925925933,185.79259259259257,410.73333333333335,189.87037037037032,201.3925925925925,432.4037037037037,265.90000000000003,170.64444444444447,404.77407407407406,185.79259259259257,187.81111111111107,481.237037037037,507.7370370370369,159.11111111111111,322.40740740740745,275.48148148148147,182.16666666666663,294.44074074074075,213.8,156.5740740740741,256.26296296296294,110.5925925925926,168.41851851851854,290.4543209876543,0.9415450330585848,0.026158903325351698,289.6493827160494,0.9467462024628175,0.023766428222188538,1.0293219463962267,0.0416942920708201,,1.0264693786477428,0.037690590006688,
NP_055144.3,158.55555555555554,686.0333333333333,819.9074074074072,165.362962962963,558.9481481481481,894.848148148148,176.61851851851856,500.6481481481482,1079.1555555555558,162.01111111111112,605.2037037037036,824.6851851851851,156.5740740740741,513.0703703703704,1002.1777777777776,193.4259259259259,597.0148148148148,831.9407407407407,131.75185185185182,410.73333333333335,943.6296296296296,163.07777777777775,523.9481481481481,885.4925925925927,137.88518518518518,382.9074074074074,1039.9592592592594,539.7197530864197,0.9611933851571353,0.017189226631807848,530.6333333333332,0.9354257221561866,0.02899069211737549,0.9727623082502994,-0.03984076531829382,,0.9563854263552093,-0.06433594882491998,
NP_031397.1,1569.5629629629634,580.1851851851852,364.6962962962963,1612.1925925925927,631.9,355.0851851851853,1571.7518518518516,620.9925925925926,305.8666666666668,1554.0259259259255,569.2111111111111,356.67037037037045,1563.6185185185184,609.3074074074074,312.58148148148143,1341.3703703703702,484.9629629629629,241.70370370370367,1439.7888888888888,555.3037037037037,328.4703703703704,1407.6111111111113,470.4518518518518,305.8666666666668,1569.5629629629634,544.5518518518519,323.19629629629634,866.3925925925927,0.9602088508475612,0.017634295183620127,826.6358024691358,0.9834962514789043,0.007227291021847914,1.0336986301369862,0.04781563615536744,,0.9862645455884518,-0.019953422505416762,
NP_001139019.1,181.46296296296293,855.7851851851851,1107.1444444444444,159.55185185185186,864.7925925925927,1096.8222222222223,225.38148148148144,906.4185185185185,900.8296296296298,178.4037037037037,857.1851851851852,1055.2814814814817,196.40370370370368,802.151851851852,937.9,162.01111111111112,841.2444444444444,1107.1444444444444,189.87037037037032,789.0777777777776,916.2629629629632,142.7851851851852,758.0666666666665,945.4666666666664,213.8,845.0666666666667,871.0370370370367,707.0555555555557,0.9852911047804429,0.006435438008209371,696.9567901234568,0.9651046440731526,0.015425594552970321,0.9891689954506674,-0.015711074337201546,,0.9750408472743729,-0.03646543610124,
NP_001293135.1,2224.1740740740743,238.23703703703708,486.4333333333335,2421.114814814814,280.5777777777778,474.3111111111112,2457.1740740740734,282.62592592592586,519.074074074074,2262.885185185185,243.8814814814815,428.9629629629629,2231.811111111111,240.6407407407407,512.2814814814816,2259.040740740741,139.64814814814815,433.2000000000001,2250.337037037037,267.87777777777774,490.7333333333332,2092.940740740741,204.89629629629636,419.1629629629629,2549.281481481481,284.08148148148143,530.2111111111111,1058.6679012345676,0.9387876217485562,0.027432645364176236,978.5765432098765,0.9963470887427267,0.0015893438384697383,1.0770333137399704,0.10706287460277449,,0.9955525579385771,-0.006430613119582561,
NP_001257368.1,0.0,164.6851851851852,377.8481481481481,0.0,142.7851851851852,408.1518518518518,0.0,140.23333333333332,321.0777777777777,0.0,137.88518518518518,355.0851851851853,0.0,130.35925925925923,324.4222222222222,0.0,98.14074074074072,293.10370370370373,0.0,157.92222222222222,382.0555555555554,0.0,134.91481481481486,347.9629629629629,0.0,165.362962962963,346.1037037037037,183.64567901234568,0.987042915754509,0.005663964179217817,164.3234567901235,0.9178814051259663,0.03721342819591437,1.0154897463204173,0.022175672418537885,,0.9086453127986677,-0.13821084262952898,
NP_005434.4,449.77777777777777,628.7481481481483,1227.344444444445,449.77777777777777,597.0148148148148,1214.1148148148147,676.5185185185185,858.5851851851852,1280.4148148148151,469.7962962962963,585.4888888888888,1394.4518518518514,614.0333333333334,915.0333333333334,1401.5407407407404,422.0481481481481,503.7333333333333,1668.7518518518516,614.9666666666667,819.9074074074072,1282.374074074074,544.5518518518519,582.1370370370371,1469.0814814814814,655.6629629629632,871.0370370370367,1173.0814814814814,753.6358024691358,0.9661365195155,0.014961501448786904,816.5790123456787,0.904418199968382,0.04363070675756085,0.9805006545291002,-0.028409501404592065,,1.0623914806813521,0.08731548287047539,
NP_002613.2,4513.670370370372,854.2814814814815,2525.725925925926,4565.111111111111,900.8296296296298,2702.3,4080.907407407407,843.7925925925927,2197.6666666666665,4247.896296296297,833.0666666666666,2763.4666666666667,3796.651851851853,771.9925925925928,2215.9407407407407,4080.907407407407,940.7999999999998,2763.4666666666667,4187.696296296297,863.9037037037039,2521.0592592592598,4247.896296296297,802.9407407407407,2536.385185185185,4488.055555555555,905.5333333333334,2268.874074074074,2722.746913580247,0.9541499424327738,0.020383371570301078,2614.80987654321,0.9914983425318422,0.0037080074595625544,1.0347826413355645,0.04932775787016895,,0.9937610642928961,-0.009029076899478818,
NP_004025.1,2502.9814814814813,1550.9259259259256,0.0,2789.637037037037,1662.2703703703698,0.0,2684.759259259258,1546.2111111111112,0.0,2673.2740740740737,1578.025925925926,0.0,2932.0444444444447,1614.0851851851853,0.0,2410.5333333333338,2079.5851851851853,0.0,3258.2,1582.037037037037,0.0,3325.166666666666,1828.6222222222225,0.0,3109.522222222222,1763.366666666667,0.0,1483.969135802469,0.909072318742591,0.041401566303292656,1417.0999999999997,0.9537076026634692,0.020584755289826,1.0981768846700257,0.13511044968302116,,1.0486919341650258,0.06859093117874025,
XP_016865174.1,736.3407407407408,653.5518518518518,719.9148148148148,774.9370370370372,658.4666666666669,756.6814814814816,905.5333333333334,799.9555555555555,814.0222222222221,753.925925925926,661.6851851851851,744.7888888888889,981.3703703703702,917.3,879.637037037037,725.4518518518518,582.1370370370371,805.5333333333333,975.3962962962962,911.2185185185184,852.6222222222221,1096.8222222222223,924.1333333333334,1011.2888888888888,1635.4962962962966,1438.5555555555557,1218.9592592592594,730.0283950617286,0.5806900021377269,0.23605565124202368,720.1333333333333,0.6863133784576917,0.16347753522892375,1.0380498132179876,0.05387567641084491,,1.023979720810044,0.034187144071814626,
NP_002619.1,559.7666666666668,913.7370370370372,2173.581481481481,692.8962962962963,1058.9925925925927,2617.874074074074,720.811111111111,1128.3185185185189,2015.5296296296292,653.5518518518518,1039.9592592592594,2283.8222222222225,693.9814814814815,1094.874074074074,2545.1185185185186,747.562962962963,1136.3148148148146,2489.566666666666,719.9148148148148,1094.874074074074,2480.451851851852,692.8962962962963,1065.6296296296296,2391.1222222222223,802.151851851852,1174.9444444444443,1754.3370370370374,1456.5876543209877,0.7696442565419566,0.11370996719251654,1325.777777777778,0.8816659181514092,0.0546959470549047,1.1981521519468108,0.2608111259238174,,1.0905512570667801,0.12505757977068763,
NP_001353524.1,1096.8222222222223,2072.459259259259,349.4666666666667,1002.1777777777776,2146.448148148148,375.3444444444444,872.2962962962964,1683.5407407407404,257.6555555555555,1028.674074074074,2012.0333333333333,376.31851851851854,836.5888888888888,1692.2925925925929,249.962962962963,915.0333333333334,1901.114814814815,359.3666666666668,862.1814814814815,1619.6592592592594,238.8148148148148,881.111111111111,1662.2703703703698,295.1259259259259,773.1222222222221,1592.2925925925924,264.02592592592595,1174.6567901234566,0.9981856301240165,0.0007886865263640671,1139.0086419753086,0.9631193016523019,0.016319913456812184,1.001484113668371,0.0021395361644610564,,0.9710913603533243,-0.04232106399226464,
NP_001311230.1,1387.9444444444443,705.3074074074074,186.4,1536.188888888889,660.6666666666669,175.19629629629625,1444.8592592592593,812.9296296296299,142.7851851851852,1353.8037037037036,723.2888888888886,192.8592592592593,1396.8740740740743,769.2518518518519,144.74444444444447,1204.9148148148151,655.6629629629632,159.11111111111111,1449.774074074074,806.7666666666667,172.4444444444444,1392.7148148148149,762.7962962962963,152.1037037037037,1658.7592592592596,916.2629629629632,144.32592592592593,790.683950617284,0.9563955478839671,0.01936245423539945,756.6506172839505,0.9949836008150827,0.002184077178103182,1.040532504963396,0.05732203380656887,,0.9957449643057905,-0.006151816295323743,
