Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample,s1_avg,p_value_s1,minus_log10_pvalues1,s2_avg,p_value_s2,minus_log10_pvalues2,s3_avg,p_value_s3,minus_log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s2,log2_fc_s2,expression_s2,fold_change_s3,log2_fc_s3,expression_s3
XP_005264506.2,589.8,766.5,331.8,549.0,773.2,375.6,509.5,744.1,364.6,695.8,857.2,410.5,833.7,1075.3,541.9,699.1,1145.0,595.0,681.9,728.3,392.1,701.3,897.5,450.5,559.6,676.2,404.7,532.162962962963,611.6703703703703,321.0777777777777,517.2777777777778,638.8481481481481,370.7592592592594,735.0000000000002,976.6814814814816,476.2333333333335,634.7888888888891,688.1185185185185,399.7296296296298,798.7851851851852,963.0703703703704,497.08518518518525,644.0333333333335,917.3,555.3037037037037,791.4481481481481,771.9925925925928,438.4592592592594,778.8185185185184,902.5555555555554,503.7333333333333,814.0222222222221,915.0333333333334,511.2666666666668,508.96172839506175,0.8677449548755131,0.06160790266501446,729.304938271605,0.24072681784177233,0.6184755250472633,574.2123456790124,0.5264388980170508,0.27865202864555116,1.0423056891329523,0.059778455657555296,,1.4935478325065865,0.5787434422787737,up-regulated,1.175932808462655,0.23380562848456676,
XP_005245570.1,1862.0,391.9,1188.9,1474.4,312.5,1198.7,655.0,113.9,706.7,1842.5,392.3,1093.3,1043.4,199.3,896.4,1202.4,203.6,548.3,839.5,163.9,774.4,872.1,162.6,618.4,467.3,75.3,579.6,1750.666666666667,296.99629629629624,1039.9592592592594,1431.4407407407407,233.23333333333335,1069.4555555555555,930.2592592592592,105.75185185185184,883.8592592592594,1736.3925925925926,291.31481481481484,988.2592592592592,997.9370370370372,136.48148148148147,791.4481481481481,1165.7999999999995,132.66666666666666,520.0962962962963,994.251851851852,138.92592592592592,817.2703703703703,997.9370370370372,129.3481481481481,684.5962962962964,694.8999999999999,62.24074074074075,735.0000000000002,911.3765432098766,0.840989661744202,0.07520934293578847,639.9567901234568,0.4850367810143006,0.3142253269938666,1005.3222222222222,0.9697397990193735,0.013344780176369413,0.8855130041335895,-0.17541460116676988,,0.6217957483764325,-0.6854873428227419,down-regulated,0.9767926415868375,-0.03387576268875013,
NP_001015880.1,839.9,2043.0,1708.1,914.4,2189.0,1716.5,800.8,1883.7,1507.6,920.9,2134.1,1815.4,1416.6,3077.5,2425.9,1100.3,2652.4,1513.1,934.0,2133.2,1902.2,1152.7,2597.0,2059.7,1065.0,2476.5,2179.6,782.8407407407409,1658.7592592592596,1390.788888888889,888.2925925925925,1856.7296296296292,1442.003703703704,1182.925925925926,2549.281481481481,1864.651851851852,855.7851851851851,1743.340740740741,1514.8962962962962,1438.5555555555557,2729.4888888888886,2072.459259259259,1048.9000000000003,2149.5333333333333,1316.448148148148,1098.5555555555557,2295.251851851852,1882.411111111111,1351.737037037037,2587.3888888888887,2092.940740740741,1619.6592592592594,3426.0259259259246,2502.9814814814813,1395.675308641975,0.772453047535628,0.11212790907581503,1865.61975308642,0.2904781307214886,0.5368865588485197,1371.3407407407406,0.812919294836229,0.08995256823996643,1.0925368085856897,0.12768188628831967,,1.4604100527183024,0.5463735046968063,up-regulated,1.0734876708754326,0.10230562177981121,
NP_060566.2,122.5,889.6,2304.1,102.9,734.5,1915.7,79.5,392.4,964.8,97.0,763.4,2106.7,103.4,705.3,1778.2,86.7,840.1,2013.4,77.9,463.5,1248.1,67.3,553.3,1274.4,54.4,311.3,832.4,123.97037037037036,707.1888888888889,1901.114814814815,109.63333333333333,608.374074074074,1648.0555555555557,111.66296296296296,485.62592592592586,1200.4037037037035,102.38888888888889,602.9037037037036,1799.0074074074078,106.35185185185183,608.374074074074,1496.837037037037,95.42962962962964,657.1666666666666,1726.9888888888893,100.61851851851851,470.4518518518518,1265.5333333333333,86.62592592592591,533.9555555555556,1314.525925925926,87.09629629629632,405.4444444444445,1000.651851851852,788.6876543209877,0.8687195165803792,0.061120421553718,599.2308641975308,0.6431800237428593,0.19166745261932133,834.7666666666668,0.9216665320240431,0.03542618252330635,0.8659683834114575,-0.20761374190783227,,0.6579473888254797,-0.6039558679407517,down-regulated,0.9165625160970241,-0.1256948086806025,
NP_001003796.1,10219.0,10362.5,452.4,8098.4,7879.5,370.3,3025.1,3082.1,179.4,8545.0,8420.7,384.8,5912.9,5871.3,289.0,5905.6,5211.6,369.8,4774.6,5036.4,260.7,5040.5,4992.5,256.3,2454.2,2651.3,140.8,10280.040740740742,7889.837037037036,424.0222222222223,8705.296296296296,6419.066666666667,366.30370370370366,5258.570370370369,4215.400000000001,237.63703703703703,8638.14074074074,6568.314814814814,381.1333333333333,6902.855555555556,5139.651851851852,272.4037037037037,6366.637037037038,4049.7703703703705,367.0666666666667,6461.914814814815,5285.429629629629,299.0962962962964,6568.314814814814,4938.355555555556,306.7333333333333,4061.314814814815,3693.085185185185,195.8037037037037,5163.555555555555,0.8029900602737243,0.09528983055567818,3237.2024691358024,0.44072551847007874,0.3558318026557481,5195.862962962962,0.808756942692169,0.09218197815018997,0.8331047637486844,-0.2634301675592566,,0.5223007226782658,-0.9370473949994611,down-regulated,0.8383173454137586,-0.2544316147009676,
NP_073568.2,14371.4,14798.5,9076.7,13185.9,13713.2,9182.0,4991.4,5197.3,3556.9,13809.3,13881.0,9066.0,7768.6,8691.6,5300.4,8481.7,8895.2,5778.7,7315.5,7891.2,4928.8,7585.0,8158.7,5076.0,4527.5,5330.5,3182.9,14134.866666666669,10992.933333333329,7211.133333333333,13396.937037037038,10729.766666666665,7619.992592592595,8741.981481481482,7051.122222222221,4453.929629629629,13594.8,10669.096296296297,7424.548148148148,8915.562962962962,7590.218518518518,4488.055555555555,8741.981481481482,7095.348148148149,4781.014814814816,9404.040740740742,8049.97777777778,4965.392592592591,9526.155555555551,8169.640740740741,5007.603703703704,7727.314814814816,7175.188888888889,3693.085185185185,10582.232098765433,0.9433707086982328,0.02531761255948711,6749.011111111111,0.1763313635388664,0.7536704341531668,10562.814814814816,0.9394491856650395,0.02712670569873828,0.9816865624189719,-0.02666562739990109,,0.6260884712750783,-0.6755615590532295,down-regulated,0.9798852707297433,-0.029315252841896185,
NP_004272.2,523.1,1452.7,13.8,453.5,1345.9,11.5,271.8,568.4,11.0,505.9,1204.9,18.4,368.7,836.3,11.0,437.8,1370.5,16.8,327.6,712.6,10.7,283.1,723.4,11.0,190.7,488.2,3.7,469.7962962962963,1202.877777777778,30.15185185185185,432.4037037037037,1150.574074074074,30.640740740740736,382.9074074074074,722.1185185185184,32.65555555555556,466.2962962962963,982.914814814815,37.262962962962966,352.9222222222223,720.811111111111,29.32962962962963,413.9296296296296,1107.1444444444444,37.72222222222223,378.70740740740735,751.3037037037036,30.15185185185185,319.97407407407405,714.0407407407408,31.13333333333333,281.95185185185187,627.6296296296297,26.74074074074074,537.8728395061728,0.9529543348957712,0.020927910041575834,379.2271604938271,0.6645557992356343,0.17746854777959242,495.4913580246914,0.8775372179569655,0.056734455248953056,0.9476121392978554,-0.07763141467916426,,0.6681137890608856,-0.5818342602517462,down-regulated,0.8729454088302016,-0.1960366596724417,
NP_036429.2,324.1,34.4,0.0,275.5,43.4,0.0,103.8,32.4,0.0,303.0,26.2,0.0,209.0,53.8,0.0,177.6,86.2,0.0,164.7,27.3,0.0,157.3,37.3,0.0,70.8,40.0,0.0,301.9814814814815,10.10740740740741,0.0,275.48148148148147,13.633333333333336,0.0,146.45555555555555,13.103703703703705,0.0,283.3148148148147,8.3,0.0,207.7962962962963,15.68148148148148,0.0,182.8629629629629,44.48888888888888,0.0,194.2259259259259,9.914814814814816,0.0,188.4962962962963,14.066666666666666,0.0,112.0888888888889,20.67037037037037,0.0,96.3716049382716,0.9570543234573212,0.019063410490476003,53.18641975308642,0.6756088530406219,0.17030466815742454,97.20493827160492,0.9623655526995287,0.016659930701726795,0.9263861198139179,-0.11031445752053701,,0.5112622234880849,-0.9678646638161919,down-regulated,0.934396658122092,-0.09789298047177246,
NP_076956.1,46.5,2848.4,2244.3,41.6,2617.4,1905.8,34.6,960.1,691.8,45.6,2894.3,2099.6,39.8,1840.2,1348.2,34.0,2148.8,1395.9,36.9,1406.9,1042.7,32.7,1543.7,1047.9,27.3,666.7,477.7,54.08148148148147,2303.4111111111115,1864.651851851852,52.088888888888896,2205.048148148148,1631.7666666666669,55.55555555555556,1307.522222222222,873.5962962962964,55.55555555555556,2350.5999999999995,1788.722222222222,48.87407407407407,1668.7518518518516,1154.3777777777775,44.48888888888888,1733.748148148148,1215.4851851851852,54.433333333333344,1536.188888888889,1070.8037037037038,52.43703703703704,1576.3481481481483,1108.7407407407406,50.11851851851852,899.6555555555556,608.374074074074,1296.3012345679012,0.911886091565549,0.04005940826605855,745.5580246913579,0.45760216542425464,0.3395119290804613,1398.2925925925922,0.9930098445695671,0.0030464459446525173,0.9210731074870676,-0.11861242432191847,,0.5297483550135571,-0.916620892171877,down-regulated,0.9935419862997472,-0.009347158971027907,
NP_000509.1,0.0,116.0,284.7,0.0,182.7,673.0,0.0,54.7,164.7,0.0,81.8,227.6,0.0,76.5,234.8,0.0,53.8,160.1,0.0,79.7,232.4,0.0,51.3,149.5,0.0,145.0,252.6,0.0,66.11851851851851,272.4037037037037,0.0,125.60370370370372,633.1888888888888,0.0,33.77037037037037,223.48888888888888,0.0,42.56666666666666,240.00000000000003,0.0,33.348148148148155,223.48888888888888,0.0,15.814814814814817,175.19629629629625,0.0,51.34444444444444,268.6296296296296,0.0,22.262962962962963,191.64814814814807,0.0,161.25555555555553,339.5037037037037,252.9308641975308,0.5577149456698933,0.25358771710967337,85.75308641975307,0.8138763893699577,0.08944155025946449,94.18888888888891,0.87415851914353,0.05840980564147878,2.241485322917692,1.1644550527576911,up-regulated,0.7599479217951663,-0.39602753888663067,,0.8347064036498509,-0.2606592559618391,
NP_001139699.1,5546.4,9559.7,10923.2,4568.9,7697.4,8531.5,2241.5,3355.4,4608.9,5374.7,9045.0,10085.1,3794.7,6246.4,8060.4,4581.7,7432.7,8564.9,3146.0,5399.2,6803.5,2967.5,5068.2,5980.5,2135.5,3589.4,5186.8,5502.2962962962965,7286.22962962963,8958.222222222223,4617.733333333334,6316.0074074074055,6966.67777777778,3612.618518518519,4656.629629629631,5654.1,5296.407407407408,6988.133333333333,8506.751851851852,4144.048148148148,5546.970370370369,6523.874074074073,4626.040740740741,5837.811111111112,6813.248148148146,3973.159259259259,5706.622222222221,6523.874074074073,3779.514814814814,5074.1407407407405,5837.811111111112,3405.025925925926,4952.555555555556,5770.84074074074,5966.806172839507,0.3585547110761385,0.4454445668983406,4641.1160493827165,0.10321828812179125,0.9862433479925237,6930.43086419753,0.8266636761430307,0.0826711449865054,0.8231308146198786,-0.2808063682427244,,0.6402496618481232,-0.643293509032857,down-regulated,0.9560644401155252,-0.06482023368765356,
NP_002970.2,831.6,717.7,6584.6,772.2,791.6,5775.8,553.5,626.3,2276.4,779.3,724.2,6899.6,737.9,884.5,4113.0,586.9,815.3,4111.7,781.7,883.2,4276.0,804.3,946.3,4983.7,702.7,1046.7,2549.5,773.1222222222221,565.662962962963,5349.488888888888,742.037037037037,651.5407407407407,4861.762962962962,797.5555555555554,800.9962962962965,2789.637037037037,705.3074074074074,570.2222222222222,5561.192592592593,700.6555555555555,759.3851851851849,3496.8629629629627,550.9333333333333,629.8777777777779,3459.3592592592595,910.062962962963,950.2333333333332,4247.896296296297,902.5555555555554,959.1,4965.392592592591,1028.674074074074,1410.0851851851853,2955.05925925926,2085.113580246913,0.9482920820595913,0.023057875647848024,1462.7296296296297,0.6850956451436153,0.16424879309382404,2278.9074074074074,0.9836222131676922,0.007171672138257818,0.9352697977776471,-0.09654549484012659,,0.6561018343878785,-0.6080083401594168,down-regulated,1.0221952848379199,0.03167084163111706,
NP_055318.2,482.7,0.0,155.4,486.3,0.0,156.4,564.3,0.0,144.0,493.2,0.0,163.8,856.8,0.0,228.6,678.6,0.0,178.6,500.2,0.0,162.8,514.6,0.0,141.9,530.3,0.0,148.2,431.2851851851852,0.0,166.64814814814818,459.7148148148149,0.0,172.4444444444444,815.474074074074,0.0,198.1888888888889,457.73703703703694,0.0,175.83333333333337,817.2703703703703,0.0,217.9,629.8777777777779,0.0,198.1888888888889,583.1666666666666,0.0,197.10370370370376,567.4629629629629,0.0,183.25925925925927,774.9370370370372,0.0,206.30740740740745,210.71975308641973,0.9534705276021754,0.02069272673707906,337.8876543209876,0.6501312898976224,0.18699893147957652,211.19012345679008,0.9514057901770823,0.021634209827716723,1.0572403711549656,0.08030342104277144,,1.6952775609816526,0.7615214993610935,up-regulated,1.0596003518291395,0.0835202278519494,
NP_004086.1,2141.5,8381.6,0.0,1894.4,7480.8,0.0,742.0,3371.2,0.0,1946.2,7621.1,0.0,1205.6,5025.4,0.0,1288.5,5264.6,0.0,1253.0,5037.2,0.0,1473.7,5931.4,0.0,1052.9,4512.5,0.0,2039.585185185185,6419.066666666667,0.0,1887.255555555556,6184.437037037038,0.0,1085.8740740740743,4670.907407407407,0.0,1834.6444444444448,5878.581481481482,0.0,1206.9777777777776,4453.929629629629,0.0,1259.2,4080.907407407407,0.0,1512.0333333333338,5296.407407407408,0.0,1754.3370370370374,5975.988888888887,0.0,1606.8185185185184,6161.466666666667,0.0,2690.5641975308645,0.9632841713754459,0.016245575954651603,1918.927160493827,0.7238288991110599,0.1403640815291238,2571.075308641976,0.9276413375584849,0.03261990656969513,0.9542528447751941,-0.06755651254325673,,0.6805790783576403,-0.5551652927081703,down-regulated,0.9118741450787187,-0.13309337444493097,
NP_001274271.1,1181.6,5579.7,2229.0,931.8,4397.0,1689.6,360.7,1253.6,489.7,918.9,4393.4,1702.8,665.7,2701.9,1108.9,622.6,2689.6,1082.4,528.8,2117.4,882.1,484.8,1931.6,707.3,310.0,1052.7,437.7,1081.2444444444443,4306.822222222222,1851.1333333333328,902.5555555555554,3551.903703703704,1410.0851851851853,503.7333333333333,1704.1148148148147,638.8481481481481,851.3925925925927,3418.6000000000004,1414.9962962962964,637.4037037037037,2360.1333333333328,954.1851851851852,588.6148148148148,2182.637037037037,964.6000000000004,622.8518518518518,2283.8222222222225,925.3814814814812,539.2296296296296,1952.3074074074077,782.8407407407409,462.1518518518519,1426.5666666666668,559.7666666666668,1954.8481481481485,0.7364415442075223,0.13286172001706273,948.8987654320987,0.26846425553999703,0.571113529909052,1894.9962962962964,0.6998912503834902,0.1549694357392224,0.8101094657482107,-0.30381123007308236,,0.39323354739422817,-1.3465416892954791,down-regulated,0.7853062339607816,-0.3486727452602729,
XP_016880525.1,567.7,141.1,0.0,450.8,122.7,0.0,198.5,94.0,0.0,492.5,142.4,0.0,440.2,141.0,0.0,315.8,184.6,0.0,360.0,100.6,0.0,304.2,113.0,0.0,138.2,82.2,0.0,513.8740740740741,87.09629629629632,0.0,430.4296296296296,78.34814814814814,0.0,284.08148148148143,80.67407407407407,0.0,454.3703703703703,90.63333333333334,0.0,424.0222222222223,87.47407407407407,0.0,306.7333333333333,118.5888888888889,0.0,422.0481481481481,70.51111111111112,0.0,346.89629629629627,82.76666666666667,0.0,211.38888888888889,76.59629629629632,0.0,169.59259259259258,0.8892344959969805,0.05098369809793891,121.58518518518515,0.6907289494711706,0.1606923416887833,181.6679012345679,0.9338431231963191,0.029726075003863414,0.8465937804291823,-0.24025820506983755,,0.6069443246108145,-0.7203639116712927,down-regulated,0.9068728352910724,-0.14102782942245257,
NP_005827.1,696.4,0.0,19.8,662.0,0.0,10.7,253.2,0.0,7.7,470.5,0.0,10.8,400.2,0.0,19.4,218.9,0.0,12.8,198.0,0.0,13.8,199.9,0.0,9.3,160.8,0.0,13.7,634.7888888888891,0.0,37.262962962962966,634.7888888888891,0.0,29.718518518518515,355.7703703703704,0.0,28.829629629629625,431.2851851851852,0.0,28.829629629629625,382.0555555555554,0.0,35.303703703703704,222.8037037037037,0.0,33.01481481481481,240.00000000000003,0.0,33.77037037037037,233.94074074074072,0.0,29.718518518518515,242.33333333333331,0.0,37.72222222222223,221.50246913580256,0.9935336209668673,0.0028174318724048255,128.20000000000002,0.7100291314619956,0.1487238324447953,153.3716049382716,0.7920143978106109,0.10126692341951574,0.9887740143507445,-0.01628726614743506,,0.5722772713745631,-0.8052137850935268,down-regulated,0.6846418376007138,-0.5465786385682314,down-regulated
NP_001002836.2,224.3,68.9,0.0,171.1,41.6,0.0,60.4,30.5,0.0,171.3,37.9,0.0,105.5,52.7,0.0,119.2,84.1,0.0,84.4,24.4,0.0,68.6,40.7,0.0,37.1,17.8,0.0,211.38888888888889,29.718518518518515,0.0,176.61851851851856,13.292592592592593,0.0,89.29259259259261,12.344444444444443,0.0,171.40740740740742,11.88888888888889,0.0,109.63333333333333,15.133333333333336,0.0,125.60370370370372,41.8962962962963,0.0,106.35185185185183,8.814814814814815,0.0,87.92222222222223,15.974074074074071,0.0,62.8,7.87037037037037,0.0,63.30370370370372,0.8544546055865427,0.06831100499350704,33.87901234567902,0.5678913344869102,0.24573475821076612,61.098765432098766,0.8342564240939697,0.07870044042645653,0.7876618688459118,-0.3443516591537355,,0.4215425736186425,-1.2462497516279647,down-regulated,0.7602267315934194,-0.3954983398016382,
NP_076424.1,1540.6,170.8,44.8,1211.2,168.4,42.8,531.2,133.0,26.8,1441.4,180.8,49.1,805.3,176.7,35.8,953.5,234.9,44.8,808.0,159.8,31.4,894.0,173.6,39.6,477.2,134.2,27.3,1422.4481481481484,109.63333333333333,60.01851851851852,1182.925925925926,117.55555555555556,61.88148148148147,762.7962962962963,130.35925925925923,53.566666666666656,1339.1407407407405,121.30740740740735,66.57407407407406,763.7962962962963,118.5888888888889,51.75925925925925,910.062962962963,153.6222222222222,66.57407407407406,948.8888888888888,134.91481481481486,52.088888888888896,1028.674074074074,140.23333333333332,65.71111111111111,716.6703703703703,141.7037037037037,54.81481481481482,454.120987654321,0.9009352063941299,0.04530644155960352,315.5740740740741,0.6961916864285145,0.15727116714736186,509.0074074074073,0.9733239225903456,0.011742602298821056,0.855701879883778,-0.2248198348564374,,0.5946374111062258,-0.7499178628568006,down-regulated,0.9591245664356647,-0.06020989725764829,
XP_005250580.1,0.0,382.9,128.5,0.0,404.8,134.8,0.0,180.7,52.1,0.0,386.1,129.1,0.0,278.3,83.8,0.0,424.8,133.6,0.0,282.6,73.6,0.0,387.5,113.5,0.0,110.8,33.3,0.0,289.10740740740744,140.94074074074075,0.0,321.7851851851852,150.40740740740742,0.0,194.93703703703704,85.30740740740741,0.0,286.8111111111112,149.27037037037033,0.0,207.7962962962963,93.0185185185185,0.0,311.2185185185186,151.5,0.0,271.2703703703704,97.2444444444444,0.0,359.3666666666668,152.74074074074073,0.0,114.13333333333334,61.88148148148147,157.39753086419753,0.9159451900313125,0.038130513645624836,93.41481481481482,0.6495316354311917,0.18739969176783924,145.36049382716052,0.9871729271880219,0.005606763495267838,1.0979993626897935,0.13487721696192645,,0.6516582983817487,-0.6178124194708846,down-regulated,1.0140294368416973,0.020099533770356667,
XP_005266964.1,822.3,251.1,0.0,794.4,236.2,0.0,757.0,197.9,0.0,1048.2,255.8,0.0,1057.5,300.8,0.0,1342.3,288.8,0.0,931.6,278.7,0.0,922.5,214.1,0.0,687.0,256.6,0.0,762.7962962962963,169.84074074074073,0.0,767.8703703703702,170.22962962962967,0.0,1118.1185185185186,214.83703703703705,0.0,965.9592592592592,173.52222222222224,0.0,1025.9592592592596,225.38148148148144,0.0,1292.7074074074071,199.90740740740745,0.0,1094.874074074074,267.87777777777774,0.0,1075.348148148148,175.83333333333337,0.0,999.1222222222224,326.14444444444445,0.0,312.7,0.9958378776110662,0.0018113589556952537,444.3185185185186,0.7650977628037511,0.1162830679398521,379.8271604938271,0.8641663297046553,0.06340265900180932,1.0058575445173383,0.008425996623398968,,1.4292329197973093,0.5152410492914608,up-regulated,1.2217845059012276,0.2889898500641088,
NP_001311404.1,940.1,0.0,42.6,870.6,0.0,35.9,422.8,0.0,25.2,932.8,0.0,42.6,1081.5,0.0,49.7,889.9,0.0,53.3,603.9,0.0,34.2,630.3,0.0,26.2,333.8,0.0,26.9,874.6407407407409,0.0,58.629629629629626,848.125925925926,0.0,53.25185185185186,588.6148148148148,0.0,50.6074074074074,862.1814814814815,0.0,60.43333333333334,1060.540740740741,0.0,62.8,824.6851851851851,0.0,74.48518518518519,715.3037037037038,0.0,56.4,703.0444444444445,0.0,51.03333333333334,495.1888888888889,0.0,54.08148148148147,300.4592592592593,0.9797460605684656,0.008886474087998945,213.0740740740741,0.7890486043256222,0.1028962440145712,307.53827160493825,0.9932749242975043,0.0029305283626467264,0.9658270597619679,-0.05016321054689926,,0.6849271577844537,-0.5459775297208656,down-regulated,0.9885825631094158,-0.016566634836369054,
XP_005245370.1,0.0,1027.6,636.8,0.0,1035.4,582.7,0.0,445.8,319.5,0.0,1024.8,583.7,0.0,747.0,426.4,0.0,907.8,606.8,0.0,618.6,435.9,0.0,608.3,564.1,0.0,403.6,425.6,0.0,834.5111111111111,585.4888888888888,0.0,868.7185185185184,563.3074074074075,0.0,563.3074074074075,422.8962962962963,0.0,826.2407407407404,550.9333333333333,0.0,660.6666666666669,397.3333333333333,0.0,699.4925925925926,566.6296296296296,0.0,644.0333333333335,477.4,0.0,578.3777777777777,610.3148148148148,0.0,519.074074074074,537.1814814814816,477.341975308642,0.9915279966748606,0.0036950185945890737,328.7345679012346,0.6578171768669947,0.1818947904441877,459.05802469135796,0.9691275383438576,0.013619065514594741,1.0084689619196663,0.012166682192171036,,0.694509650495566,-0.5259333537039288,down-regulated,0.9698408972352633,-0.04418000284166362,
NP_079087.3,0.0,632.2,88.5,0.0,587.5,90.0,0.0,273.4,47.8,0.0,618.1,95.3,0.0,469.1,86.5,0.0,488.0,90.9,0.0,408.8,54.8,0.0,435.5,60.6,0.0,240.0,55.5,0.0,492.3777777777776,97.2444444444444,0.0,488.92222222222233,105.75185185185184,0.0,319.2444444444444,77.04074074074073,0.0,490.7333333333332,111.66296296296296,0.0,388.4962962962964,95.79259259259258,0.0,362.2481481481481,113.57037037037036,0.0,417.7074074074074,79.77037037037037,0.0,414.91481481481486,91.0148148148148,0.0,295.9777777777777,90.22592592592592,198.22469135802473,0.9940282827670731,0.002601258585656186,132.09506172839505,0.7395805997960099,0.13101448949778155,200.7987654320987,0.9849004225439368,0.006607676229075683,1.0085679468335034,0.012308281033333044,,0.67210015201196,-0.5732518647924613,down-regulated,1.0216648450357415,0.03092200086839658,
NP_001014831.1,902.9,0.0,394.9,651.1,0.0,358.7,202.9,0.0,329.1,757.9,0.0,370.9,587.0,0.0,444.1,473.5,0.0,356.2,483.4,0.0,389.0,381.4,0.0,345.5,201.3,0.0,380.9,845.0666666666667,0.0,372.9962962962963,626.474074074074,0.0,356.67037037037045,290.7222222222222,0.0,431.2851851851852,686.0333333333333,0.0,368.2222222222223,558.1296296296296,0.0,414.91481481481486,450.8370370370369,0.0,356.67037037037045,562.3814814814815,0.0,433.2000000000001,432.4037037037037,0.0,401.67777777777775,304.25925925925924,0.0,486.4333333333335,327.7148148148148,0.8107274677687877,0.09112511266382492,240.6691358024691,0.590640404943313,0.22867684683300774,351.4185185185185,0.8710469429576225,0.05995843911622418,0.8071376228802866,-0.3091134103322514,,0.5927504811829345,-0.7545031660287479,down-regulated,0.8655181116344408,-0.2083640854724587,
NP_443183.1,1057.7,0.0,76.4,1019.0,0.0,67.5,420.4,0.0,68.2,1073.5,0.0,56.9,912.3,0.0,86.2,952.6,0.0,53.8,611.2,0.0,61.1,638.3,0.0,54.3,310.5,0.0,58.4,978.5888888888888,0.0,90.22592592592592,974.1037037037038,0.0,85.78148148148149,582.1370370370371,0.0,103.97037037037036,988.2592592592592,0.0,73.17407407407407,860.4851851851852,0.0,95.42962962962964,906.4185185185185,0.0,75.5185185185185,722.1185185185184,0.0,85.30740740740741,708.8074074074073,0.0,80.97777777777776,463.0666666666667,0.0,93.78888888888888,353.29506172839507,0.9949376565995416,0.002204131558862317,228.7024691358025,0.7452441474295817,0.12770142589448363,353.81111111111113,0.9958589594867022,0.001802165044165462,0.9916452976644259,-0.012103920655929247,,0.6419329128837759,-0.639505562815759,down-regulated,0.9930937694919953,-0.00999814914360826,
NP_077003.1,113.8,1258.0,3574.6,118.3,1400.4,2910.1,94.9,957.9,828.2,120.2,1008.6,2837.4,117.4,1362.6,1192.8,198.2,2259.0,1649.9,112.4,923.7,1169.8,128.1,1101.8,1057.9,100.6,904.9,548.4,112.54074074074076,1006.1444444444444,2972.096296296297,126.1,1215.4851851851852,2489.566666666666,132.24074074074076,1305.0888888888887,1030.1074074074074,122.96296296296296,817.2703703703703,2414.12962962963,120.31851851851852,1244.622222222222,1013.2851851851848,202.7555555555556,1813.537037037037,1412.6037037037042,135.3666666666667,1005.125925925926,1182.925925925926,155.2962962962963,1100.4925925925925,1120.2259259259258,154.69629629629628,1215.4851851851852,689.1407407407409,1277.0506172839505,0.9404810401304254,0.026649955296731167,822.479012345679,0.6006823027298233,0.22135516302517866,1118.120987654321,0.8323301098006962,0.07970439434486352,0.9365329996713475,-0.09459826472931561,,0.6031700906555026,-0.7293632033046646,down-regulated,0.8199809689536816,-0.2863376684673227,
NP_078930.4,41.1,40.8,163.4,34.9,42.9,148.5,44.1,53.1,197.5,36.4,41.2,154.9,60.3,69.6,271.0,43.7,45.7,163.4,36.8,41.5,164.5,31.7,33.5,136.0,33.2,49.6,205.0,49.27037037037036,11.996296296296295,173.52222222222224,44.948148148148135,13.5,164.2037037037037,66.11851851851851,31.13333333333333,261.2037037037037,47.10000000000001,12.911111111111111,169.00000000000003,66.92222222222222,27.65925925925926,259.02592592592595,56.88518518518518,13.292592592592593,182.16666666666663,54.08148148148147,14.929629629629629,198.97407407407405,48.87407407407407,12.344444444444443,175.19629629629625,58.629629629629626,33.77037037037037,281.95185185185187,74.21728395061727,0.9547683325563432,0.020101993963681727,119.48518518518517,0.6621682473252867,0.17903164862478654,76.33703703703705,0.9787729403268117,0.009318045888694917,0.9483065953654188,-0.07657452510760333,,1.52671430599593,0.6104301159100789,up-regulated,0.9753916047513135,-0.035946539814966094,
