Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample,s1_avg,p_value_s1,minus_log10_pvalues1,s2_avg,p_value_s2,minus_log10_pvalues2,s3_avg,p_value_s3,minus_log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s2,log2_fc_s2,expression_s2,fold_change_s3,log2_fc_s3,expression_s3
NP_008835.5,11414.0,19681.0,10169.1,11549.2,19889.7,10528.4,10957.3,18174.7,11998.4,12807.2,22368.7,11691.9,19224.8,31914.1,21189.3,15390.3,30081.1,14304.3,11477.1,19000.3,13571.4,12967.5,23396.0,14203.7,11752.0,19237.1,14075.8,11284.896296296294,15225.14074074074,8231.518518518518,11891.129629629628,16267.788888888888,9065.022222222224,19983.77407407407,25936.725925925926,15047.896296296296,12448.87777777778,17091.14814814815,9895.422222222223,22736.351851851847,31427.98888888888,18645.27037037037,15532.4,22736.351851851847,11284.896296296294,15047.896296296296,19983.77407407407,13211.859259259258,16906.51111111111,23214.166666666668,14405.851851851852,19983.77407407407,25280.94444444444,16715.466666666664,12407.980246913581,0.7905064715412895,0.10209457033244641,20322.7987654321,0.09102540574973302,1.040837376503029,13145.14938271605,0.6206708544358698,0.20713864780754898,1.071452908353962,0.0995684432228763,,1.7549126779542485,0.81139924579104,up-regulated,1.1351088780433722,0.1828306854277786,
NP_004095.4,7384.0,5818.4,9925.7,7838.2,5792.7,10344.6,7646.8,5278.8,9083.6,8575.6,6471.6,10770.4,12235.0,9025.2,15611.6,10066.2,7386.1,10624.5,7362.8,5251.0,9703.2,7747.6,5635.7,9242.9,6068.6,4088.9,7520.8,7590.218518518518,4433.577777777778,8122.807407407409,8446.27777777778,4716.077777777777,8741.981481481482,12597.355555555558,7211.133333333333,11535.962962962964,8705.296296296296,4952.555555555556,8869.937037037036,13979.385185185189,8009.399999999999,13009.448148148149,10191.1,5770.84074074074,8546.207407407408,9493.38148148148,5604.099999999999,9363.34814814815,9825.877777777776,5687.492592592591,9138.94074074074,9951.76296296296,5604.099999999999,8638.14074074074,7301.445679012347,0.7525368051993667,0.12347225466554412,10448.15061728395,0.14522498524275634,0.8379586589831836,7509.262962962962,0.6688711957738116,0.17465750607433594,1.0872471290538264,0.120679899277699,,1.5558181573844905,0.6376734492892384,up-regulated,1.1181928835353736,0.16116906842993275,
NP_001367.2,7285.8,7535.1,9814.2,7055.8,7273.6,10177.7,6425.4,5764.2,9439.1,8075.6,8408.8,11533.4,9721.3,9067.9,15158.7,9095.8,9364.5,13868.5,7709.2,7013.1,11666.5,8256.0,8155.6,12768.6,7398.1,6209.7,11901.2,7424.548148148148,5799.151851851852,8049.97777777778,7694.411111111109,5916.174074074074,8446.27777777778,10859.388888888889,7763.337037037038,12005.422222222223,8384.655555555555,6545.074074074074,9825.877777777776,10919.125925925924,8049.97777777778,12691.822222222225,9446.362962962963,7447.74074074074,10859.388888888889,10092.37037037037,7310.07037037037,11786.6,10582.070370370371,8122.807407407409,13286.466666666667,12370.644444444442,8506.751851851852,13396.937037037038,7352.287654320989,0.8082643351489458,0.09244658412330309,10209.382716049384,0.11672512163203501,0.932835664845483,8251.869135802468,0.3803910307400859,0.41976973186609273,1.0368147526425022,0.05215815131815887,,1.4397204126191068,0.5257886738268378,up-regulated,1.1636731394543731,0.21868588100430258,
NP_004492.2,1045.9,3848.4,2445.9,763.5,2761.1,1990.7,324.6,1362.6,806.0,979.6,3673.4,2477.8,665.5,2491.9,1732.9,628.9,2504.4,1713.4,476.9,1850.8,1222.3,416.5,1603.2,1008.4,215.8,862.0,574.7,964.6000000000004,3036.2481481481486,2063.6074074074068,733.9074074074073,2339.22962962963,1704.1148148148147,457.73703703703694,1834.6444444444448,1000.651851851852,913.7370370370372,2894.7000000000003,2107.7666666666664,635.9703703703706,2211.840740740741,1459.148148148148,592.0333333333334,2047.8185185185189,1456.662962962963,553.4740740740742,2001.177777777778,1225.4444444444443,469.7962962962963,1643.1407407407405,1076.6703703703704,323.6666666666666,1152.5777777777778,726.7370370370371,1592.4172839506173,0.6037153272763038,0.21916779802921457,1097.677777777778,0.27801119176073547,0.5559377205492075,1972.0679012345681,0.955408905175857,0.019810715061550212,0.7877462054240769,-0.3441971950943115,,0.5430056009424681,-0.8809610158075429,down-regulated,0.9755539717467233,-0.035706403890679465,
NP_001275582.1,3780.4,9501.4,10818.5,3925.1,9600.5,11156.6,3637.8,8210.5,10222.9,4316.1,10639.4,12389.2,6043.3,13925.5,17177.5,6074.5,13403.8,16389.6,4416.7,10518.9,13275.2,5227.8,12001.9,14277.4,4298.8,9802.3,12272.7,3760.459259259259,7266.8,8772.72222222222,3981.4851851851854,7619.992592592595,9493.38148148148,6366.637037037038,11063.4,13009.448148148149,4197.762962962964,8122.807407407409,10531.31851851852,7028.177777777777,12448.87777777778,14535.344444444445,6568.314814814814,10280.040740740742,13505.418518518518,6106.618518518518,10859.388888888889,13106.362962962963,6873.329629629629,11891.129629629628,14658.714814814814,7399.859259259258,12914.61851851852,13979.385185185189,7031.61975308642,0.8538372682567299,0.06862489304927398,10146.495061728396,0.22929520983605312,0.6396050179412317,7617.2962962962965,0.6906765857251619,0.16072526654013916,1.0653979287298248,0.0913923812302895,,1.537349174475472,0.6204448781528257,up-regulated,1.1541368819087934,0.20681433935595672,
NP_006420.1,4377.0,9693.8,8917.6,4353.9,9199.3,8729.1,3733.2,7964.7,7429.9,4497.0,9860.3,9063.4,5348.1,11593.0,11008.3,4798.0,11448.2,9811.8,4488.9,9215.9,9377.7,4066.0,8619.7,7616.2,3836.8,8114.3,7566.2,4238.966666666667,7424.548148148148,7068.866666666668,4389.5370370370365,7424.548148148148,7154.296296296296,6568.314814814814,10859.388888888889,9363.34814814815,4433.577777777778,7619.992592592595,7399.859259259258,6106.618518518518,10141.485185185184,9298.93703703704,4938.355555555556,9097.885185185189,7840.296296296296,6267.996296296296,9715.225925925928,8915.562962962962,5184.025925925927,8705.296296296296,7266.8,6668.092592592591,10919.125925925924,8676.411111111112,6322.7938271604935,0.9578474451700432,0.018703654801017083,8930.35061728395,0.17424004000271323,0.7588520378812547,6484.476543209877,0.8754736981681663,0.057756896881522066,1.0125985049062396,0.018062259234007533,,1.4301999923681372,0.5162169007264584,up-regulated,1.0384920704749134,0.05449020036147811,
NP_001091.1,3266.3,612.9,109.5,2902.5,518.4,96.0,2806.1,536.6,90.3,2965.9,546.9,97.4,4276.6,808.7,118.0,2748.3,512.2,75.1,3903.0,721.7,106.8,2519.6,480.7,89.6,2526.9,475.0,80.1,3189.0999999999995,481.237037037037,116.94074074074072,2955.05925925926,415.8111111111111,111.66296296296296,4692.474074074074,689.1407407407409,134.91481481481486,2927.933333333334,424.66296296296287,115.98888888888888,4807.503703703704,701.4851851851853,129.3481481481481,2723.58888888889,377.8481481481481,98.56666666666668,5232.37037037037,765.0814814814813,139.64814814814815,3079.6703703703706,458.6703703703704,125.60370370370372,4230.103703703704,607.5555555555555,125.60370370370372,1160.8444444444447,0.9425236720302093,0.02570773342668707,1838.8432098765434,0.7582216696032154,0.12020380780905736,1156.1950617283953,0.9395651905854681,0.027073081524792077,0.9195346995056551,-0.12102407777035344,,1.4565949352852876,0.5425997338859796,up-regulated,0.9158518040417971,-0.1268139232800922,
NP_005312.1,21343.9,26155.4,44514.9,19020.1,24513.3,42812.7,6610.8,9324.0,14171.0,21851.0,26327.4,38455.2,10068.2,14169.7,22817.0,14132.8,19575.3,30288.3,10103.1,13803.2,21112.0,8710.9,11799.2,18945.4,4956.9,7181.6,11245.6,22165.59259259259,20582.581481481488,34595.76666666667,22165.59259259259,20302.09259259259,33355.5,11443.370370370372,12597.355555555558,18645.27037037037,23214.166666666668,20582.581481481488,28113.70740740741,11443.370370370372,12691.822222222225,19687.366666666665,14238.985185185187,15047.896296296296,23214.166666666668,13211.859259259258,14134.866666666669,20582.581481481488,11214.114814814817,11612.370370370372,18178.16296296296,8093.292592592596,9715.225925925928,13009.448148148149,25274.395061728395,0.9369719962281546,0.028273388904460153,14228.665432098767,0.10365187898165297,0.9844228206905544,23970.151851851853,0.7392228912107344,0.13122459296141176,0.9803377544382801,-0.02864921024816878,,0.5518983890332284,-0.857525420514058,down-regulated,0.9297490516626455,-0.105086723587928,
NP_005310.1,6005.3,12467.9,19903.2,5663.2,11806.4,18280.4,2481.0,4598.4,4968.4,5706.9,12010.8,20764.4,3680.5,7166.9,7253.6,4547.2,8642.4,12196.3,3073.7,5992.0,8816.8,2638.1,4873.5,6488.4,1759.2,3086.4,3708.4,6017.962962962963,9363.34814814815,16267.788888888888,5975.988888888887,9446.362962962963,16050.625925925924,4001.466666666666,6205.222222222223,6081.322222222224,5799.151851851852,9138.94074074074,16715.466666666664,3990.577777777778,6419.066666666667,5938.596296296297,4565.111111111111,6715.548148148147,9667.033333333333,3856.266666666667,6366.637037037038,8273.57037037037,3278.22962962963,4861.762962962962,6366.637037037038,2774.644444444444,4257.5888888888885,4289.992592592593,10490.99259259259,0.9895755140889553,0.004551059364803047,5429.337037037037,0.22792207181629934,0.6422136160049046,10551.186419753085,0.9997478462301425,0.00010952279971402578,0.9944351585914851,-0.008050790623972643,,0.5146437374557605,-0.9583540238841413,down-regulated,1.0001408968741372,0.00020325690279961132,
XP_005270945.1,8032.3,28967.9,8227.4,6678.0,23632.4,7812.2,3167.2,10817.7,4442.9,7370.7,26829.9,7902.2,5019.9,16510.7,6294.9,4965.1,17224.7,6428.3,3863.1,13128.5,4791.1,3725.5,12054.2,4379.4,2238.9,7212.0,3294.5,8346.277777777777,21760.211111111115,6439.148148148148,7310.07037037037,18645.27037037037,6366.637037037038,5623.707407407408,14535.344444444445,5502.2962962962965,7801.118518518519,21350.11111111112,6267.996296296296,5671.3,14535.344444444445,5232.37037037037,5156.37037037037,13505.418518518518,5349.488888888888,5087.918518518518,13106.362962962963,4822.444444444444,4656.629629629631,12005.422222222223,4453.929629629629,3596.922222222222,9895.422222222223,3789.5592592592593,10773.992592592593,0.8326802733297958,0.07952172390360439,8553.782716049382,0.5636624401208145,0.24898090360759126,11806.408641975313,0.9585988332623013,0.018363103935982155,0.8844278113149646,-0.17718370268740177,,0.7021726867735743,-0.5101022157616729,down-regulated,0.9691779593287827,-0.045166498939032455,
NP_037506.2,3741.7,5308.7,10539.6,3916.6,5156.1,10498.8,3919.2,4005.4,9570.2,4000.3,5487.0,10798.5,6567.5,6059.0,13863.4,6432.1,5726.9,12708.3,4994.3,5106.5,12164.3,5467.7,5585.9,11754.3,5575.6,4582.2,12490.4,3726.944444444444,4153.492592592593,8638.14074074074,3966.7148148148153,4238.966666666667,9027.307407407408,6873.329629629629,5424.751851851853,12274.696296296292,3927.4703703703694,4333.892592592593,8984.17037037037,7540.4740740740735,5271.951851851853,11692.21111111111,7154.296296296296,4375.625925925926,9996.740740740745,6715.548148148147,5424.751851851853,12274.696296296292,7367.788888888891,5640.081481481482,12370.644444444442,9138.94074074074,6246.12962962963,14658.714814814814,5744.329629629629,0.9216249966935282,0.03544575464694356,8190.925925925924,0.3658434986823702,0.4367046583057537,5748.511111111111,0.9197110131886516,0.03634861297321653,1.043248947985837,0.06108346578570192,,1.4875843494731855,0.5729714748854772,up-regulated,1.0440083623018392,0.06213326765787179,
NP_005313.1,9367.6,11044.6,39754.6,10256.8,9804.5,35916.7,4452.1,4476.6,13159.5,9550.2,9955.4,36295.9,7429.8,6383.6,19926.1,10323.6,7058.6,23756.7,5463.0,5426.8,18114.5,5262.2,5128.6,14868.1,4053.3,3260.9,9408.7,9526.155555555551,8446.27777777778,27558.16666666667,10792.688888888888,7801.118518518519,26756.71481481481,7801.118518518519,5952.922222222221,16906.51111111111,9715.225925925928,7694.411111111109,25936.725925925926,8546.207407407408,5738.666666666667,17657.90740740741,10582.070370370371,5424.751851851853,18848.31481481481,7367.788888888891,5725.418518518519,17305.181481481482,6936.99259259259,5156.37037037037,15047.896296296296,6988.133333333333,4513.670370370372,10582.070370370371,15116.840740740741,0.9947331936521948,0.002293389669154994,10220.183950617284,0.531909654221208,0.27416212711324606,14448.787654320986,0.9356552188971488,0.0288841556586605,0.9960449065512472,-0.00571730741496852,,0.6734053988274226,-0.5704528072972019,down-regulated,0.9520270535192366,-0.07092552406056868,
NP_001741.4,9303.3,9476.4,4092.8,8121.6,8218.3,4028.2,3984.6,3149.7,1971.5,8950.6,8941.0,3951.7,5844.3,5264.6,2802.1,7091.6,6023.6,3400.7,5781.5,5664.9,2943.5,6178.2,5727.2,2888.3,4254.2,3708.5,2458.9,9446.362962962963,7241.944444444444,3426.0259259259246,8741.981481481482,6693.285185185186,3435.214814814816,7051.122222222221,4333.892592592593,2477.0629629629625,9138.94074074074,6902.855555555556,3369.1888888888884,6740.281481481483,4716.077777777777,2404.1666666666674,7619.992592592595,4617.733333333334,2871.929629629629,7694.411111111109,6081.322222222224,2904.7370370370368,8122.807407407409,5770.84074074074,2942.640740740741,7367.788888888891,5104.577777777777,2865.792592592593,6290.16049382716,0.8681590544136785,0.06140070094552663,4620.6925925925925,0.4015650772294298,0.39624406335814105,6470.328395061729,0.9278403862570695,0.032526727800378887,0.9381609208101096,-0.09209268841254337,,0.689164167067155,-0.5370804039722862,down-regulated,0.965032490190338,-0.051350579815022945,
NP_000810.1,6396.4,2383.4,2851.9,6297.9,2466.0,2863.3,6107.5,1950.8,2283.8,7084.5,2751.2,3117.2,9581.2,3469.3,3739.4,10005.1,3780.8,4168.9,7009.7,2396.9,2600.9,7006.5,2684.5,2891.8,5917.3,1770.1,2158.5,6461.914814814815,1916.9370370370368,2399.211111111111,6740.281481481483,2072.459259259259,2441.7777777777783,10191.1,2684.759259259258,2808.4555555555544,7310.07037037037,2242.955555555556,2660.385185185185,10792.688888888888,3079.6703703703706,3092.3666666666663,10141.485185185184,3022.551851851852,3508.322222222222,8915.562962962962,2549.281481481481,2583.2851851851856,8869.937037037036,2684.759259259258,2961.5296296296297,9574.362962962963,2394.9666666666662,2477.0629629629625,3751.5061728395062,0.9427797257811159,0.025589765430764265,5228.104938271604,0.6062274286046268,0.21736441798134296,4071.137037037037,0.8365340046748849,0.0775164004965649,1.04420604678158,0.062406418171721295,,1.4552071989847688,0.5412245852061708,up-regulated,1.1331731084778855,0.18036827039559833,
NP_001028886.1,1664.2,422.7,0.0,1423.7,407.2,0.0,701.5,188.7,0.0,1530.3,428.5,0.0,1074.1,310.5,0.0,1164.2,392.9,0.0,760.0,249.2,0.0,834.8,311.3,0.0,425.7,164.8,0.0,1531.325925925926,315.1592592592592,0.0,1378.6481481481478,324.4222222222222,0.0,1002.1777777777776,204.1703703703704,0.0,1424.737037037037,318.2037037037037,0.0,1044.4814814814818,233.94074074074072,0.0,1124.2888888888888,281.2296296296297,0.0,879.637037037037,232.3,0.0,939.1296296296294,281.95185185185187,0.0,635.9703703703706,188.4962962962963,0.0,567.69012345679,0.9427878222774222,0.025586035769981533,402.116049382716,0.7245739647177782,0.139917275024835,580.9802469135802,0.9593328992392108,0.018030661635467307,0.9223309149916457,-0.11664363949912954,,0.6533213252004308,-0.6141353630638315,down-regulated,0.9439234902748164,-0.08325816821805863,
NP_054733.2,5026.6,7069.5,2791.5,5277.8,6656.5,2801.3,4185.8,5424.4,2820.7,5465.3,7844.6,3134.9,7135.1,9006.9,4502.7,6391.4,8875.9,4050.0,4769.2,6445.2,2987.3,5075.6,6772.4,3016.7,4059.8,4962.8,2848.4,4885.837037037036,5314.681481481482,2343.692592592592,5525.759259259259,5314.681481481482,2399.211111111111,7367.788888888891,7367.788888888891,3496.8629629629627,5458.003703703705,6081.322222222224,2689.603703703703,8273.57037037037,7889.837037037036,3806.359259259259,7068.866666666668,7068.866666666668,3385.485185185185,6439.148148148148,6759.333333333335,2942.640740740741,6615.1407407407405,6813.248148148146,3062.133333333333,7051.122222222221,6715.548148148147,3339.688888888888,4413.2172839506175,0.8739177133057564,0.05852945791438929,6077.480246913582,0.3048383928022794,0.5159303367676641,4742.976543209877,0.7081261365124313,0.1498893757677347,1.0554391770499423,0.07784344131247306,,1.4534545520037727,0.5394859606218078,up-regulated,1.1343024685726366,0.18180539488707795,
NP_004332.2,3313.5,3514.4,2395.5,3396.6,3594.9,2581.7,3166.2,2939.0,2013.1,3787.7,3974.7,2589.9,5157.9,4983.2,3153.5,5078.6,5395.3,3250.7,3564.2,3353.7,2154.2,3896.1,3912.9,2302.6,3088.7,2726.7,1827.7,3218.3037037037043,2768.0407407407406,2031.6703703703704,3459.3592592592595,2961.5296296296297,2211.840740740741,5604.099999999999,4028.1259259259264,2531.325925925926,3726.944444444444,3130.4555555555557,2197.6666666666665,5821.337037037036,4422.592592592592,2689.603703703703,5296.407407407408,4144.048148148148,2747.481481481482,4617.733333333334,3541.592592592593,2146.448148148148,4895.937037037038,3990.577777777778,2343.692592592592,5258.570370370369,3779.514814814814,2096.633333333333,2877.5765432098765,0.7035783302849435,0.15268754497153855,4054.5172839506176,0.25597409899133095,0.5918039770093438,3018.3555555555554,0.5747077686338529,0.24055293223464957,1.0766667097794596,0.106571721967652,,1.5170278594867854,0.6012475802285618,up-regulated,1.1293402264530241,0.17548017970979773,
NP_002152.2,3946.5,4401.8,630.2,4243.3,4527.8,651.1,4060.0,3848.4,736.4,4368.8,5011.1,651.2,6810.8,6958.3,1166.3,5445.0,6224.5,650.4,4797.3,4972.3,878.8,5366.6,5761.9,811.8,4780.1,4146.3,865.5,3893.040740740741,3418.6000000000004,578.3777777777777,4279.085185185185,3675.5962962962953,616.2555555555556,7175.188888888889,5232.37037037037,913.7370370370372,4279.085185185185,3902.0,611.6703703703703,7727.314814814816,6246.12962962963,997.9370370370372,5799.151851851852,4796.666666666667,610.3148148148148,6523.874074074073,5245.085185185185,920.3629629629628,7175.188888888889,5821.337037037036,876.9148148148148,7973.603703703706,5671.3,1046.5444444444445,2856.9790123456787,0.8896688380006366,0.050771620987744036,4440.432098765432,0.45335840716696363,0.34355832621756954,2930.9185185185183,0.8563911711794951,0.06732781864031703,1.0863012573316966,0.11942425248600802,,1.688373261105804,0.7556338865193981,up-regulated,1.1144150720202035,0.15628667505984503,
NP_001309294.1,5643.5,3261.5,3659.5,5832.6,3200.8,3759.4,4869.2,2618.0,3404.6,6086.5,3367.9,3875.0,7526.7,3852.4,5458.6,6309.5,3663.9,4262.6,5504.2,2956.7,3967.6,6691.2,3502.7,4532.5,6878.7,3592.5,5127.9,5623.707407407408,2617.874074074074,3062.133333333333,6161.466666666667,2660.385185185185,3232.696296296297,8638.14074074074,3541.592592592593,4247.896296296297,6140.907407407409,2660.385185185185,3301.607407407407,8596.366666666665,3435.214814814816,4589.485185185186,6902.855555555556,2899.6333333333337,3588.462962962963,7424.548148148148,3116.003703703704,3911.425925925927,8596.366666666665,3521.2518518518523,4576.366666666667,11063.4,4978.333333333332,5725.418518518519,4018.182716049383,0.8699958361248746,0.060482825947263924,5475.876543209877,0.4192652827666064,0.3775110978328219,4034.3000000000006,0.8606332009223876,0.06518190401309529,1.066423591326745,0.09278060106244167,,1.4532947706801076,0.5393273533957139,up-regulated,1.0707011100578867,0.09855580294705626,
NP_001072993.1,2891.4,7442.1,11398.8,2850.0,7829.1,12035.7,2683.9,6795.0,10711.2,2906.2,6727.3,10034.4,3856.7,11061.7,16815.9,3799.4,12486.5,17975.6,2847.5,6482.6,9286.1,2557.5,6553.7,9578.0,2372.1,5613.3,9293.9,2789.637037037037,5687.492592592591,9363.34814814815,2871.929629629629,6341.822222222221,10402.129629629628,4375.625925925926,8984.17037037037,13594.8,2860.7333333333336,5121.718518518517,8384.655555555555,4206.3814814814805,9773.148148148148,14134.866666666669,3865.707407407407,9715.225925925928,14791.448148148149,3572.266666666666,6813.248148148146,8816.970370370369,3142.896296296296,6587.044444444444,9363.34814814815,3806.359259259259,7619.992592592595,10402.129629629628,6538.627160493826,0.8479230383625617,0.0716435646433749,8984.865432098764,0.41069910392541414,0.3864762447009435,5455.702469135802,0.8533862735910138,0.06885434688990277,1.099515479675951,0.13686791551122854,,1.5108674012010557,0.5953770502949536,up-regulated,0.9174141865076275,-0.1243548780648769,
NP_055752.1,3754.8,2092.7,4759.3,3858.1,2130.5,4937.0,3637.3,1873.9,4291.4,4275.3,2518.3,5058.4,5914.2,3301.3,7698.3,5572.2,3427.3,6550.6,5040.4,2802.0,6635.2,6091.7,3707.2,7551.0,4841.6,2595.8,6154.5,3735.4555555555553,1694.3888888888887,3911.425925925927,3893.040740740741,1825.6,4167.403703703703,6341.822222222221,2531.325925925926,5285.429629629629,4153.492592592593,2031.6703703703704,4221.799999999999,6936.99259259259,2998.155555555556,6341.822222222221,5952.922222222221,2694.9148148148147,5390.477777777779,6791.14814814815,2932.0444444444447,6366.637037037038,8093.292592592596,3760.459259259259,7211.133333333333,8049.97777777778,3596.922222222222,6902.855555555556,3295.348148148148,0.8681207414472654,0.061419867337879894,4719.525925925926,0.3085001555043909,0.5107446127176702,3468.987654320988,0.7431585592652388,0.12891851589307465,1.058319056453183,0.08177462912605257,,1.5157015284224566,0.5999856863195915,up-regulated,1.1140843322523746,0.1558584437348017,
NP_001188267.1,3507.7,13131.1,5661.8,2498.2,11122.0,4764.0,1147.2,5406.5,2483.6,3091.8,11380.3,4977.7,1858.9,8546.8,4005.9,2151.6,9360.2,3986.9,1472.9,6413.3,2895.2,1468.2,6439.8,2877.3,839.2,4503.6,2059.0,3479.396296296297,9773.148148148148,4565.111111111111,2521.0592592592598,8915.562962962962,4011.562962962964,1799.0074074074078,7340.725925925925,3079.6703703703706,3055.548148148148,8705.296296296296,4167.403703703703,1939.303703703704,7504.61111111111,3411.5000000000005,2079.5851851851853,7424.548148148148,3332.9925925925927,1799.0074074074078,6668.092592592591,2865.792592592593,1746.6074074074074,6439.148148148148,2932.0444444444447,1261.7185185185183,6125.562962962962,2350.5999999999995,5149.395061728395,0.7874229345413836,0.10379194006685406,4073.134567901235,0.5080147482822337,0.29412367943927586,5309.416049382716,0.8206538907041216,0.0858399671802836,0.8670155923161527,-0.20587015593285327,,0.6858031162182664,-0.5441336351422124,down-regulated,0.893958697230608,-0.16171991747998285,
NP_001092755.1,13512.2,22160.8,4055.8,12262.1,21107.3,4094.3,3973.5,8450.3,1260.7,13887.0,23713.9,4086.6,7371.8,13951.7,2366.5,7201.7,15495.8,2301.9,6137.7,11111.4,1753.3,5300.3,10360.5,1376.3,2614.6,5849.9,789.1,12914.61851851852,16906.51111111111,3405.025925925926,12448.87777777778,17305.181481481482,3521.2518518518523,7028.177777777777,11443.370370370372,1526.414814814815,13742.78888888889,18178.16296296296,3459.3592592592595,8506.751851851852,12521.874074074076,2019.6592592592597,7658.729629629629,12203.95185185185,1970.959259259259,8231.518518518518,11612.370370370372,1750.666666666667,7028.177777777777,10191.1,1414.9962962962964,4399.592592592594,8049.97777777778,963.0703703703704,11091.770370370372,0.9978387394012387,0.0009396393208716879,6665.9876543209875,0.42616297645310364,0.37042428296659924,11793.437037037038,0.9093401554468599,0.04127363052941588,1.0014794235063809,0.002132779702529987,,0.6018741147926521,-0.7324663237758181,down-regulated,1.0648331267803075,0.09062735906178915,
XP_005263532.2,541.7,314.5,2595.1,544.1,295.7,2588.6,509.8,285.4,2526.5,568.7,315.9,2741.7,825.6,380.5,3765.3,614.4,339.1,3524.4,526.2,255.7,2551.5,523.2,259.1,2478.4,406.9,239.1,2381.9,487.6703703703704,220.86666666666665,2190.3111111111107,509.6259259259259,220.86666666666665,2219.5185185185182,736.3407407407408,337.3444444444445,3122.888888888888,521.1888888888889,223.48888888888888,2322.4629629629635,787.3703703703702,299.0962962962964,3135.818518518519,579.2037037037035,240.6407407407407,2979.466666666668,618.7518518518519,236.65925925925927,2545.1185185185186,576.237037037037,222.8037037037037,2521.0592592592598,601.9444444444446,293.73703703703706,2780.9,983.337037037037,0.9854199112620601,0.006378666676619918,1398.8580246913577,0.7078607843190889,0.15005214703769928,1022.3802469135804,0.9533128899493439,0.02076453474871866,1.017649411196529,0.02524062640075432,,1.4476695085787585,0.5337322842201709,up-regulated,1.0580549873576865,0.0814146065888116,
NP_002096.1,1979.6,2500.9,5561.1,1719.9,2354.5,5329.6,735.2,1236.6,2482.7,1799.9,2433.9,4985.0,1410.5,1813.5,3480.4,1401.9,2569.4,5287.3,1028.2,1498.8,3091.3,1030.4,1642.6,3115.5,637.3,1056.7,2338.5,1878.1777777777784,2026.622222222222,4522.774074074074,1680.3555555555552,1991.259259259259,4422.592592592592,1067.5444444444445,1671.5592592592598,3071.6888888888884,1683.5407407407404,1945.3222222222216,4187.696296296297,1431.4407407407407,1643.1407407407405,2942.640740740741,1373.1185185185184,2092.940740740741,4362.166666666665,1225.4444444444443,1645.9222222222224,3047.1925925925925,1190.737037037037,1687.4037037037033,3161.9629629629635,939.1296296296294,1433.9666666666667,2702.3,2698.0691358024687,0.9317843765773005,0.030684575732776016,1936.9308641975306,0.4555327797435907,0.3414803661124099,2605.5197530864198,0.8702384189069379,0.060361747576311776,0.9604433418518136,-0.0582275854633678,,0.6894976586997269,-0.5363824420429988,down-regulated,0.9274981377269063,-0.10858370985996384,
NP_054782.2,177.3,250.7,0.0,153.4,266.1,0.0,67.8,137.4,0.0,166.7,256.0,0.0,129.4,229.5,0.0,160.1,323.1,0.0,93.7,194.2,0.0,123.4,221.2,0.0,73.9,180.0,0.0,170.64444444444447,169.00000000000003,0.0,155.93333333333334,192.24814814814815,0.0,99.47777777777776,134.91481481481486,0.0,167.26296296296297,174.3296296296296,0.0,133.23333333333335,163.85185185185188,0.0,163.07777777777775,229.1740740740741,0.0,114.95555555555556,169.84074074074073,0.0,150.40740740740742,186.4,0.0,117.55555555555556,210.0851851851852,0.0,116.06049382716049,0.9739000716530952,0.01148560221383083,78.13086419753087,0.6430529139679553,0.19175328944156092,113.8641975308642,0.9939358002039691,0.0026416664252156313,1.0251352176568087,0.03581421702510984,,0.6901116636133647,-0.5350982786379731,down-regulated,1.005735845764634,0.00825143432062802,
