_GENE_SYMBOL_,Abundance R1 127N Sample,Abundance R2 127N Sample,Abundance R3 127N Sample,Abundance R1 127C Sample,Abundance R2 127C Sample,Abundance R3 127C Sample,Abundance R1 128N Sample,Abundance R2 128N Sample,Abundance R3 128N Sample,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,Accession,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,BL,s1_avg,p_value_s1,minus_log10_pvalues1,s2_avg,p_value_s2,minus_log10_pvalues2,s3_avg,p_value_s3,minus_log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s2,log2_fc_s2,expression_s2,fold_change_s3,log2_fc_s3,expression_s3
PRRC2C,2045.4,3657.8,2573.6,1136.6,2358.7,1501.0,2423.8,3777.3,2923.3,2400.0,3033.4,3859.2,2123.425,3277.4,2261.3,1855.95,3045.85,2090.35,2408.55,3355.483333333333,2485.975,2378.925,2519.8166666666666,3311.808333333334,XP_005245072.1,1915.5,2563.6,3538.7,2401.0,2865.1,4037.0,1371.0,1716.8,2719.7,1467.9,1832.8,2787.1,910.2,1168.1,2147.9,bla378,2554.041666666667,0.7154964197148846,0.14539253507256197,2330.7166666666667,0.4344967045608734,0.36201351310819285,2750.0027777777777,0.976523826982781,0.010317155549810901,0.9332048401142432,-0.09973430493483047,,0.8516055562660235,-0.23174273226097894,,1.0048058087866625,0.006916709592464436,
LDHA,5014.8,6243.9,6538.9,2964.0,5307.2,4133.1,5398.1,7097.3,7467.9,4655.0,7001.0,6523.6,5545.958333333333,5529.758333333334,5437.566666666667,5422.383333333332,6816.958333333333,5866.474999999999,5647.066666666667,5987.200000000001,6084.083333333333,4842.283333333333,5568.191666666667,5545.958333333333,NP_001158886.1,5143.2,6526.7,8108.0,4447.3,7119.4,8293.0,5303.0,6644.1,8640.8,5970.0,7342.9,8799.1,3791.8,5349.3,8561.0,bla379,5504.427777777778,0.5185952076755919,0.2851715008517858,6035.272222222222,0.22315987678273055,0.6513838870564119,5906.116666666666,0.1165925126543195,0.9333293382332677,1.0348981497536,0.04948879083986291,,1.1347032440415883,0.18231504260137416,,1.1104204573703815,0.15110605216689713,
HP1BP3,5596.6,12267.2,3448.9,2929.0,7041.2,1966.4,5922.6,13395.1,3805.2,6225.0,3833.5,14357.4,6129.083333333333,11130.116666666669,2981.3916666666664,5267.658333333334,8980.083333333332,2821.3000000000006,6320.733333333334,11855.875,3092.2416666666672,6616.516666666666,3155.1416666666664,12685.841666666664,NP_001358981.1,4616.9,2953.3,10819.9,4547.6,2917.6,9724.7,3987.0,2550.9,10165.4,4595.0,2978.0,10770.4,3336.2,2213.6,9055.2,bla380,6746.863888888889,0.8500355470614719,0.07056291243882819,5689.680555555555,0.6209640366447461,0.206933551416028,7089.616666666668,0.921648338441258,0.03543475552701448,0.9012842777097482,-0.1499458708068915,,0.7600597424765297,-0.39581527266382827,,0.9470711343649117,-0.07845530452494041,
SRSF1,6154.2,12056.4,11389.6,3247.0,8694.2,6925.9,6208.3,11340.4,10911.0,6530.5,11451.4,12408.9,6971.524999999999,10857.841666666664,9559.216666666667,6151.375,11313.575000000004,9772.866666666669,6641.991666666668,9943.166666666668,8642.008333333333,6871.633333333334,9039.908333333336,11130.116666666669,NP_008855.1,4522.5,9518.0,11143.3,4892.3,9273.5,10238.7,3926.5,8069.1,9681.4,3948.1,7876.8,8258.6,2820.2,6855.9,8878.0,bla381,9129.527777777776,0.9483852017353728,0.02301523121726771,9079.272222222224,0.9750907553311181,0.01095496101405607,8409.055555555557,0.7190473832852337,0.14324248983788332,1.0128292797624894,0.018391017182954713,,1.0072539313571438,0.010427436400769869,,0.9329001334052799,-0.10020544548489797,
SF3B1,2624.6,2724.7,3302.1,1920.5,1912.2,2551.1,2855.2,2840.2,3487.8,2639.6,3484.0,2728.3,2744.583333333333,2408.55,2865.991666666667,3180.1083333333336,2452.5750000000003,3617.900000000001,2912.2833333333333,2510.941666666667,2887.9083333333333,2650.708333333333,2865.991666666667,2378.925,NP_036565.2,3073.7,3668.3,2963.4,2378.0,3699.1,3045.0,2453.7,2805.9,2175.4,2210.9,2737.6,2258.1,1826.4,2302.3,1755.1,bla382,2673.0416666666665,0.8442312985739769,0.0735385510847136,3083.5277777777787,0.31680276971541566,0.4992110301543141,2770.3777777777777,0.5101409304279793,0.29230983007421607,1.015641573656297,0.022391355710699768,,1.171608749571229,0.2284908724131266,,1.0526251352278424,0.07399174991065074,
RPS2,8578.8,17386.6,15242.3,5769.9,11506.2,9847.9,8566.0,16838.9,15382.8,8804.2,15916.2,18033.3,9501.875000000002,15884.633333333331,12918.458333333334,10049.783333333333,14834.716666666667,13841.391666666665,9016.450000000004,15260.291666666666,12365.441666666668,9362.666666666666,12806.975,15694.216666666667,NP_002943.2,8525.9,14502.9,16593.8,8295.8,15177.2,16985.0,7661.9,12944.7,14418.5,7359.7,12846.4,13785.9,6353.5,10467.0,12308.8,bla383,12768.322222222223,0.9575825678226887,0.018823768582559804,12908.630555555554,0.9084647591388866,0.04169191503549201,12214.061111111112,0.881769827285724,0.054644766098840655,1.011649851672538,0.01671003640864919,,1.0227666532487112,0.03247702817069706,,0.9677350630977694,-0.04731596006399446,
XP_024302117.1,4336.8,0.0,6583.9,2638.7,0.0,3851.7,4526.1,0.0,7200.2,4599.0,7276.0,0.0,4592.941666666667,0.0,5496.108333333333,4489.149999999999,0.0,5529.758333333334,4697.925,0.0,5843.025000000001,4802.166666666667,5866.474999999999,0.0,XP_024302117.1,3750.9,5631.3,,4431.4,7273.9,,3078.7,4626.1,,2885.9,4764.3,,1999.3,3039.5,,bla384,3363.0166666666664,0.9416646362110943,0.026103739006613808,3339.636111111111,0.9345377485908298,0.02940315156327356,3513.65,0.9874328858410901,0.005492412966713875,0.945673340170609,-0.08058616914617195,,0.9390987762422114,-0.0906511835470675,,0.9880311223625001,-0.017371608370051025,
XP_011532748.1,2980.3,2878.9,1311.7,1684.9,1930.2,826.6,3190.5,2663.1,1408.8,3044.4,1356.3,2760.9,3185.933333333334,2541.2333333333336,1155.9333333333336,2697.6083333333336,2498.4916666666663,1147.2,3254.650000000001,2336.625,1216.525,3092.2416666666672,1143.575,2405.5083333333337,XP_011532748.1,2694.2,1202.3,2986.8,3413.6,1536.1,3753.5,2173.2,1013.2,2082.5,2395.6,1144.6,2395.8,1440.1,790.7,1967.8,bla385,2294.3666666666672,0.9270850924828347,0.032880402317499925,2114.4333333333334,0.9011978063234829,0.04517987409730352,2269.266666666667,0.9493169020853779,0.022588786674163402,1.0364046331116157,0.051587370024905314,,0.9551256714586321,-0.0662375254437829,,1.0250665341629872,0.035717554015358415,
DNMT1,891.5,925.8,2135.3,799.4,951.2,1543.6,911.2,1029.1,2395.5,834.9,2257.1,992.5,898.7916666666666,887.4833333333332,1913.3666666666668,1222.525,1223.9833333333331,2136.775,871.8083333333334,962.2583333333332,1997.0333333333328,803.6083333333332,1893.875,905.3333333333334,NP_001305659.1,1168.1,2525.1,1466.0,1453.5,3144.2,1511.8,722.3,1623.0,962.1,748.6,1933.6,837.6,578.5,1268.8,765.4,bla386,1233.2138888888887,0.9502788560189334,0.02214893380639715,1527.761111111111,0.5191575516121294,0.2847008244015642,1277.033333333333,0.8866810488466237,0.05223257367047195,1.0268748062858226,0.03826030301904106,,1.2721389283384759,0.34725623373560677,,1.0633624617775905,0.08863344322494826,
VDAC1,5290.5,3320.0,597.7,3239.2,2279.3,462.5,5435.2,3479.1,588.7,5466.2,642.9,3599.0,5828.133333333334,2935.8916666666664,515.275,6129.083333333333,2909.5416666666665,603.7833333333333,5683.708333333332,3092.2416666666672,482.125,5683.708333333332,524.7166666666666,3124.566666666667,NP_003365.1,4886.2,625.9,3310.6,4939.7,601.2,2786.1,4102.6,524.0,2944.9,5026.4,529.3,3151.1,4232.4,522.2,2604.3,bla387,3093.1000000000004,0.9937258412701916,0.0027334164542974194,3214.136111111111,0.964666268888168,0.015622907017199353,3086.0249999999996,0.9911443703025975,0.0038630814792497,0.994247110831736,-0.008323630157386503,,1.0331529993508692,0.04705391834617104,,0.991972920437266,-0.011627357424513636,
RAB1B,1153.9,4330.3,733.7,732.6,2405.4,431.8,1247.4,4370.1,752.4,1301.3,860.9,4950.7,1157.9166666666667,3861.508333333333,627.8333333333333,1108.158333333333,3101.7499999999995,559.7833333333334,1207.1916666666668,3789.441666666667,612.5916666666666,1266.1166666666666,704.1916666666666,4278.483333333333,NP_112243.1,1071.6,637.9,3387.6,981.5,572.2,3874.0,980.6,578.8,3418.0,908.2,513.0,3127.2,686.2,376.1,2076.7,bla388,1882.4194444444445,0.8998270374651901,0.04584096155328891,1589.8972222222221,0.7359203137956878,0.13316920896739892,1869.7416666666668,0.8923391186674954,0.04947006784663599,0.9037360556374234,-0.14602661298176992,,0.7632982376592808,-0.38968123451977493,,0.8976495455788122,-0.15577578749215462,
SMARCC2,1665.0,1474.7,4832.7,984.3,1097.9,2962.9,1754.5,1403.6,5095.0,1835.5,5218.8,1614.6,1683.1833333333334,1321.7333333333331,4120.483333333334,1564.8583333333331,1397.0416666666667,4244.208333333333,1707.025,1236.65,4183.225000000001,1791.3083333333332,4287.983333333335,1397.0416666666667,NP_003066.2,1486.6,4247.0,1490.6,1733.5,5036.4,1206.5,1011.4,3245.1,1144.5,1123.8,3516.6,1019.8,814.9,2507.7,1034.3,bla389,2375.133333333333,0.9305878649372245,0.031242615057815924,2402.036111111111,0.9477772197567891,0.023293733970461597,2375.6333333333337,0.932200910016879,0.030490477443857904,0.9530607695394353,-0.06935988797351898,,0.9638559454277941,-0.05311055252621614,,0.9532614026483569,-0.06905621171504493,
H2BC26,2705.8,4874.4,5258.1,1663.1,3181.2,2910.5,2537.6,4801.7,5042.2,2411.2,4966.3,4554.9,2821.3000000000006,4331.624999999999,4489.149999999999,2658.733333333333,4183.225000000001,4160.741666666667,2539.15,4219.575,4148.466666666667,2389.55,4018.85,3932.275,NP_778225.1,2241.5,4062.6,4341.4,2082.2,4583.0,3727.5,1967.9,3466.7,3851.8,1688.4,3154.7,3160.7,1434.1,2377.2,2731.7,bla390,3880.6916666666657,0.5940813929710517,0.22615404980568238,3667.566666666667,0.7778673478183195,0.10909445830909559,3635.730555555556,0.8165699716079364,0.08800659478377527,1.1258525192987883,0.17101785440614842,,1.0640214492767641,0.08952723397191573,,1.0547852694980422,0.07694932863733554,
MARCKSL1,2171.9,2857.4,4994.6,1067.5,1519.6,2462.8,2058.2,2774.9,4881.6,2115.3,4990.3,2886.4,2234.2000000000003,2530.333333333333,4287.983333333335,1712.9833333333336,1959.075,3456.475,2045.9166666666667,2437.5083333333337,4018.85,2090.35,4069.8083333333343,2519.8166666666666,NP_075385.1,1514.6,3207.6,2016.8,1628.7,3422.6,2078.1,1014.6,2191.0,1444.2,1143.8,2666.4,1725.1,758.2,1652.5,1147.4,bla391,3017.505555555556,0.8944812721422499,0.04842874787516958,2376.1777777777775,0.5588171427927231,0.25273027953336086,2834.0916666666667,0.9478812850147111,0.023246051366020943,1.0429196704675607,0.06062804042608706,,0.8212619660002858,-0.28408560885756323,,0.9795275908052729,-0.02984196476577987,
DNAJC7,3235.1,2752.2,1561.7,2355.8,2023.0,1002.7,3241.1,2665.3,1576.5,3331.1,1498.1,2723.5,3483.858333333333,2437.5083333333337,1423.4666666666665,3980.391666666667,2635.225,1441.6,3338.933333333334,2342.0416666666665,1377.9916666666668,3361.608333333333,1280.3833333333334,2374.708333333333,NP_003306.3,3385.9,1481.6,2979.6,3488.0,2008.4,3506.7,2561.5,1211.4,2317.0,2398.9,1293.8,2217.9,2053.5,797.8,1863.5,bla392,2448.277777777778,0.9033277663209575,0.0441546402993587,2685.738888888889,0.7337178666174939,0.1344709053781173,2352.988888888889,0.987206049421743,0.005592192023929108,1.0467646234459693,0.06593707286743383,,1.14829145704771,0.19948887047151792,,1.0060237243528534,0.008664327611264025,
RAB1A,4808.4,3631.5,2520.1,3096.6,2552.0,1483.7,5235.4,3607.6,2625.4,5160.0,2514.5,3984.9,5255.016666666667,3247.558333333334,2205.358333333333,5695.591666666667,3323.058333333333,2070.475,5460.1,3177.525,2252.625,5305.674999999999,2126.4166666666665,3450.675,NP_004152.1,4410.7,2165.4,3706.7,4946.2,2469.2,4027.0,4871.1,2341.2,3938.8,5016.4,2404.9,3816.9,3558.4,1601.1,3370.0,bla393,3569.3111111111116,0.9660003117403584,0.015022733432233792,3696.375,0.9634004822834552,0.016193140611380403,3630.0833333333335,0.9985893640917254,0.0006130638976450544,0.9839348449995866,-0.02336530971732004,,1.018961936762404,0.027100160758138654,,1.0006876315152704,0.0009917016534469292,
TUBB6,416.8,314.0,865.7,374.8,294.7,686.9,421.8,301.3,920.3,429.8,905.7,361.7,416.625,332.50000000000006,733.1666666666666,550.9333333333334,416.625,919.0166666666668,405.06666666666666,311.80833333333334,763.6999999999999,410.225,747.0250000000001,361.7,NP_001290453.1,480.2,945.4,412.0,557.2,1122.5,362.7,407.4,847.9,352.4,404.8,840.5,286.0,376.7,709.7,341.4,bla395,494.0972222222222,0.946751761900974,0.023763877986213322,628.8583333333335,0.5613432375779335,0.2507715048704662,493.5249999999999,0.9478090261498286,0.023279159755210294,0.975866003928152,-0.03524502982441684,,1.2420257414661446,0.31269507428360305,,0.9747358372559991,-0.03691680722287668,
PRPF6,1750.1,2562.5,2111.6,1112.5,2185.2,1596.7,1786.3,2715.3,2278.0,1809.2,2119.2,2531.4,1787.1083333333331,2270.4166666666665,1893.875,1798.5833333333333,2821.3000000000006,2225.6,1747.6166666666666,2381.9666666666667,1927.5833333333333,1757.2083333333337,1809.3083333333327,2214.441666666667,NP_036601.2,1792.4,2291.9,3208.5,1886.7,2846.6,3688.2,1275.4,1670.9,2352.1,1299.6,2020.6,2652.5,1020.2,1460.6,2270.3,bla396,1983.8,0.7962184986820128,0.09896773659593781,2281.827777777778,0.3633774552342026,0.43964202081198395,2019.0555555555554,0.7195221124907205,0.1429558547014777,1.029483289247025,0.04192041208176261,,1.1841433441687148,0.24384373417956373,,1.047778987047995,0.06733443451259274,
XP_005274734.1,5130.7,9141.7,8171.0,3102.6,6130.6,5131.7,5328.7,9675.5,8608.8,4718.3,8053.6,8985.6,5672.341666666666,7891.133333333334,6924.433333333333,5716.458333333333,7719.541666666668,7280.391666666666,5545.958333333333,8283.208333333334,7039.716666666666,4873.250000000001,6521.483333333334,7551.05,XP_005274734.1,4473.1,7402.8,9219.5,5996.3,9904.0,9770.7,3882.3,6206.4,7963.8,4236.8,6803.8,7676.0,2886.8,4676.4,6153.2,bla397,6829.302777777778,0.6386005335177081,0.19477072296585074,6905.4638888888885,0.5845196028681745,0.23320091944701699,6956.294444444445,0.5948680871273355,0.22557932903478545,1.081396739995795,0.11289591235649217,,1.0934565914842969,0.12889594878711913,,1.1015054361260685,0.1394766150140736,
HSPB1,2069.0,519.1,3304.4,1067.2,482.3,2177.9,2188.2,627.6,3694.5,2274.0,3668.4,638.7,2151.4666666666667,512.35,2875.325,1708.7499999999998,654.4,3092.2416666666672,2165.0000000000005,617.9666666666667,3040.5416666666674,2273.575,3024.7166666666667,609.775,NP_001531.1,1604.1,2995.0,616.5,2082.8,3859.0,527.3,1784.0,3528.3,637.7,2147.1,4052.4,559.9,1396.4,3264.0,678.7,bla398,1846.3805555555555,0.907955619397436,0.04193537914614977,1818.4638888888887,0.8877761249048888,0.051696538699574905,1941.169444444445,0.9789764409358996,0.009227759366063367,0.9375557147854348,-0.09302366886475472,,0.9233801807697951,-0.11500332785852647,,0.9856876473973442,-0.020797548631915616,
IPO5,3521.2,539.2,2133.7,2276.3,330.2,1582.9,3967.8,573.6,2346.8,3588.0,2270.8,489.6,3771.325,530.3833333333333,1910.7833333333333,3807.2,453.85833333333335,2198.933333333333,4101.116666666666,562.3666666666667,1978.5333333333333,3724.283333333333,1901.3166666666664,473.4666666666668,XP_005254109.1,3972.6,2394.0,585.8,3900.4,2239.2,522.9,3132.6,2000.3,543.4,2962.5,1872.0,475.1,1857.7,1365.0,266.8,bla399,2070.8305555555557,0.9786698386166056,0.009363795888991609,2153.3305555555557,0.9332772905923552,0.029989301717352868,2214.0055555555555,0.9029942945751658,0.04431499369795633,1.018597107754192,0.026583525907275092,,1.0591770872045998,0.08294381829455044,,1.089021817545854,0.12303285740643487,
UPF1,1792.5,544.2,372.2,1430.6,472.5,306.8,1794.1,468.6,383.4,1711.2,403.3,546.7,1837.4333333333332,539.7083333333334,305.3833333333334,2283.1416666666664,638.3666666666667,379.6833333333333,1752.8083333333334,474.1583333333333,290.21666666666664,1645.1333333333334,314.8833333333334,532.6416666666667,XP_016882594.1,2054.8,475.6,641.2,2153.0,394.7,529.9,1555.0,375.1,530.6,1429.1,291.0,446.6,1404.7,288.5,496.7,bla400,894.1749999999998,0.9248921121944206,0.03390892435428873,1100.3972222222221,0.7310107384427498,0.13607624327172074,839.0611111111111,0.990077799721031,0.004330677461053495,1.0761703536050866,0.10590646901734725,,1.324365887823909,0.4053017563027904,,1.0098388935507272,0.014125148407959972,
RPL8,5992.9,11751.7,8155.6,3943.6,7504.3,5248.4,6274.5,12043.3,8802.3,6148.4,8378.0,12147.1,6712.008333333332,10456.458333333332,6904.033333333334,7280.391666666666,9866.258333333331,7489.099999999999,6712.008333333332,10550.366666666669,7156.308333333334,6445.55,6712.008333333332,10816.575,NP_000964.1,6071.1,7901.5,11752.5,6693.5,8807.2,12506.5,5008.0,6882.1,10301.7,5091.5,7075.5,10213.4,4218.8,5520.7,8305.0,bla401,8024.166666666665,0.9868425967571473,0.005752112589976003,8211.916666666666,0.9009683589528663,0.045290460711794905,8139.561111111111,0.9405088650197445,0.026637106534641974,1.00410303326919,0.0059073150653954085,,1.0275971046572416,0.03927473044038673,,1.018542901794156,0.026506748985333204,
TOMM34,3562.4,975.3,4304.2,2510.3,914.6,2450.2,3751.0,917.1,4166.2,3831.0,4344.3,1060.1,3834.808333333334,936.3,3636.883333333333,4268.849999999999,1187.4583333333337,3412.3,3856.15,871.8083333333334,3436.941666666666,3989.408333333333,3507.2333333333336,975.5083333333332,NP_006800.2,3293.6,3397.4,1077.9,3938.0,4815.6,1083.9,3318.0,3565.4,982.6,2935.2,3431.4,744.4,2444.7,2354.8,879.8,bla403,2802.663888888889,0.9878680533956736,0.0053010589639263615,2956.202777777778,0.9245190712896861,0.03408412564007563,2721.633333333333,0.9419041833329052,0.025993274241387625,0.9924271485592993,-0.010966893155465283,,1.0467954808795092,0.0659796012536539,,0.9637341170777194,-0.05329291615232656,
KARS1,3303.2,2967.0,4468.7,2721.7,2502.1,3221.5,3471.0,3028.5,4584.8,3659.0,4685.6,3113.1,3540.7000000000003,2625.5750000000003,3807.2,4697.925,3221.4833333333336,4686.883333333332,3548.5500000000006,2676.65,3736.775,3822.75,3736.775,2729.491666666667,NP_005539.1,3813.0,4522.0,3539.4,3437.4,5039.2,2816.7,3143.3,3729.1,2977.0,2759.1,3731.9,2587.5,2736.2,3201.5,2716.5,bla405,3324.491666666667,0.8440434464228811,0.07363519785765509,4202.097222222222,0.27603284282008256,0.5590392418226294,3320.6583333333333,0.8313179837971808,0.0802328243586863,0.9693321843195253,-0.04493694158487164,,1.2252183153232978,0.29303883851098084,,0.9682144876170545,-0.04660141314789621,
STRAP,4632.5,1806.0,3607.4,3371.8,1627.1,2987.8,4918.3,1816.2,3810.8,4585.6,3730.2,1998.2,4958.941666666667,1611.7583333333334,3104.7833333333333,6320.733333333334,2093.733333333333,4268.849999999999,5078.566666666667,1591.0000000000002,3101.7499999999995,4774.041666666667,3080.2,1743.9750000000004,NP_009109.3,4730.2,4184.5,2103.0,6290.9,4521.8,2095.5,3732.5,3261.6,1751.8,3742.5,2870.9,1388.8,2883.3,2683.7,1393.4,bla406,3225.161111111111,0.9852204923789181,0.006466563505154945,4227.772222222222,0.5349231776958945,0.27170858414395604,3257.1055555555554,0.9676905227989933,0.014263512247699353,1.008050106530206,0.01156735178030564,,1.3214242923598654,0.4020937718082775,,1.0180346001774634,0.025786595456979384,
MCM7,1003.0,4681.8,3151.5,673.1,4025.8,2351.2,1058.8,4775.0,3217.7,1032.1,3160.7,4600.2,997.5833333333331,4148.466666666667,2734.7416666666663,991.9249999999998,5332.566666666667,3293.4166666666665,1013.8833333333332,4165.733333333333,2670.333333333333,991.2416666666668,2609.625,3989.408333333333,NP_005907.3,1117.3,3814.0,5878.3,1412.2,5208.6,6975.8,679.1,2164.0,3727.2,694.9,2311.4,3513.9,449.9,1448.3,2748.7,bla407,2626.930555555555,0.9423161519215697,0.025803364723612165,3205.9694444444444,0.683048394989551,0.1655485248216454,2616.6499999999996,0.9483995072845604,0.023008680319800714,1.0382748538974762,0.05418840695699673,,1.267135687881313,0.34157101994208855,,1.0342115404250833,0.048531308581343385,
PSMD3,5349.2,6183.7,2333.7,2862.5,4250.5,1613.7,5599.5,6075.8,2256.2,6120.7,2571.4,6569.8,5897.424999999999,5477.008333333334,2061.025,5102.041666666666,5496.108333333333,2242.75,6003.241666666666,5305.674999999999,1913.3666666666668,6416.191666666667,2177.083333333333,5604.275000000001,NP_002800.2,4579.2,2032.9,5652.6,5283.8,1753.7,5298.9,3829.7,1379.5,4440.4,3850.7,1246.5,4251.3,2648.4,1068.2,3618.5,bla408,4478.486111111111,0.8933598822349391,0.04897355411982004,4280.299999999999,0.7988627499164176,0.0975278290390606,4407.427777777777,0.8663402606568055,0.06231150255262807,0.9463223114786238,-0.07959645468921228,,0.9044447809657299,-0.1448956701599431,,0.9313073969335084,-0.10267065767933584,
EXOSC10,544.1,2588.6,295.7,509.8,2526.5,285.4,568.7,2741.7,315.9,541.7,314.5,2595.1,527.6750000000001,2308.333333333333,229.75833333333333,762.2833333333333,3254.650000000001,348.9833333333333,540.8416666666667,2412.6,232.25833333333333,505.40833333333336,229.75833333333333,2273.575,XP_005263532.2,825.6,380.5,3765.3,614.4,339.1,3524.4,526.2,255.7,2551.5,523.2,259.1,2478.4,406.9,239.1,2381.9,bla409,1021.9222222222221,0.9843635505516696,0.006844475919408811,1455.3055555555559,0.7068467504802882,0.15067473420181854,1061.8999999999999,0.9527293307065083,0.021030464395186427,1.0189531060880932,0.027087657812953757,,1.4510772775994398,0.5371243526512223,up-regulated,1.0588147315184364,0.08245017261382116,
ST13,2515.0,2979.2,3012.6,1524.2,2024.4,1462.2,2470.7,2794.9,3514.3,2558.6,4160.2,3099.4,2637.65,2643.125,2618.333333333333,2443.458333333333,2637.65,2050.2000000000003,2475.65,2456.491666666667,2915.333333333333,2567.4416666666666,3377.5750000000003,2715.0416666666665,NP_003923.2,2024.5,2120.7,2697.8,1990.8,2646.8,1937.2,1974.5,1929.3,3024.3,1923.6,2120.0,2169.5,1514.0,1234.0,2383.3,bla411,2633.036111111111,0.41571573884256524,0.3812035329556924,2377.102777777778,0.17679357297226378,0.7525335270685075,2615.825,0.41484982156420996,0.38210909237196,0.9121310768691898,-0.13268693457518627,,0.8234711659948405,-0.28020996030250456,,0.9061688383546301,-0.1421482150758156,
HSD17B10,2432.0,1441.8,1727.4,1773.5,1130.6,1193.0,2717.3,1426.4,1765.7,2374.4,1805.5,1520.9,2524.791666666667,1289.8249999999998,1574.15,2909.5416666666665,1444.466666666667,1702.8000000000002,2729.491666666667,1264.525,1544.5,2367.8416666666667,1568.6416666666669,1324.1750000000002,NP_004484.1,2975.9,1816.8,1594.2,2365.4,1892.8,1363.4,2530.0,1445.6,1339.7,2836.6,1660.9,1381.4,2328.0,1428.8,1275.4,bla412,1796.2555555555555,0.9346702200246203,0.029341594354265994,2018.9361111111111,0.6578224788500396,0.18189129006021923,1846.1722222222222,0.8750091899870074,0.05798738567518738,1.0243521485745604,0.0347117657924533,,1.1513403740659833,0.20331440461153522,,1.052818167561411,0.07425628972588301,
H2AX,1719.9,5329.6,2354.5,735.2,2482.7,1236.6,1799.9,4985.0,2433.9,1979.6,2500.9,5561.1,1752.8083333333334,4646.091666666666,2076.7833333333333,1112.175,3201.725,1749.475,1757.2083333333337,4391.599999999999,2037.666666666667,1954.0083333333328,2114.0,4748.016666666666,NP_002096.1,1410.5,1813.5,3480.4,1401.9,2569.4,5287.3,1028.2,1498.8,3091.3,1030.4,1642.6,3115.5,637.3,1056.7,2338.5,bla413,2825.2277777777776,0.9340320372594453,0.02963822723203552,2021.125,0.45567171335208223,0.34134793019831255,2728.8250000000003,0.8730887529313635,0.05894160629539687,0.9613951109863383,-0.05679862797666591,,0.6877674462130042,-0.5400072638416967,down-regulated,0.9285902660212513,-0.10688593700289611,
CT45A1,2553.5,2195.2,5303.9,1867.5,1423.0,2804.3,2654.6,2389.7,6238.7,2711.8,6610.1,2477.9,2670.333333333333,1954.0083333333328,4533.625000000001,3050.9083333333333,1834.3166666666668,3971.4249999999993,2667.2833333333333,2119.725,5005.241666666668,2744.583333333333,5159.866666666667,2170.15,NP_001017417.1,2388.2,4427.7,2045.7,2647.4,5227.3,2549.6,2374.3,3721.1,1702.0,2359.2,4031.5,1686.9,2067.8,2693.4,1400.7,bla414,3052.6555555555556,0.811294964657343,0.09082121948414242,2952.2166666666667,0.7344740079696487,0.13402356868936743,3264.0833333333335,0.944640585856859,0.024733399183813426,0.9090154116954188,-0.13762334041510046,,0.8791068628034859,-0.1858895471911393,,0.9719740734123439,-0.041010263215047305,
RPS19,15557.2,17771.8,13334.6,8023.8,8554.3,6415.4,15367.1,17123.3,12753.8,15937.8,13601.2,18607.9,17749.308333333334,16141.408333333333,10857.841666666664,13841.391666666665,10927.383333333331,9077.783333333333,16141.408333333333,15366.091666666667,10049.783333333333,16340.516666666668,10550.366666666669,16141.408333333333,NP_001013.1,11231.1,9131.2,11958.5,14984.6,11323.8,16498.3,10145.9,8283.7,10954.6,11185.0,9053.3,11886.3,7941.6,6210.7,8498.5,bla415,14916.186111111112,0.8490511761864826,0.07106613205809255,11282.186111111108,0.26853363963789245,0.5710013017931279,13852.427777777777,0.8641452182133184,0.06341326889931756,1.0398832272276148,0.05642153129114464,,0.7865385974679864,-0.3464105307602658,,0.965723221418024,-0.05031832643020392,
SMC2,4764.5,1582.5,2817.3,2862.3,959.2,2028.1,5207.1,1567.9,2929.1,4884.3,2869.4,1611.5,5148.5,1398.475,2475.65,5078.566666666667,1234.725,2912.2833333333333,5437.566666666667,1394.9833333333331,2490.3416666666667,5018.566666666668,2408.55,1390.0916666666665,NP_001036015.1,4454.8,2793.9,1338.9,6392.7,3774.9,1613.1,3199.5,2056.5,1033.5,2937.5,1920.9,1000.3,2057.9,1372.1,702.0,bla416,3007.5416666666665,0.9669361387757337,0.01460220791611964,3075.191666666666,0.9342831224384145,0.029521496489040167,3107.6305555555555,0.9221996275097822,0.03517505753461037,1.0232972454433324,0.03322527728018288,,1.0463147349170414,0.06531688428543944,,1.0573518640159156,0.08045555457949861,
