_GENE_SYMBOL_,Abundance R1 127N Sample,Abundance R2 127N Sample,Abundance R3 127N Sample,Abundance R1 127C Sample,Abundance R2 127C Sample,Abundance R3 127C Sample,Abundance R1 128N Sample,Abundance R2 128N Sample,Abundance R3 128N Sample,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,Accession,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,BL,s1_avg,p_value_s1,minus_log10_pvalues1,s2_avg,p_value_s2,minus_log10_pvalues2,s3_avg,p_value_s3,minus_log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s2,log2_fc_s2,expression_s2,fold_change_s3,log2_fc_s3,expression_s3
DHX57,507.4,37.5,216.6,369.8,43.0,203.1,450.5,50.3,248.7,431.7,220.9,40.1,499.35,57.55833333333333,157.49166666666665,540.8416666666667,76.08333333333333,230.85,430.11666666666673,70.31666666666666,172.8083333333333,414.125,154.025,57.875,NP_945314.1,523.0,299.2,59.5,516.5,293.6,39.7,405.3,231.5,34.7,408.0,232.7,35.1,393.0,192.5,35.5,bla2014,238.13333333333333,0.8719311365449277,0.05951781346136763,282.5916666666667,0.6927302628444549,0.15943583921567334,224.4138888888889,0.9219617454964776,0.035287098539055484,1.1411684836867537,0.1905118088350342,,1.3542190807076397,0.4374611518250388,,1.0754229729909617,0.10490419564561548,
RBM42,167.7,104.7,820.9,113.2,71.5,517.7,153.4,112.1,833.8,158.1,845.7,120.2,180.54166666666663,127.075,706.9833333333332,165.78333333333333,114.41666666666664,691.4749999999999,159.67499999999998,137.65833333333333,693.2666666666668,159.13333333333333,696.7333333333332,137.65833333333333,NP_077297.2,153.6,704.6,90.1,179.2,1061.4,103.4,130.0,565.3,75.3,138.7,643.2,77.9,107.4,459.2,61.3,bla2015,338.2,0.9797515739601375,0.008884030159986499,323.89166666666665,0.978969930075237,0.009230647730014587,330.20000000000005,0.9971631003448976,0.0012338007790713582,1.0212123499660302,0.030282890103077432,,0.9780075992048515,-0.03208241979925947,,0.9970559371933271,-0.004253649393647553,
ATE1,16.0,0.0,315.0,19.6,0.0,269.5,22.4,0.0,339.6,20.8,310.3,0.0,24.35833333333333,0.0,245.0416666666667,36.05,0.0,326.7416666666666,33.38333333333333,0.0,256.6,31.041666666666668,226.67500000000004,0.0,XP_005269515.1,23.6,397.4,,31.9,408.5,,31.1,304.9,,33.2,331.8,,17.9,322.0,,bla2016,89.80000000000001,0.9723102318674572,0.01219514403297243,120.93055555555554,0.795593533991105,0.0993087551647392,96.66111111111111,0.9250804506724837,0.03382049670549302,1.0453340231520403,0.06396401077058034,,1.4077151911013384,0.4933554774775075,,1.1252020953243225,0.17018414431981357,
CDK6,0.0,1046.0,2329.9,0.0,617.0,1471.9,0.0,1083.2,2390.0,0.0,2411.2,1127.4,0.0,995.35,2052.2416666666663,0.0,817.4666666666667,2064.0083333333337,0.0,1018.9500000000002,1993.9416666666668,0.0,2037.666666666667,1039.1416666666669,NP_001138778.1,,2270.3,946.8,,2831.1,1211.7,,1307.9,640.9,,1383.6,688.6,,861.3,458.7,bla2017,1015.8638888888887,0.9912521921885351,0.003815839215997955,960.4916666666668,0.9419628406759748,0.025966229274729337,1004.2972222222223,0.9805888638300639,0.008513043176945486,0.9905042292202144,-0.013764959790769,,0.9365142991790736,-0.0946270724454723,,0.9792263086477601,-0.03028577578063089,
GBA1,441.9,176.1,128.2,350.9,140.1,138.1,459.1,159.3,145.9,473.0,148.6,195.6,439.9333333333333,197.5,87.38333333333334,514.275,203.51666666666668,140.38333333333335,439.9333333333333,178.71666666666667,97.575,441.25,94.775,208.40833333333333,NP_000148.2,505.5,175.2,196.8,394.1,191.2,142.9,448.1,141.6,120.1,466.7,155.7,124.3,392.8,138.2,114.3,bla2018,241.60555555555553,0.9663667054164435,0.014858041370920248,286.05833333333334,0.8179598569244086,0.08726800970766446,238.74166666666667,0.9514559846832289,0.021611297814522284,0.9736488604307527,-0.038526526535389766,,1.1527895938745356,0.20512921760884947,,0.9621076433976627,-0.055729778950099826,
ERAL1,52.3,159.6,0.0,49.4,147.3,0.0,51.1,145.3,0.0,63.2,0.0,152.2,65.725,183.75,0.0,78.97500000000001,213.2166666666667,0.0,63.13333333333335,170.4,0.0,73.05000000000001,0.0,170.4,NP_005693.1,64.5,,181.1,65.4,,156.8,46.7,,133.8,44.4,,126.1,43.3,,107.8,bla2020,83.15833333333333,0.9793724630646538,0.00905211116852043,97.39722222222224,0.8484061829393323,0.07139617513113652,77.84444444444445,0.9646354585280782,0.015636778118005863,1.0247484082973917,0.03526974909126398,,1.2002122270144453,0.2632895323252222,,0.9592661052919833,-0.05999701318822087,
SH3PXD2A,0.0,285.8,286.0,0.0,202.3,209.4,0.0,327.4,349.2,0.0,295.2,316.7,0.0,297.2666666666666,220.1,0.0,279.8,237.825,0.0,341.1,265.0416666666667,0.0,216.11666666666667,319.09166666666664,NP_055446.2,,327.6,308.7,,447.1,365.3,,253.0,253.1,,292.0,259.3,,168.4,188.2,bla2021,172.45555555555552,0.9655796960907874,0.015211875023840185,172.54166666666666,0.9657327024336656,0.01514306190940258,202.04722222222222,0.8739223456125049,0.05852715588995736,0.9666640716231997,-0.048913473440980175,,0.9671467497080577,-0.048193281697144486,,1.1325340599455043,0.17955443868261167,
MT-CO2,0.0,469.3,1091.8,0.0,378.9,516.8,0.0,532.7,1124.6,0.0,992.0,533.6,0.0,474.9166666666667,955.8333333333336,0.0,519.1833333333334,690.5749999999999,0.0,515.8333333333334,938.125,0.0,822.5333333333333,519.1833333333334,YP_003024029.1,,888.9,533.7,,777.2,333.7,,757.7,529.9,,788.0,351.3,,428.4,312.2,bla2022,476.91666666666674,0.9393054842725947,0.027193141964101615,403.25277777777774,0.8966264119496055,0.047388472256950184,484.6527777777778,0.9227889706303557,0.034897604899752965,1.066357775486628,0.09269156035001201,,0.9016496279641751,-0.14936116938682803,,1.0836552675055589,0.11590587942304907,
USP19,197.4,0.0,304.0,111.0,0.0,244.8,184.0,0.0,320.5,185.8,312.1,0.0,205.54166666666663,0.0,238.87500000000003,161.54999999999998,0.0,287.4,188.64166666666665,0.0,235.03333333333333,182.36666666666665,228.10833333333332,0.0,XP_005264880.1,195.2,350.1,,221.1,417.6,,151.8,243.2,,182.1,299.5,,94.3,210.7,,bla2024,148.13888888888889,0.9171634431392293,0.03755326397187494,149.64999999999998,0.9117751065061503,0.04011226918011541,141.225,0.9670483114018116,0.014551829069923255,1.082688754897781,0.11461856492055592,,1.0937328704549607,0.12926042229061266,,1.032157865887082,0.045663644127896176,
CNOT1,350.8,474.7,694.1,319.3,447.6,617.4,389.1,505.2,781.4,360.6,667.4,490.6,358.3333333333333,478.5583333333333,591.7583333333333,467.7916666666667,608.6916666666666,815.2333333333331,379.6833333333333,502.3,643.375,349.7166666666667,541.8333333333333,474.1583333333333,NP_057368.3,522.5,862.2,596.5,421.7,957.5,616.9,350.4,653.1,480.5,373.3,766.6,501.0,331.4,598.4,440.3,bla2025,476.2166666666667,0.8232191551894201,0.08448453268649035,630.5722222222222,0.22254810011049808,0.6525761089305437,508.4527777777778,0.6066069750490596,0.2170926002767536,1.0460871952893798,0.06500311063708997,,1.3851542239985355,0.4700466158490949,,1.1168990450620864,0.1594987885333984,
ENG,108.7,593.3,95.8,53.9,528.0,91.3,114.4,685.3,110.5,123.7,112.5,602.7,121.20833333333331,595.8083333333334,55.3,82.73333333333333,719.0,78.00000000000001,121.99166666666667,675.1833333333333,64.50833333333334,129.63333333333335,63.99166666666667,578.0916666666667,NP_001108225.1,103.5,96.3,679.9,125.5,106.5,712.1,67.6,92.2,694.5,87.9,100.5,615.1,38.9,79.6,540.6,bla2026,257.43888888888887,0.9993609761676929,0.00027761323436209176,293.24444444444447,0.8997767518386874,0.04586523219579882,287.22777777777776,0.9115367972234376,0.040225794909691456,1.0007774874198216,0.001121241425838001,,1.1399693324406628,0.18899501339800484,,1.1165799192276957,0.15908651577937724,
GAK,0.0,93.6,344.7,0.0,90.1,287.1,0.0,83.4,413.5,0.0,351.4,92.6,0.0,113.99166666666667,279.8,0.0,139.85833333333335,350.67499999999995,0.0,106.74166666666667,316.4833333333333,0.0,265.0416666666667,105.625,NP_005246.2,,428.5,122.2,,478.8,90.7,,299.6,86.1,,329.0,76.7,,209.5,59.9,bla2027,131.26388888888889,0.9484185879131011,0.022999942938279797,163.5111111111111,0.7712011503490767,0.11283233129676655,141.075,0.8918704914017507,0.04969820498827432,1.0623875899280575,0.087310199337179,,1.3233812949640287,0.4042287933621046,,1.1417940647482014,0.19130246807579387,
LSM5,325.9,0.0,29.4,194.1,0.0,25.9,271.4,0.0,32.6,273.0,31.8,0.0,329.2,0.0,9.733333333333334,290.21666666666664,0.0,10.375,267.0333333333333,0.0,10.925,267.56666666666666,9.2,0.0,NP_036454.1,228.0,25.9,,357.4,31.6,,182.9,24.4,,201.7,20.2,,136.9,17.6,,bla2028,112.97777777777777,0.8891821882932196,0.051009245482094255,100.19722222222221,0.9539997615866374,0.02045173383009854,92.65277777777777,0.9975917033335642,0.0010471714094602463,1.2246176080934603,0.29233133206077516,,1.0860833433698662,0.11913481626644905,,1.0043056726484403,0.0061984379107244405,
ATP6AP1,1054.6,10.4,0.0,764.9,10.9,0.0,1169.6,11.3,0.0,1122.6,0.0,11.9,1053.725,30.27500000000001,0.0,1172.4333333333334,33.38333333333333,0.0,1127.9,31.041666666666668,0.0,1070.8000000000002,0.0,31.041666666666668,NP_001174.2,1041.6,,9.6,1385.0,,12.0,1125.5,,13.6,1097.9,,13.1,844.6,,7.5,bla2029,361.3333333333333,0.9909658064205608,0.003941330720645329,401.9388888888889,0.9502595105353359,0.02215777512938677,386.3138888888889,0.972091339700597,0.012292925954146423,0.9838074133458374,-0.023552168554541755,,1.0943647378253076,0.13009365015356436,,1.0518223277694163,0.07289102735462719,
APPL2,197.9,251.3,197.9,140.2,226.6,114.2,222.8,296.1,205.7,197.6,191.7,266.6,206.16666666666663,269.6,142.65833333333333,211.87500000000003,316.4833333333333,110.59166666666668,220.1,305.3833333333334,141.49166666666665,194.17499999999995,130.3,267.56666666666666,NP_001238833.1,228.8,162.6,314.4,147.2,268.5,336.8,224.8,143.2,298.5,228.6,170.8,304.7,180.8,122.2,297.0,bla2030,206.14166666666665,0.8785624607702931,0.056227357215258796,212.98333333333335,0.8389841400584045,0.07624624888550859,222.32500000000002,0.7071145281194469,0.15051023980693787,1.0445633049475684,0.06289992846665933,,1.0792314730100643,0.11000432650247012,,1.1265676683791965,0.17193397305231822,
HGH1,1345.5,0.0,400.2,642.9,0.0,282.1,1406.7,0.0,419.3,1389.5,398.4,0.0,1356.4166666666663,0.0,328.7333333333333,947.0916666666668,0.0,344.2416666666666,1375.9000000000003,0.0,322.7583333333333,1348.7166666666667,311.80833333333334,0.0,NP_057542.2,1133.9,376.7,,1417.8,507.6,,927.6,307.0,,891.7,332.9,,419.9,241.7,,bla2031,561.7166666666666,0.9893335179978868,0.004657277049206905,430.4444444444445,0.8166608352625622,0.08795827144370082,566.2194444444445,0.9836227429355751,0.007171438232187792,1.0148296472501166,0.02123757204695239,,0.7776656980974894,-0.362777990249647,,1.0229646246418052,0.0327562558004771,
DPY30,1437.6,1220.7,0.0,860.5,784.9,0.0,1476.9,1232.8,0.0,1379.5,0.0,1152.1,1448.6083333333331,1127.9,0.0,1321.7333333333331,1011.35,0.0,1439.8916666666669,1127.9,0.0,1338.6916666666666,0.0,1057.9833333333331,XP_006712180.1,1156.3,,1048.9,1241.2,,755.6,1038.3,,1090.0,980.7,,848.3,872.5,,834.0,bla2032,858.8361111111111,0.9251566061479641,0.03378474571600263,777.6944444444443,0.9721371490712678,0.012272460502662345,855.9305555555557,0.9285984313633658,0.03217205430198961,1.0750345096157525,0.10438297242161773,,0.9734667125635864,-0.03879644767318002,,1.0713975264341922,0.09949387038314156,
NIPSNAP2,964.5,1962.9,626.5,728.4,1360.8,444.9,1146.1,1973.2,602.6,1072.1,665.4,1924.8,962.2583333333332,1766.5,536.85,1098.1416666666669,1757.2083333333337,581.2583333333333,1096.991666666667,1757.2083333333337,493.5916666666666,1032.8333333333333,539.7083333333334,1647.9416666666666,NP_001474.1,1019.5,641.4,2036.4,952.5,519.8,2003.8,885.4,527.5,1720.3,908.2,589.4,2170.8,796.8,548.3,1971.3,bla2033,1088.536111111111,0.9766405900174394,0.010265230027042327,1145.5361111111113,0.8850199946891848,0.05304691745461719,1115.9305555555559,0.9346429927602513,0.02935424568588098,1.0140118719239866,0.02007454333296661,,1.0671094918464623,0.09370821293800574,,1.03953081576782,0.05593252596584281,
RNF40,737.6,148.7,0.0,622.6,110.4,0.0,943.9,140.7,0.0,882.0,0.0,138.3,725.9333333333333,172.16666666666666,0.0,916.8916666666668,164.79999999999998,0.0,907.55,167.0583333333333,0.0,852.7333333333335,0.0,159.13333333333333,NP_001273501.1,833.3,,149.5,892.6,,177.1,711.0,,104.7,687.0,,124.5,554.6,,103.3,bla2034,299.3666666666666,0.9170406554585171,0.03761141018613694,360.5638888888889,0.9547006011246294,0.020132803982675165,358.2027777777778,0.9590272953508124,0.018169031983097154,0.8875675319541438,-0.17207120151364375,,1.069006127289498,0.09627012226779448,,1.0620058637501646,0.08679173184821444,
VPS45,695.4,351.1,0.0,561.9,227.9,0.0,699.0,318.1,0.0,757.3,0.0,325.2,680.6416666666667,363.3,0.0,837.2333333333332,321.0416666666667,0.0,662.9083333333332,331.1083333333333,0.0,719.0,0.0,328.7333333333333,NP_009190.2,835.4,,338.9,763.1,,342.9,729.4,,281.6,799.5,,337.2,832.4,,261.0,bla2035,347.98055555555555,0.9966873272698229,0.0014410636932830508,386.09166666666664,0.9141165916478027,0.03899840833619705,331.3388888888888,0.9525223333789765,0.021124832818176526,0.9963810766098243,-0.005230472887507382,,1.1055055357597352,0.1447062493903412,,0.948730593026215,-0.07592962543298655,
AP1M1,232.3,309.6,636.1,131.6,220.7,392.9,213.2,353.9,655.2,235.8,627.8,357.6,235.67500000000007,322.12499999999994,548.5833333333334,198.8166666666667,306.225,504.0583333333333,212.45833333333331,363.3,532.6416666666667,230.85,507.75000000000006,356.38333333333327,NP_001123996.1,208.3,569.5,337.0,257.7,668.4,322.8,181.0,455.1,300.0,188.1,638.0,298.1,119.2,407.2,213.8,bla2036,368.7944444444444,0.9768531885289304,0.010170701585969307,336.3666666666667,0.8232984097444034,0.08444272345632536,369.4666666666667,0.9726191768120169,0.01205717184214236,1.0104111173686052,0.014942418034933068,,0.9215665383034749,-0.11783976081118311,,1.0122528501194843,0.01756970510126334,
RBM15,0.0,32.5,675.8,0.0,25.7,393.1,0.0,46.1,644.5,0.0,693.9,41.3,0.0,53.08333333333332,576.0583333333334,0.0,54.19166666666666,505.40833333333336,0.0,66.00833333333334,526.7500000000001,0.0,564.725,58.95,NP_073605.4,,622.0,45.9,,749.5,37.9,,443.8,41.0,,470.5,47.5,,311.8,35.0,bla2037,209.71388888888893,0.9946768474687049,0.00231799076804031,186.53333333333333,0.9335234288664322,0.029874777983006664,197.58611111111114,0.9683563606791294,0.013964790423291207,1.0087652489945351,0.012590482159823651,,0.8972621958552129,-0.15639846717171924,,0.9504282412046874,-0.07335038959820381,
PSME3IP1,0.0,350.5,740.4,0.0,258.4,511.7,0.0,344.9,748.4,0.0,743.0,337.4,0.0,361.7,633.8666666666667,0.0,365.625,683.1083333333332,0.0,355.65000000000003,608.6916666666666,0.0,611.5333333333333,338.75,NP_001341007.1,,661.7,350.0,,762.9,307.5,,501.8,269.0,,541.7,251.0,,409.9,266.2,bla2038,331.85555555555555,0.9556288447334702,0.01971074996494243,349.5777777777777,0.9074930825548082,0.04215667672680916,321.44722222222225,0.9859374351519752,0.006150643304586092,1.0476524545311048,0.06716020038473886,,1.1036006804987983,0.14221825139419964,,1.0147938334181035,0.021186657738620766,
NCLN,350.4,105.2,0.0,257.1,83.4,0.0,421.2,111.3,0.0,388.7,0.0,123.6,355.65000000000003,127.7,0.0,377.88333333333327,131.16666666666669,0.0,402.675,136.70833333333334,0.0,375.5583333333333,0.0,141.49166666666665,NP_064555.2,363.6,,130.8,384.1,,89.0,329.5,,109.3,371.5,,112.8,234.9,,82.8,bla2039,161.11666666666667,0.9442912704752089,0.02489402514172224,169.6833333333333,0.987160907777364,0.005612051318058555,179.79444444444445,0.9653800709795368,0.015301670871534988,0.9348225510105407,-0.09723555777277046,,0.9845276085484962,-0.02249643151571741,,1.0431937594687812,0.06100714430358855,
SLC27A1,24.7,191.8,0.0,14.5,189.7,0.0,23.2,171.4,0.0,23.1,0.0,186.4,37.26666666666667,212.45833333333331,0.0,28.883333333333336,263.40833333333336,0.0,34.99166666666667,193.78333333333333,0.0,32.38333333333333,0.0,202.225,XP_011526302.1,25.7,,246.8,24.6,,175.6,16.8,,184.7,24.2,,198.3,20.2,,224.1,bla2040,83.24166666666666,0.9583554015543534,0.018473405002257196,97.43055555555556,0.863429918054576,0.06377290701065284,76.25833333333334,0.9831513203693556,0.007379633191532173,1.0644336305189501,0.09008599778810085,,1.24587077753703,0.31715443892820094,,0.9751358647391044,-0.0363248527126373,
AP1S1,110.4,0.0,421.2,90.2,0.0,280.8,108.5,0.0,430.5,115.2,475.4,0.0,122.86666666666665,0.0,344.2416666666666,132.28333333333333,0.0,340.50833333333327,114.41666666666664,0.0,333.25,119.8,367.5083333333334,0.0,NP_001274.1,117.7,393.6,,109.7,397.0,,100.3,300.3,,91.7,298.6,,82.7,230.4,,bla2041,155.70277777777775,0.965865085657974,0.015083532638600789,157.5972222222222,0.9752848411673694,0.010868525962131658,149.2222222222222,0.9322009131536626,0.030490475982490727,0.9585478051199614,-0.06107771047472693,,0.9702105101150877,-0.043630286815374154,,0.9186517776219708,-0.12240999496307746,
UQCC2,439.5,0.0,90.0,279.4,0.0,67.0,397.2,0.0,107.5,436.7,97.1,0.0,437.62500000000006,0.0,50.84166666666667,406.5416666666667,0.0,44.60833333333333,386.75,0.0,61.98333333333334,417.5916666666666,48.275,0.0,NP_115716.1,380.6,80.0,,316.4,119.3,,344.3,68.3,,328.5,79.0,,307.0,49.9,,bla2043,162.82222222222222,0.9704357501481308,0.01303321275352803,150.38333333333335,0.9800402982972085,0.008756066176603013,149.57777777777778,0.9759900902121668,0.010554591952183225,1.048511734401832,0.0683430074226784,,0.9684101316542647,-0.04630992177634789,,0.9632226674298799,-0.05405875158139427,
CASP3,1179.1,569.8,708.1,625.1,317.0,390.9,1158.6,591.4,792.0,1088.6,784.4,591.6,1194.2500000000002,564.725,602.7166666666666,919.0166666666668,437.62500000000006,501.5333333333335,1112.175,582.2333333333333,657.5166666666667,1045.0083333333334,645.3833333333333,568.325,NP_001341706.1,899.4,579.6,509.0,1301.0,809.3,626.6,721.6,517.7,377.5,771.5,558.1,422.1,505.3,303.2,281.1,bla2044,787.2305555555557,0.8987254544368795,0.04637295769188446,619.3916666666668,0.5616419302538123,0.25054047673635715,783.975,0.8954842385976056,0.04794205375724642,1.045590047445821,0.06431731387328458,,0.822668476937494,-0.2816169315994593,,1.0412660581598694,0.0583387446654642,
WASF2,78.7,0.0,336.5,63.0,0.0,161.4,81.1,0.0,359.3,84.9,344.6,0.0,88.27499999999999,0.0,268.12499999999994,98.05,0.0,175.36666666666667,90.40000000000002,0.0,273.6,87.77500000000002,257.3333333333333,0.0,NP_008921.1,70.7,276.1,,84.6,361.7,,71.4,217.6,,63.0,274.5,,58.0,151.3,,bla2045,118.79999999999997,0.9741621577383943,0.011368745021490203,91.1388888888889,0.8075477654018175,0.09283178028240081,121.33333333333336,0.9572476760826699,0.018975679318951152,1.032719194455847,0.04644802589857719,,0.7922632989640935,-0.3359481229387182,,1.0547412648202257,0.0768891394627144,
ACSL1,252.4,120.5,354.4,242.5,149.0,355.3,271.7,128.5,335.7,290.5,358.9,161.9,259.175,145.15,291.58333333333337,354.075,215.36666666666667,452.25833333333327,267.56666666666666,153.53333333333333,252.95,286.6333333333333,270.7916666666667,179.24999999999997,NP_001273637.1,366.2,461.6,202.8,240.4,594.6,148.7,308.7,366.7,152.7,263.3,333.2,136.6,274.3,392.0,153.2,bla2046,231.96944444444446,0.8198257982524162,0.08627841943939864,340.5666666666666,0.304939648439307,0.5157861047296022,224.6833333333333,0.6922614744590675,0.1597298369504547,0.944661259488015,-0.08213100033271073,,1.3869073879254759,0.471871453529184,,0.9149896494383548,-0.12817267147802278,
OCIAD1,494.4,1037.3,805.5,370.3,840.6,575.6,496.9,1037.5,774.0,502.8,738.8,1044.3,485.525,982.0583333333332,690.5749999999999,541.8333333333333,1087.7916666666667,762.2833333333333,477.6750000000001,979.1583333333334,638.3666666666667,464.325,607.4499999999999,962.2583333333332,XP_024309873.1,436.8,800.6,1196.7,458.4,988.5,1397.5,424.5,724.1,1039.5,442.8,821.6,1144.5,421.8,779.9,1089.5,bla2047,719.386111111111,0.851007149604974,0.07006679124215155,797.3027777777778,0.6117505976439715,0.21342559769607153,698.4000000000001,0.9270481020299397,0.03289773089952958,1.0610240736795529,0.08545739007369246,,1.1759435276380263,0.23381877926202335,,1.030071614690025,0.042744642812887236,
TRPV2,132.6,0.0,164.6,118.9,0.0,180.6,131.9,0.0,166.5,134.3,190.1,0.0,140.975,0.0,118.11666666666666,176.89166666666668,0.0,201.675,140.975,0.0,116.39166666666668,138.15833333333333,129.26666666666662,0.0,NP_057197.2,150.0,228.7,,161.7,167.2,,139.9,207.6,,149.5,206.9,,169.8,248.4,,bla2048,86.36388888888888,0.9666605225161389,0.014726017212930844,126.18888888888891,0.6607574885481194,0.1799579061883876,85.78888888888889,0.9596747322607699,0.017875939794731757,0.968838615188059,-0.04567172693389845,,1.4155993892368581,0.5014130444223012,up-regulated,0.9623882085319874,-0.05530912859598425,
NCKAP1,238.8,489.1,129.7,222.8,371.3,112.7,238.4,483.5,140.0,243.5,143.6,496.0,243.63333333333333,488.70833333333326,88.64166666666667,326.19999999999993,505.40833333333336,105.625,239.3,485.525,91.525,239.3,90.90833333333336,482.125,NP_995314.1,309.9,175.5,609.1,264.0,145.7,617.2,272.8,132.9,436.8,222.9,133.1,481.4,256.8,128.9,371.0,bla2049,273.6611111111111,0.9867333833926859,0.005800178397485949,312.4111111111111,0.8102991501493735,0.09135461658545867,272.1166666666667,0.99379723485978,0.002702215969244214,1.0106483381206401,0.015281089124691304,,1.153754616331555,0.20633642030469448,,1.0049446040213377,0.007115977318254814,
XP_016879514.1,175.8,0.0,242.1,135.8,0.0,171.2,153.5,0.0,277.0,168.8,281.7,0.0,186.3083333333333,0.0,179.24999999999997,204.375,0.0,189.65833333333333,160.08333333333334,0.0,204.9,167.50833333333335,202.225,0.0,XP_016879514.1,205.9,230.9,,179.5,300.5,,129.8,165.7,,142.3,229.2,,130.3,139.9,,bla2051,121.85277777777776,0.9880393565651824,0.005225755818585099,131.34444444444443,0.933151963376855,0.030047625833405037,121.66111111111111,0.9865252676042363,0.005891786802506818,0.9887080778939774,-0.016383475564046235,,1.0657230436350522,0.09183256428062941,,0.9871529029931482,-0.018654529653541068,
