Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample
NP_004689.1,1798.8,543.1,519.6,1537.8,546.9,481.3,978.5,335.4,312.9,1728.7,472.7,419.6,1472.8,563.1,529.0,1581.1,671.9,575.1,1163.0,342.3,336.0,1179.8,379.5,358.9,853.0,281.6,263.6,1668.7518518518516,408.92962962962946,487.6703703703704,1486.2925925925929,442.41111111111104,464.6925925925926,1490.2111111111112,402.4777777777778,412.34444444444455,1614.0851851851853,350.35185185185185,410.01481481481466,1512.0333333333338,468.95555555555546,478.20370370370364,1546.2111111111112,519.074074074074,545.7518518518518,1401.5407407407404,333.037037037037,382.9074074074074,1376.937037037037,352.9222222222223,415.8111111111111,1282.374074074074,368.2222222222223,351.3888888888888
NP_115687.2,1676.2,344.2,2204.2,1552.3,338.9,2045.5,988.5,262.8,1328.6,1770.6,354.2,2033.5,1354.9,322.9,1842.6,1762.5,436.5,2183.0,1089.3,246.7,1368.3,1169.0,285.7,1387.6,755.9,219.5,1096.7,1546.2111111111112,246.63333333333327,1828.6222222222223,1508.3777777777777,261.8407407407408,1738.3925925925923,1508.3777777777777,305.86666666666673,1631.7666666666667,1666.2555555555557,261.2037037037037,1736.3925925925926,1368.2851851851851,247.80740740740742,1531.325925925926,1701.362962962963,321.0777777777777,1882.411111111111,1303.222222222222,231.0888888888889,1370.1444444444442,1365.3666666666668,249.962962962963,1424.737037037037,1138.140740740741,264.02592592592595,1305.0888888888887
XP_016858797.1,1033.8,397.5,372.3,978.4,355.8,337.7,644.7,230.2,191.3,935.2,432.1,331.0,904.6,309.2,267.1,893.3,457.6,372.0,653.2,267.0,250.8,685.7,318.6,248.0,568.0,163.4,169.9,953.0444444444443,299.98148148148147,353.7333333333333,939.1296296296294,282.62592592592586,337.3444444444445,915.0333333333334,256.26296296296294,253.81111111111113,867.7888888888889,322.40740740740745,331.1888888888888,857.1851851851852,232.29999999999998,254.7,833.0666666666666,336.71851851851864,369.07037037037037,766.5222222222224,250.6222222222223,285.7111111111111,760.2407407407408,290.7222222222222,296.99629629629624,830.2814814814813,184.5074074074074,235.98888888888885
XP_011524858.1,1101.5,301.0,2363.1,1170.5,316.1,2464.9,990.8,248.5,1866.7,1259.5,311.9,1969.3,1462.4,368.7,3547.6,1265.5,301.6,3167.4,1102.3,247.5,1986.5,1262.9,330.6,2476.3,1055.8,269.9,1888.7,1014.511111111111,210.0851851851852,1988.462962962963,1139.8777777777777,237.63703703703703,2107.7666666666664,1514.8962962962962,285.7111111111111,2292.3703703703704,1174.9444444444443,220.86666666666665,1671.5592592592598,1490.2111111111112,287.65185185185175,2998.155555555556,1232.477777777778,214.4,2679.3333333333335,1316.448148148148,231.65555555555554,1988.462962962963,1499.048148148148,305.0037037037037,2511.540740740741,1614.0851851851853,346.89629629629627,2162.137037037037
NP_001007539.1,465.5,356.6,160.2,469.0,323.1,172.7,292.7,175.4,146.3,471.8,361.9,157.3,424.8,250.6,189.5,504.8,663.3,144.5,280.0,286.6,146.3,259.3,248.6,115.1,170.5,108.3,114.3,416.87037037037044,259.02592592592595,170.64444444444447,442.41111111111104,243.15925925925933,185.79259259259257,410.73333333333335,189.87037037037032,201.39259259259254,432.4037037037037,265.90000000000003,170.64444444444447,404.77407407407406,185.79259259259257,187.81111111111107,481.237037037037,507.7370370370369,159.11111111111111,322.40740740740745,275.48148148148147,182.16666666666666,294.44074074074075,213.8,156.5740740740741,256.26296296296294,110.5925925925926,168.41851851851854
NP_055144.3,167.9,869.7,923.3,160.7,676.9,972.7,122.1,401.7,865.8,163.0,765.7,897.3,152.6,603.1,1172.0,186.1,769.1,895.7,110.2,403.3,897.9,137.1,541.9,821.1,89.8,293.6,863.0,158.55555555555554,686.0333333333333,819.9074074074072,165.362962962963,558.9481481481481,894.848148148148,176.61851851851856,500.6481481481482,1079.1555555555558,162.01111111111112,605.2037037037036,824.6851851851851,156.5740740740741,513.0703703703704,1002.1777777777776,193.4259259259259,597.0148148148148,831.9407407407407,131.75185185185182,410.73333333333335,943.6296296296297,163.07777777777775,523.9481481481481,885.4925925925927,137.88518518518518,382.9074074074074,1039.9592592592594
NP_031397.1,1695.5,732.4,382.9,1664.1,766.7,357.4,1030.8,484.6,227.6,1664.6,723.5,359.7,1533.8,706.5,336.4,1371.4,627.6,230.4,1193.8,528.9,288.3,1199.9,488.7,255.5,1028.0,421.5,239.8,1569.5629629629634,580.1851851851852,364.6962962962963,1612.1925925925927,631.9,355.0851851851853,1571.7518518518516,620.9925925925926,305.86666666666673,1554.0259259259255,569.2111111111111,356.67037037037045,1563.6185185185184,609.3074074074074,312.58148148148143,1341.3703703703702,484.9629629629629,241.70370370370367,1439.7888888888888,555.3037037037037,328.4703703703704,1407.6111111111113,470.4518518518518,305.86666666666673,1569.5629629629634,544.5518518518519,323.19629629629634
NP_001139019.1,193.5,1046.2,1291.6,157.0,1025.2,1239.5,155.5,693.6,725.5,179.0,1066.0,1192.4,199.4,927.1,1086.9,159.0,1067.9,1250.6,162.5,740.4,876.9,119.3,775.2,881.9,139.4,634.2,696.6,181.46296296296293,855.7851851851851,1107.1444444444444,159.55185185185186,864.7925925925927,1096.8222222222223,225.38148148148144,906.4185185185185,900.8296296296298,178.4037037037037,857.1851851851852,1055.2814814814815,196.40370370370366,802.151851851852,937.8999999999999,162.01111111111112,841.2444444444444,1107.1444444444444,189.87037037037032,789.0777777777776,916.2629629629632,142.7851851851852,758.0666666666665,945.4666666666665,213.8,845.0666666666667,871.0370370370367
NP_001293135.1,2322.7,335.8,518.1,2414.9,352.1,493.3,1586.3,247.4,392.5,2350.8,336.5,439.9,2165.3,317.3,561.7,2292.8,213.2,455.0,1817.2,278.7,449.4,1770.5,236.8,361.8,1626.8,228.8,420.2,2224.1740740740743,238.23703703703708,486.43333333333345,2421.114814814814,280.5777777777778,474.3111111111112,2457.1740740740734,282.62592592592586,519.074074074074,2262.885185185185,243.8814814814815,428.9629629629629,2231.811111111111,240.6407407407407,512.2814814814816,2259.0407407407415,139.64814814814815,433.20000000000005,2250.337037037037,267.87777777777774,490.73333333333323,2092.940740740741,204.89629629629633,419.1629629629629,2549.281481481481,284.08148148148143,530.2111111111111
NP_001257368.1,0.0,241.0,402.6,0.0,203.6,417.8,0.0,142.2,240.7,0.0,205.9,357.9,0.0,195.0,344.4,0.0,156.0,289.1,0.0,180.5,335.6,0.0,170.3,296.7,0.0,147.6,258.0,0.0,164.6851851851852,377.8481481481481,0.0,142.7851851851852,408.1518518518518,0.0,140.23333333333332,321.0777777777777,0.0,137.88518518518518,355.0851851851853,0.0,130.35925925925923,324.4222222222222,0.0,98.14074074074071,293.10370370370373,0.0,157.92222222222222,382.05555555555543,0.0,134.91481481481486,347.9629629629629,0.0,165.362962962963,346.1037037037037
NP_005434.4,507.1,790.3,1446.5,475.1,723.9,1415.6,476.4,669.9,1054.6,511.9,745.7,1666.9,646.2,1022.6,1656.0,450.2,656.2,1945.3,523.7,765.6,1270.6,490.7,613.1,1429.6,439.6,648.6,991.9,449.77777777777777,628.7481481481483,1227.3444444444447,449.77777777777777,597.0148148148148,1214.1148148148147,676.5185185185185,858.5851851851852,1280.4148148148151,469.7962962962963,585.4888888888888,1394.4518518518514,614.0333333333334,915.0333333333334,1401.5407407407404,422.04814814814813,503.7333333333333,1668.7518518518516,614.9666666666667,819.9074074074072,1282.374074074074,544.5518518518519,582.1370370370371,1469.0814814814814,655.6629629629632,871.0370370370367,1173.0814814814814
NP_002613.2,4557.9,1044.5,2997.3,4509.0,1071.2,3129.9,2530.2,661.8,1797.2,4346.4,1029.6,3243.1,3520.1,898.5,2614.8,4045.1,1176.3,3299.9,3320.2,813.5,2522.0,3404.3,831.6,2482.5,2670.7,668.7,1979.1,4513.6703703703715,854.2814814814815,2525.725925925926,4565.111111111111,900.8296296296298,2702.3,4080.907407407407,843.7925925925927,2197.6666666666665,4247.896296296297,833.0666666666666,2763.4666666666667,3796.651851851853,771.9925925925928,2215.9407407407407,4080.907407407407,940.7999999999998,2763.4666666666667,4187.696296296297,863.9037037037039,2521.0592592592593,4247.896296296297,802.9407407407407,2536.385185185185,4488.055555555555,905.5333333333334,2268.874074074074
NP_004025.1,2580.0,1872.7,0.0,2750.8,1953.3,0.0,1724.0,1121.4,0.0,2734.8,1890.0,0.0,2800.2,1769.4,0.0,2421.8,2545.4,0.0,2544.8,1445.9,0.0,2672.7,1790.7,0.0,1967.4,1269.2,0.0,2502.9814814814813,1550.9259259259256,0.0,2789.637037037037,1662.2703703703698,0.0,2684.759259259258,1546.2111111111112,0.0,2673.2740740740737,1578.025925925926,0.0,2932.0444444444447,1614.0851851851853,0.0,2410.5333333333338,2079.5851851851853,0.0,3258.2,1582.037037037037,0.0,3325.166666666666,1828.6222222222223,0.0,3109.522222222222,1763.366666666667,0.0
XP_016865174.1,796.3,832.2,788.0,801.4,799.2,812.5,639.5,625.6,638.5,819.4,831.4,801.8,1028.3,1028.2,1007.0,789.3,749.8,860.9,826.6,858.4,813.2,951.2,919.3,936.8,1076.4,1059.5,1032.9,736.3407407407408,653.5518518518518,719.9148148148148,774.9370370370372,658.4666666666669,756.6814814814816,905.5333333333334,799.9555555555555,814.0222222222221,753.925925925926,661.6851851851851,744.7888888888889,981.3703703703702,917.3,879.637037037037,725.4518518518518,582.1370370370371,805.5333333333333,975.3962962962962,911.2185185185184,852.6222222222221,1096.8222222222223,924.1333333333334,1011.2888888888888,1635.4962962962966,1438.5555555555557,1218.9592592592594
NP_002619.1,616.0,1114.7,2590.1,733.6,1247.6,3027.7,498.6,851.3,1627.4,722.6,1275.6,2700.2,726.9,1216.1,2946.7,813.3,1434.1,2961.5,610.9,1022.2,2481.7,622.7,1062.5,2345.2,550.4,876.3,1514.8,559.7666666666668,913.7370370370371,2173.581481481481,692.8962962962963,1058.9925925925927,2617.874074074074,720.811111111111,1128.3185185185187,2015.5296296296294,653.5518518518518,1039.9592592592594,2283.8222222222225,693.9814814814815,1094.874074074074,2545.1185185185186,747.562962962963,1136.3148148148146,2489.566666666666,719.9148148148148,1094.874074074074,2480.4518518518516,692.8962962962963,1065.6296296296296,2391.1222222222223,802.151851851852,1174.9444444444443,1754.3370370370374
NP_001353524.1,1195.3,2541.6,367.2,1048.1,2547.7,380.6,612.1,1241.4,194.2,1110.8,2507.1,382.6,883.3,1858.0,262.5,958.6,2348.3,358.8,744.6,1467.8,205.9,785.2,1626.9,247.1,529.0,1156.2,188.4,1096.8222222222223,2072.459259259259,349.4666666666667,1002.1777777777776,2146.448148148148,375.34444444444443,872.2962962962964,1683.5407407407404,257.6555555555555,1028.674074074074,2012.0333333333333,376.31851851851854,836.5888888888888,1692.2925925925929,249.962962962963,915.0333333333334,1901.114814814815,359.36666666666673,862.1814814814815,1619.6592592592594,238.8148148148148,881.111111111111,1662.2703703703698,295.1259259259259,773.1222222222221,1592.2925925925924,264.02592592592595
NP_001311230.1,1500.7,889.2,177.2,1592.3,800.9,159.6,957.8,638.1,94.0,1449.6,899.6,176.8,1372.6,897.9,140.8,1235.2,839.7,144.5,1197.9,756.9,135.3,1189.1,777.1,113.4,1098.3,676.4,92.4,1387.9444444444443,705.3074074074074,186.39999999999998,1536.188888888889,660.6666666666669,175.19629629629623,1444.8592592592593,812.9296296296299,142.7851851851852,1353.8037037037036,723.2888888888886,192.85925925925926,1396.8740740740743,769.2518518518519,144.74444444444447,1204.9148148148151,655.6629629629632,159.11111111111111,1449.774074074074,806.7666666666667,172.4444444444444,1392.7148148148149,762.7962962962963,152.1037037037037,1658.7592592592596,916.2629629629632,144.32592592592593
NP_006288.2,16.0,0.0,3661.3,16.4,0.0,3407.0,15.0,0.0,2541.2,25.7,0.0,3676.2,22.4,0.0,3873.2,29.8,0.0,3859.5,21.9,0.0,2865.2,16.5,0.0,2972.3,11.3,0.0,2468.7,23.992592592592594,0.0,3067.125925925926,23.992592592592594,0.0,2871.929629629629,30.15185185185185,0.0,3161.9629629629635,36.459259259259255,0.0,3135.818518518519,30.640740740740736,0.0,3238.8444444444435,38.666666666666664,0.0,3232.696296296297,36.80740740740742,0.0,2814.103703703704,29.32962962962963,0.0,3016.777777777778,23.696296296296296,0.0,2876.8370370370367
NP_006006.3,540.2,147.5,146.4,542.3,141.5,146.4,450.1,113.1,106.3,562.6,163.7,141.2,596.4,149.1,145.2,604.0,172.4,161.4,425.7,108.7,92.3,464.0,117.3,93.4,417.7,82.0,81.1,484.9629629629629,91.51481481481481,157.92222222222222,508.50740740740736,93.0185185185185,161.25555555555553,633.1888888888888,103.97037037037035,152.1037037037037,517.2777777777778,111.17407407407408,160.67407407407407,568.4037037037037,93.30000000000001,149.27037037037033,562.3814814814815,108.22962962962963,179.61481481481482,495.1888888888889,80.97777777777776,123.50000000000003,521.1888888888889,90.22592592592592,132.66666666666666,621.874074074074,75.5185185185185,127.72962962962964
NP_788955.1,1935.7,5052.4,4940.9,1905.2,5062.9,5011.1,1348.9,3068.6,2436.0,1945.8,5254.2,4692.4,1797.4,4390.8,4082.9,1387.7,5189.6,4040.4,1801.5,3930.1,3692.3,1560.4,4282.7,3468.8,1674.1,3393.3,2561.6,1828.6222222222223,3947.9111111111106,4070.1555555555556,1898.5296296296294,4144.048148148148,4230.103703703704,2082.8703703703704,4206.3814814814805,3016.777777777778,1831.185185185185,4106.881481481482,3919.7222222222226,1887.2555555555557,3893.040740740741,3479.396296296297,1351.737037037037,4011.562962962964,3369.1888888888884,2228.3333333333335,4238.966666666667,3588.462962962963,1840.914814814815,4348.018518518518,3459.3592592592595,2660.3851851851855,4683.585185185185,2961.5296296296297
NP_001317598.1,1585.2,1851.7,593.8,1379.3,1772.9,596.4,926.9,1051.7,510.1,1537.5,1884.0,541.5,1590.3,1844.7,792.7,1659.5,2460.1,510.0,1583.0,1793.3,790.5,1665.2,1938.5,633.2,1015.0,1190.2,694.5,1449.774074074074,1523.225925925926,549.7629629629631,1329.711111111111,1539.5444444444443,576.237037037037,1392.7148148148149,1456.662962962963,664.088888888889,1431.4407407407407,1573.9777777777779,511.26666666666677,1616.7888888888886,1674.596296296296,717.3481481481482,1614.0851851851853,2012.0333333333333,477.4,1942.5962962962965,1939.3037037037038,831.9407407407407,1962.8,1959.662962962963,700.6555555555555,1536.188888888889,1640.5555555555552,866.3703703703702
NP_775882.2,586.5,1266.5,1921.3,527.8,1257.9,1827.7,403.0,724.8,1272.7,543.3,1291.1,1930.0,565.0,1149.0,1911.2,482.0,1205.1,2037.0,488.7,896.6,1367.5,492.7,1021.9,1590.1,418.2,734.2,1348.1,527.0407407407407,1015.8222222222221,1567.233333333333,497.7777777777778,1072.0814814814812,1569.5629629629634,561.5703703703703,953.0444444444443,1550.9259259259256,497.7777777777778,1052.0518518518516,1635.4962962962966,541.337037037037,1024.5555555555557,1619.6592592592594,461.2074074074074,965.9592592592592,1746.6074074074074,571.0851851851853,972.562962962963,1365.3666666666668,548.8074074074075,1033.0814814814814,1624.574074074074,623.9999999999999,999.1222222222225,1573.9777777777779
NP_037470.1,1009.2,551.1,132.7,972.9,487.7,133.1,756.8,394.1,110.9,926.5,504.7,117.3,1051.9,515.1,152.6,1019.3,549.9,140.8,1059.4,523.4,126.8,1086.4,521.6,113.6,1112.1,521.4,145.0,926.7518518518518,421.18148148148146,145.25555555555556,936.4740740740742,386.9814814814814,149.69259259259258,1116.385185185185,490.73333333333323,158.55555555555554,857.1851851851852,383.4851851851852,136.07777777777778,1011.2888888888888,426.92592592592604,155.93333333333334,975.3962962962962,410.73333333333335,155.93333333333334,1272.0703703703707,548.8074074074075,160.0777777777778,1257.5111111111112,499.70370370370364,153.24074074074073,1683.5407407407404,676.5185185185185,200.5111111111111
NP_001684.2,849.0,1167.7,1208.0,743.1,1097.5,1238.6,562.0,1079.4,926.5,744.0,1126.5,1221.0,839.2,1493.5,1335.6,838.4,1351.4,1553.9,661.3,1248.4,1151.2,646.4,1099.9,1090.6,538.6,1095.8,980.4,791.4481481481481,943.6296296296297,1052.0518518518516,701.4851851851853,928.5777777777779,1094.874074074074,811.3555555555556,1480.6444444444442,1156.4592592592592,676.5185185185185,906.4185185185185,1072.0814814814812,808.262962962963,1351.737037037037,1141.8111111111111,769.2518518518519,1087.6444444444444,1358.3703703703704,774.9370370370372,1368.2851851851851,1163.711111111111,711.4703703703703,1096.8222222222223,1150.5740740740741,787.3703703703702,1503.4407407407411,1163.711111111111
NP_001186846.1,359.0,1543.4,2082.4,306.5,1327.6,2004.7,177.4,745.2,1472.1,326.0,1491.9,2092.4,303.6,1295.0,2165.8,413.9,1505.1,2535.5,317.2,1411.1,1987.9,344.8,1857.9,2319.7,283.2,1222.6,1738.6,334.5074074074073,1283.9777777777776,1716.9185185185188,303.27407407407406,1134.2814814814815,1716.9185185185188,258.3962962962963,978.5888888888888,1813.537037037037,301.3407407407407,1254.9555555555557,1785.1407407407412,296.99629629629624,1180.4481481481482,1851.1333333333332,393.3370370370371,1211.1333333333332,2157.4333333333334,361.4555555555555,1548.8444444444442,1995.0592592592598,391.6703703703704,1904.8518518518515,2364.3888888888887,418.39629629629627,1683.5407407407404,1995.0592592592598
NP_001245286.1,5050.4,5255.3,2320.7,4686.7,5098.7,2421.2,2395.4,2497.2,1316.5,4992.6,5227.0,2456.3,3599.8,3987.4,1902.0,3808.5,3521.8,2643.5,3770.9,5061.0,1944.5,4467.3,4993.8,2481.1,3310.4,4053.0,1913.2,4910.722222222223,4106.881481481482,1931.2925925925927,4763.92962962963,4175.511111111111,2072.459259259259,3856.266666666667,3346.8925925925923,1612.1925925925927,4938.355555555556,4089.151851851851,2085.859259259259,3911.4259259259265,3551.903703703704,1606.8185185185184,3874.644444444444,2797.729629629629,2239.4333333333334,4938.355555555556,5365.22962962963,1935.1074074074074,5858.292592592592,4952.555555555556,2525.725925925926,5623.707407407408,5502.2962962962965,2193.348148148148
NP_001311048.1,0.0,200.9,1824.3,0.0,201.7,1708.3,0.0,189.2,1652.6,0.0,258.9,1888.6,0.0,278.9,2510.8,0.0,226.3,2060.8,0.0,252.8,1930.5,0.0,225.2,1798.5,0.0,228.4,1691.5,0.0,133.79259259259257,1508.3777777777777,0.0,140.94074074074075,1426.5666666666668,0.0,204.89629629629633,2061.385185185185,0.0,175.83333333333337,1612.1925925925927,0.0,208.76296296296294,2143.3370370370376,0.0,145.9185185185185,1760.911111111111,0.0,234.61481481481482,1922.0074074074073,0.0,189.23703703703706,1834.6444444444448,0.0,283.3148148148147,1955.0740740740741
NP_005361.2,1937.6,752.1,1717.9,1943.3,751.8,1588.8,1048.9,468.7,1263.7,1968.8,739.1,1537.6,1835.4,662.5,1662.7,2007.9,892.1,1712.8,1669.6,537.7,1460.0,1506.4,576.9,1162.2,1194.4,431.0,1102.9,1831.185185185185,598.2185185185184,1396.8740740740743,1922.0074074074073,622.8518518518518,1347.6666666666663,1609.9111111111108,594.848148148148,1536.188888888889,1882.411111111111,581.2370370370371,1310.085185185185,1919.4,568.4037037037037,1410.0851851851853,1945.3222222222216,690.3888888888889,1455.051851851852,2057.207407407407,567.4629629629629,1486.2925925925929,1788.722222222222,549.7629629629631,1225.4444444444443,1809.8333333333333,548.8074074074075,1316.448148148148
NP_000261.2,1017.6,349.6,16.1,890.7,277.7,16.3,626.9,195.1,13.7,903.2,287.3,14.4,917.6,269.0,15.3,785.5,236.7,15.9,937.2,235.6,18.6,828.4,216.9,14.1,667.8,196.7,10.3,939.1296296296294,252.29999999999998,32.65555555555556,866.3703703703702,203.42592592592592,35.61111111111112,890.2481481481482,212.12592592592594,35.99999999999999,835.4407407407408,205.54444444444445,33.01481481481481,863.9037037037039,198.97407407407405,31.88148148148148,719.9148148148148,155.2962962962963,36.459259259259255,1105.8814814814816,213.8,38.22222222222223,928.5777777777779,180.22962962962958,37.262962962962966,972.562962962963,230.11111111111111,33.77037037037037
NP_055070.1,2153.7,2117.4,2694.6,2019.8,1803.7,3064.8,1082.6,945.2,1930.2,2105.4,2333.2,2755.8,1556.0,1452.8,2670.6,1325.5,1571.5,2851.5,1482.6,1384.3,2346.9,1668.2,1544.8,2523.0,1146.5,933.1,2695.9,2050.918518518519,1726.9888888888893,2250.337037037037,2015.5296296296294,1567.233333333333,2645.6555555555556,1677.2740740740744,1282.374074074074,2404.1666666666674,1995.0592592592598,1878.1777777777784,2329.2222222222226,1584.2259259259258,1323.4074074074076,2273.0814814814817,1283.9777777777776,1280.4148148148151,2387.759259259259,1828.6222222222223,1508.3777777777777,2356.785185185185,1967.8740740740743,1578.025925925926,2598.2185185185185,1731.103703703704,1272.0703703703707,3109.522222222222
NP_056444.3,3113.2,4223.7,4742.3,2938.3,4104.7,4228.7,1733.1,2240.4,2481.8,3076.1,4329.0,4548.0,2743.5,3447.5,3820.1,1869.5,3868.6,4195.2,2414.6,2819.6,3073.0,2235.8,3052.0,2959.5,1768.5,2037.5,2258.5,3028.937037037037,3307.9925925925922,3902.0,3010.4555555555553,3307.9925925925922,3604.5185185185187,2711.5222222222224,3016.777777777778,3067.125925925926,3028.937037037037,3377.8296296296294,3789.5592592592593,2871.929629629629,3067.125925925926,3201.7925925925924,1785.1407407407412,3086.177777777778,3521.2518518518523,3047.1925925925925,2955.05925925926,3016.777777777778,2640.844444444444,3036.2481481481486,2993.4592592592603,2802.6111111111104,2752.944444444444,2623.814814814815
