Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample
NP_001290553.1,847.6,2094.9,7326.9,744.2,2037.7,7128.2,820.4,1889.2,6670.1,806.8,2086.6,7189.3,1053.8,2602.3,9225.8,808.4,2186.9,7731.7,937.2,2179.4,7804.1,713.7,1839.3,6521.1,884.8,2018.6,7711.5,790.1814814814816,1704.1148148148147,5706.622222222221,704.474074074074,1706.9777777777779,5799.151851851852,1211.1333333333332,2560.5851851851858,8009.399999999999,736.3407407407408,1704.1148148148147,5738.666666666667,1015.8222222222221,2276.7259259259254,7473.544444444445,742.037037037037,1765.877777777778,6228.614814814816,1105.8814814814816,2360.1333333333328,7310.07037037037,790.1814814814816,1878.1777777777784,6389.992592592594,1336.8592592592595,2717.5074074074078,8869.937037037036
NP_003748.1,4240.6,4132.9,3696.0,3894.2,3687.1,3554.3,2539.0,2357.4,2404.3,3901.6,4117.3,3706.4,3940.3,3745.0,3727.7,4191.2,4195.8,4046.5,3020.7,3031.0,3105.2,2848.9,2803.8,2726.0,2223.0,1909.9,2103.8,4135.159259259259,3225.285185185185,3086.177777777778,3927.4703703703703,3041.770370370371,3036.2481481481486,4106.881481481482,3161.9629629629635,2961.5296296296297,3830.081481481481,3252.4370370370375,3155.959259259259,4314.281481481482,3315.851851851853,3079.6703703703706,4215.400000000001,3325.166666666666,3377.8296296296294,3779.514814814814,3194.6037037037045,3062.133333333333,3612.618518518519,2797.729629629629,2768.0407407407406,3551.903703703704,2549.281481481481,2394.9666666666662
XP_024309320.1,1600.5,3230.0,3762.8,1549.6,3055.9,3733.2,1114.2,2358.2,3061.4,1632.1,3231.8,3818.5,1849.5,3772.4,5092.7,2253.6,4626.3,5663.1,1309.6,2709.1,3806.3,1372.1,2717.9,3329.4,956.0,2100.3,2692.1,1467.0185185185187,2592.8037037037034,3135.818518518519,1501.0777777777778,2560.5851851851858,3208.6444444444437,1733.748148148148,3168.859259259259,3813.4370370370375,1521.2037037037035,2587.3888888888887,3252.4370370370375,1935.1074074074074,3354.977777777778,4298.4,2201.4999999999995,3588.462962962963,4738.007407407407,1588.903703703704,2876.8370370370367,3726.944444444444,1619.6592592592594,2717.5074074074078,3339.688888888888,1439.7888888888888,2831.751851851852,3104.185185185185
NP_000185.1,740.1,567.7,743.2,756.4,678.4,683.4,606.0,396.4,641.0,749.7,551.9,725.7,803.1,539.8,837.7,827.8,589.9,872.1,686.0,491.5,833.5,724.0,489.1,692.8,669.0,404.1,810.6,665.8333333333334,440.5555555555555,675.1,723.2888888888886,561.5703703703703,642.8444444444443,862.1814814814815,495.1888888888889,817.2703703703703,678.8407407407408,431.2851851851852,683.1370370370373,760.2407407407408,456.9703703703704,747.562962962963,759.3851851851849,444.2037037037037,814.0222222222221,798.7851851851852,503.7333333333333,867.7888888888889,802.151851851852,471.4185185185184,762.7962962962963,975.3962962962962,521.1888888888889,979.725925925926
NP_065090.1,1689.4,4987.0,1370.5,1827.4,4467.2,1255.5,936.4,1807.4,532.5,1717.4,4817.4,1247.5,1302.9,2960.0,759.4,1330.2,3088.7,876.6,1200.6,2582.2,662.4,1051.2,2415.6,604.0,870.0,1343.1,404.4,1560.4703703703706,3874.644444444444,1173.0814814814814,1796.6629629629626,3628.9333333333325,1112.7518518518516,1407.6111111111113,2449.5074074074078,698.166666666667,1594.5222222222224,3773.203703703704,1094.874074074074,1313.0925925925924,2623.814814814815,689.1407407407409,1286.2703703703703,2464.7740740740733,817.2703703703703,1455.051851851852,2747.481481481482,716.6703703703703,1214.1148148148147,2445.977777777778,661.6851851851851,1310.085185185185,1861.2814814814815,508.50740740740736
NP_001656.2,88.6,0.0,480.4,102.2,0.0,458.6,83.0,0.0,372.3,87.0,0.0,466.9,98.0,0.0,509.1,93.3,0.0,533.4,87.7,0.0,444.2,83.3,0.0,432.8,73.7,0.0,426.0,89.7259259259259,0.0,446.44814814814816,108.68518518518516,0.0,446.44814814814816,116.94074074074072,0.0,489.9222222222223,93.30000000000001,0.0,453.02962962962965,102.05185185185185,0.0,464.6925925925926,100.14444444444446,0.0,503.7333333333333,109.63333333333331,0.0,487.6703703703704,105.07777777777777,0.0,477.4,116.94074074074072,0.0,539.2296296296296
NP_001123525.3,5768.7,989.4,1023.0,4976.7,1077.8,862.2,2276.9,631.8,682.7,5423.7,830.8,826.2,3453.8,918.0,850.3,4771.5,1305.4,640.8,3271.6,660.4,844.3,3702.1,851.2,596.6,1589.4,584.9,647.7,5738.666666666667,793.1111111111111,905.5333333333334,5201.925925925926,908.1444444444444,804.3555555555556,3642.8814814814828,806.7666666666667,867.7888888888889,5390.477777777779,660.6666666666669,773.1222222222221,3693.085185185185,787.3703703703702,761.1999999999999,4895.937037037038,1055.2814814814815,596.0999999999999,4114.914814814815,693.9814814814815,882.4814814814816,4602.651851851851,833.0666666666666,653.5518518518518,2433.325925925926,761.1999999999999,815.474074074074
NP_001137357.1,2910.8,1362.3,1093.2,2988.1,1267.5,983.2,1728.8,766.3,510.2,3137.5,1243.9,959.2,2431.4,1028.5,771.8,2959.3,1266.2,989.3,2248.1,889.6,590.3,2489.4,904.1,721.8,1869.5,719.1,496.7,2826.592592592593,1105.8814814814816,970.9407407407406,3071.6888888888884,1083.0407407407408,905.5333333333334,2702.3,1014.511111111111,665.0148148148147,3097.833333333334,1011.2888888888888,864.7925925925927,2536.385185185185,919.0518518518523,696.874074074074,3022.551851851852,1014.511111111111,905.5333333333334,2831.751851851852,960.7629629629632,644.0333333333335,3051.1037037037026,905.5333333333334,798.7851851851852,2923.5370370370365,975.3962962962962,627.6296296296297
XP_016882391.1,155.4,0.0,498.4,138.1,0.0,445.8,105.0,0.0,309.7,143.5,0.0,464.0,128.2,0.0,409.2,152.2,0.0,517.3,103.0,0.0,299.0,105.1,0.0,322.2,86.5,0.0,258.9,150.40740740740742,0.0,466.2962962962963,142.7851851851852,0.0,431.2851851851852,148.5074074074074,0.0,408.1518518518518,144.74444444444447,0.0,448.2925925925927,132.24074074074076,0.0,380.5111111111112,152.1037037037037,0.0,482.05925925925936,126.1,0.0,346.1037037037037,126.65185185185186,0.0,376.31851851851854,134.41481481481483,0.0,347.9629629629629
NP_000276.2,444.2,4692.8,1263.5,422.6,4402.4,1136.1,270.1,2519.6,676.2,396.5,4458.5,1209.1,401.9,3507.4,995.8,557.1,4471.6,1322.2,453.2,3519.2,897.3,463.0,3981.8,1042.1,359.5,3191.3,846.5,402.4777777777778,3588.462962962963,1096.8222222222223,407.2814814814815,3564.766666666666,1028.674074074074,376.94074074074075,3397.9999999999995,854.2814814814815,369.81481481481484,3473.3,1067.5444444444445,384.20370370370364,3116.003703703704,871.0370370370367,522.2037037037037,3488.637037037037,1163.711111111111,521.1888888888889,3760.459259259259,942.1999999999999,518.3296296296296,4049.7703703703705,1102.2814814814815,530.2111111111111,4399.592592592594,1011.2888888888888
NP_065080.1,338.3,596.9,934.5,331.3,537.5,858.1,209.8,398.2,631.3,360.7,539.6,770.3,301.3,519.0,824.9,306.1,460.4,624.1,310.9,533.9,835.6,320.9,538.1,691.5,240.5,501.3,699.0,314.60740740740744,464.6925925925926,836.5888888888888,321.7851851851852,435.04074074074066,800.9962962962965,299.0962962962964,497.08518518518525,806.7666666666667,333.77037037037036,416.87037037037044,719.9148148148148,293.73703703703706,434.05925925925925,737.5777777777777,296.99629629629624,337.3444444444445,582.1370370370371,351.3888888888888,563.3074074074075,871.0370370370367,364.6962962962963,520.0962962962963,761.1999999999999,357.39259259259256,650.2666666666667,874.6407407407409
NP_003891.1,0.0,1322.9,995.8,0.0,1296.7,1001.0,0.0,906.1,760.0,0.0,1357.5,922.1,0.0,1421.8,1080.4,0.0,1849.4,1216.3,0.0,1527.4,1517.8,0.0,1876.1,1566.1,0.0,1511.2,1668.1,0.0,1067.5444444444445,874.6407407407409,0.0,1102.2814814814815,915.0333333333334,0.0,1217.3814814814818,943.6296296296297,0.0,1118.1185185185186,845.0666666666667,0.0,1303.222222222222,933.0925925925928,0.0,1508.3777777777777,1081.2444444444443,0.0,1671.5592592592598,1531.325925925926,0.0,1919.4,1600.5851851851855,0.0,2082.8703703703704,1939.3037037037038
NP_000970.1,61.9,1214.7,4313.9,48.3,1144.0,4030.3,43.6,822.8,2873.0,59.5,1077.3,3788.8,58.5,1160.1,3995.2,56.5,1324.1,3649.6,51.8,920.3,3647.1,52.1,1062.5,3005.3,44.3,910.0,3268.2,68.34444444444445,969.9111111111108,3579.907407407408,60.01851851851852,953.0444444444443,3448.3962962962974,65.18888888888891,1096.8222222222223,3588.462962962963,70.51111111111112,866.3703703703702,3232.696296296297,65.71111111111111,1048.9000000000003,3391.4333333333334,68.34444444444445,1079.1555555555558,3036.2481481481486,71.09629629629629,996.2518518518517,3521.2518518518523,69.0037037037037,1065.6296296296296,3041.770370370371,71.60370370370372,1236.2592592592594,3779.514814814814
NP_001269673.1,1212.2,2730.4,196.9,1184.0,2664.1,174.2,999.2,1988.5,126.2,1261.4,2767.0,190.2,1414.1,2902.0,199.9,1564.7,3507.5,252.5,1420.8,2616.3,191.2,1450.6,2958.5,201.2,1152.0,2144.7,144.4,1128.3185185185187,2219.5185185185182,200.5111111111111,1158.1481481481478,2266.0481481481484,187.81111111111107,1526.414814814815,2740.703703703703,179.61481481481482,1178.4962962962964,2247.022222222222,202.38888888888889,1436.451851851852,2552.6111111111118,199.4333333333334,1531.325925925926,2774.644444444444,264.02592592592595,1740.888888888889,2774.644444444444,225.38148148148144,1714.0074074074073,2927.933333333334,249.962962962963,1738.3925925925923,2881.977777777777,198.97407407407405
NP_001015.1,4934.5,3931.6,7088.9,4531.7,3848.4,6516.4,2541.3,2456.0,3905.5,4368.7,3941.0,6437.9,3701.1,3530.1,5477.7,4262.3,4278.3,6391.4,3139.2,3049.5,4710.6,3310.8,3211.3,4888.6,2432.3,2392.1,3841.3,4822.444444444444,3097.833333333334,5584.277777777779,4576.366666666667,3161.9629629629635,5405.666666666667,4126.451851851853,3287.274074074075,4839.174074074074,4266.462962962963,3104.185185185185,5271.951851851853,4049.7703703703705,3135.818518518519,4602.651851851851,4247.896296296297,3361.451851851852,5314.681481481482,3939.2185185185185,3225.285185185185,4716.077777777777,4106.881481481482,3201.7925925925924,4861.762962962962,4001.4666666666662,3315.851851851853,4422.592592592592
XP_006711821.1,703.3,0.0,878.2,790.3,0.0,825.9,557.7,0.0,628.3,846.4,0.0,804.4,902.6,0.0,1068.4,984.9,0.0,1116.6,588.8,0.0,608.2,657.6,0.0,655.5,532.1,0.0,570.5,640.0259259259258,0.0,776.4592592592593,765.0814814814813,0.0,765.0814814814813,802.151851851852,0.0,802.9407407407407,786.2851851851852,0.0,745.9333333333334,854.2814814814815,0.0,922.4111111111112,937.8999999999999,0.0,989.5888888888886,694.8999999999999,0.0,662.6074074074072,724.362962962963,0.0,731.8518518518518,777.6814814814816,0.0,717.3481481481482
NP_000972.1,1851.6,7818.3,8869.1,1643.8,6821.4,7877.5,1269.5,4502.7,4880.7,1747.4,6616.1,7594.1,1711.4,6486.9,7465.6,1916.6,7239.6,8731.6,1456.9,5447.5,6017.2,1516.4,5591.4,6226.6,1258.5,4589.6,4909.7,1736.3925925925926,6017.962962962963,6988.133333333333,1588.903703703704,5458.003703703705,6419.066666666667,1967.8740740740743,6037.055555555555,5975.988888888887,1627.7407407407406,5055.14074074074,6037.055555555555,1782.825925925926,5858.292592592592,6125.562962962962,1848.1148148148147,5584.277777777779,6902.855555555556,1782.825925925926,5799.151851851852,5916.174074074074,1799.0074074074078,5654.1,6081.322222222224,1910.3518518518513,6267.996296296296,5561.192592592593
NP_001309722.1,461.1,731.0,1769.1,506.7,807.1,1825.9,387.2,572.9,1554.7,457.5,795.9,1884.7,594.4,780.9,2335.8,478.3,839.4,2017.2,475.9,695.2,1911.6,475.1,707.5,1815.2,409.9,517.4,1654.9,412.34444444444455,577.5259259259258,1455.051851851852,479.25925925925935,665.0148148148147,1560.4703703703706,543.8555555555556,727.7666666666665,1922.0074074074073,419.1629629629629,634.7888888888891,1604.0962962962963,564.6296296296297,681.5592592592593,2004.1370370370369,458.6703703703704,654.4296296296296,1733.748148148148,552.4296296296296,729.5740740740739,1898.5296296296294,531.1148148148148,698.166666666667,1851.1333333333332,608.374074074074,667.914814814815,1924.237037037037
XP_016883513.1,692.5,236.5,1076.3,656.3,269.8,1032.9,482.9,195.9,914.2,715.8,273.5,1068.3,694.5,283.7,1294.7,637.6,347.1,1122.0,512.0,212.2,930.9,505.5,244.1,872.2,378.0,176.5,773.6,633.1888888888888,160.67407407407407,951.6,629.8777777777779,194.93703703703702,937.8999999999999,688.1185185185185,212.87037037037044,1139.8777777777777,647.2851851851852,193.4259259259259,965.9592592592592,669.074074074074,212.12592592592594,1107.1444444444444,597.0148148148148,249.962962962963,999.1222222222225,596.0999999999999,186.39999999999998,975.3962962962962,559.7666666666668,210.7037037037037,936.4740740740742,556.1592592592592,205.54444444444445,954.1851851851852
NP_001207417.1,540.8,4461.3,908.2,523.2,4172.0,846.4,284.1,1538.3,706.7,565.3,4537.8,846.3,460.1,3259.4,843.5,609.7,3676.9,854.6,441.3,3812.1,980.4,584.0,4750.4,928.9,380.0,2961.3,963.9,485.62592592592586,3448.3962962962974,804.3555555555556,495.1888888888889,3361.451851851852,787.3703703703702,395.75925925925924,2050.918518518519,883.8592592592594,520.0962962962963,3521.2518518518523,787.3703703703702,443.3703703703704,2932.0444444444447,756.6814814814816,569.2111111111111,2916.814814814815,798.7851851851852,505.4555555555556,4126.451851851853,1025.9592592592596,649.4703703703703,4751.522222222222,1005.125925925926,558.1296296296296,4106.881481481482,1150.5740740740741
NP_004068.2,2546.5,3081.7,3662.6,2474.9,2972.5,3518.0,1910.4,2360.3,2999.4,2685.0,3049.9,3633.8,2701.7,3297.6,4235.3,2848.2,3427.5,3655.7,2260.6,2648.2,3591.3,2431.5,2812.7,3381.7,2320.4,2814.1,3824.8,2464.7740740740733,2460.3851851851855,3071.6888888888884,2480.4518518518516,2499.103703703703,2972.096296296297,3028.937037037037,3175.9629629629626,3735.4555555555553,2617.874074074074,2468.662962962963,3097.833333333334,2831.751851851852,2985.781481481481,3579.907407407408,2871.929629629629,2702.3,3047.1925925925925,2850.200000000001,2794.3370370370367,3473.3,2967.3999999999996,2814.103703703704,3369.1888888888884,3726.944444444444,3919.7222222222226,4399.592592592594
NP_004634.1,1928.9,3437.2,1623.9,1743.4,3025.0,1501.7,800.8,1425.6,820.7,1701.8,2965.8,1540.7,1236.5,2133.9,1169.0,1309.6,2352.3,1015.1,1016.8,1793.6,1164.9,1131.0,2040.4,1107.6,621.2,1172.4,746.4,1825.6,2711.5222222222224,1343.4851851851854,1698.8962962962964,2536.385185185185,1288.1518518518517,1182.9259259259259,1910.3518518518513,1017.5148148148147,1586.6111111111106,2421.114814814814,1316.448148148148,1229.5999999999997,1935.1074074074074,999.1222222222225,1268.040740740741,1907.1185185185184,916.2629629629632,1209.448148148148,1942.5962962962965,1176.7777777777778,1313.0925925925924,2066.9814814814813,1171.2037037037037,919.0518518518523,1614.0851851851853,924.1333333333334
XP_011524051.1,1208.9,2473.0,468.4,1113.1,2186.1,339.2,719.0,1420.3,176.1,1105.4,2089.1,369.1,1112.3,2120.1,312.1,1127.1,1834.1,293.4,877.3,1576.1,237.8,971.4,1672.0,240.9,780.5,1398.2,169.6,1118.1185185185186,2004.1370370370369,434.05925925925925,1060.540740740741,1854.3259259259257,339.5037037037037,1037.2814814814815,1901.114814814815,235.2555555555555,1024.5555555555557,1709.5037037037036,364.6962962962963,1118.1185185185186,1910.3518518518513,289.10740740740744,1087.6444444444444,1488.1148148148147,295.9777777777777,1031.4777777777779,1729.4592592592596,274.50370370370376,1116.385185185185,1709.5037037037036,286.81111111111113,1171.2037037037037,1924.237037037037,234.61481481481482
NP_004716.1,2490.2,698.3,583.7,2539.0,655.4,578.9,1788.1,537.3,368.3,2806.4,726.6,581.3,2708.5,796.2,537.9,2960.0,851.6,590.6,2217.5,720.6,410.1,2150.4,525.0,476.0,1646.9,529.7,299.6,2379.174074074074,548.8074074074075,543.8555555555556,2569.2740740740737,542.8740740740741,555.3037037037037,2826.592592592593,691.5666666666666,480.2851851851851,2735.529629629629,573.2518518518517,549.7629629629631,2839.318518518519,692.8962962962963,492.3777777777776,3028.937037037037,667.0703703703701,554.4037037037037,2797.729629629629,762.7962962962963,455.67777777777775,2536.385185185185,504.74814814814806,525.6814814814816,2577.6185185185186,686.925925925926,390.188888888889
NP_001269210.1,550.3,357.9,62.6,527.8,346.8,44.7,355.0,263.0,36.8,551.8,362.7,67.9,563.7,367.1,55.0,753.5,396.6,73.7,472.2,334.8,47.2,539.9,357.1,59.2,484.5,321.0,34.2,497.08518518518525,259.5740740740741,74.0851851851852,497.7777777777778,273.1666666666667,64.35185185185186,497.7777777777778,306.7333333333333,64.65185185185186,507.7370370370369,267.1629629629629,84.78148148148146,539.2296296296296,286.81111111111113,66.92222222222222,690.3888888888889,286.2037037037037,95.42962962962964,544.5518518518519,323.19629629629634,71.09629629629629,596.0999999999999,326.862962962963,88.94814814814812,722.1185185185184,414.91481481481486,63.63703703703705
XP_011540672.1,1411.6,1610.3,33.1,1303.5,1567.8,34.2,1190.1,1094.0,23.5,1447.1,1657.9,24.4,1771.0,1647.7,31.1,1617.8,2219.3,33.1,1407.3,1229.0,29.2,1523.3,1507.8,24.0,1434.2,1171.1,19.5,1313.0925925925924,1358.3703703703704,49.27037037037036,1257.5111111111112,1370.1444444444442,51.75925925925925,1861.2814814814815,1503.4407407407411,47.97037037037036,1351.737037037037,1380.814814814815,45.855555555555554,1840.914814814815,1514.8962962962962,45.855555555555554,1582.037037037037,1792.8518518518522,52.437037037037044,1721.192592592593,1339.1407407407405,49.27037037037036,1809.8333333333333,1531.325925925926,48.32962962962962,2215.9407407407407,1612.1925925925927,45.855555555555554
NP_067642.1,885.6,1057.9,0.0,874.5,1055.3,0.0,551.9,694.3,0.0,790.0,982.2,0.0,920.0,1091.2,0.0,912.4,1109.8,0.0,515.4,633.7,0.0,620.5,776.1,0.0,454.2,585.6,0.0,830.2814814814813,867.7888888888889,0.0,851.3925925925927,890.2481481481482,0.0,793.1111111111111,910.062962962963,0.0,723.2888888888886,793.1111111111111,0.0,868.7185185185184,974.1037037037038,0.0,855.7851851851851,882.4814814814816,0.0,601.9444444444446,661.6851851851851,0.0,686.0333333333333,759.3851851851849,0.0,672.1407407407409,763.7962962962963,0.0
XP_011531375.1,612.5,38.1,0.0,569.1,35.2,0.0,437.7,34.9,0.0,529.9,31.6,0.0,594.9,48.5,0.0,520.1,46.4,0.0,501.9,41.6,0.0,474.0,38.9,0.0,465.1,31.6,0.0,558.1296296296296,11.177777777777779,0.0,540.1074074074072,10.655555555555555,0.0,611.6703703703703,14.255555555555556,0.0,484.9629629629629,10.04814814814815,0.0,565.662962962963,13.5,0.0,498.5629629629628,13.78148148148148,0.0,586.1851851851851,15.133333333333335,0.0,528.1851851851852,15.307407407407405,0.0,686.925925925926,13.78148148148148,0.0
NP_115717.3,0.0,1016.2,1555.7,0.0,940.0,1446.9,0.0,655.9,1132.7,0.0,1040.5,1627.2,0.0,853.8,1519.3,0.0,1007.8,1573.5,0.0,691.2,1203.5,0.0,856.1,1346.4,0.0,612.8,1113.9,0.0,817.2703703703703,1294.47037037037,0.0,787.3703703703702,1240.1703703703704,0.0,838.1259259259258,1387.9444444444443,0.0,836.5888888888888,1362.8518518518515,0.0,735.0000000000002,1278.4296296296293,0.0,786.2851851851852,1373.1185185185184,0.0,724.362962962963,1206.9777777777776,0.0,839.5740740740739,1380.814814814815,0.0,806.7666666666667,1327.1740740740743
NP_057123.1,2324.8,2154.8,1012.8,2891.2,1921.4,1047.4,1083.1,873.3,714.9,2568.2,1910.6,1021.7,2094.6,1546.5,977.2,1203.5,1588.5,824.1,2259.1,1408.5,943.1,1726.7,1526.8,885.5,1210.1,1041.7,855.9,2231.811111111111,1743.340740740741,888.2925925925925,2932.0444444444447,1643.1407407407405,957.8592592592593,1680.3555555555552,1169.0444444444443,894.848148148148,2468.662962962963,1592.2925925925924,919.0518518518523,2162.137037037037,1414.9962962962964,857.1851851851852,1169.0444444444443,1294.47037037037,770.9148148148147,2844.462962962963,1541.914814814815,986.3851851851849,2039.585185185185,1563.6185185185184,947.2888888888889,1823.2481481481484,1407.6111111111113,1028.674074074074
NP_005096.1,2506.0,6433.0,64.4,2320.4,6611.0,63.5,1416.5,3409.2,40.8,2380.4,6175.2,58.9,1817.9,4812.5,54.1,2161.6,7319.7,87.5,1639.1,3818.3,40.7,1488.8,3920.7,47.3,1005.6,2754.0,30.4,2404.1666666666674,4763.92962962963,76.59629629629632,2322.4629629629635,5245.085185185185,81.48148148148148,2170.5333333333333,4716.077777777777,69.47037037037038,2276.7259259259254,4670.907407407407,75.5185185185185,1898.5296296296294,4247.896296296297,65.71111111111111,2100.629629629629,5725.418518518519,108.22962962962963,1998.5222222222221,4144.048148148148,63.63703703703705,1769.533333333334,4011.562962962964,74.0851851851852,1521.2037037037035,3830.081481481481,57.7925925925926
NP_005044.1,2194.4,2377.0,1331.4,2109.3,2062.1,1284.1,1287.5,1091.6,732.9,2112.8,2323.1,1475.2,1745.0,1637.0,1043.2,2250.4,2010.0,1146.6,1572.5,1459.0,883.2,1935.7,1849.0,1038.9,1368.1,1062.4,692.2,2100.629629629629,1904.8518518518515,1134.2814814814815,2111.3111111111116,1729.4592592592596,1136.3148148148146,2012.0333333333333,1501.0777777777778,911.2185185185184,2001.1777777777781,1870.5999999999997,1268.040740740741,1817.0629629629632,1499.048148148148,905.5333333333334,2193.348148148148,1616.7888888888886,1019.5925925925925,1931.2925925925927,1600.5851851851855,928.5777777777779,2299.511111111111,1893.9555555555553,1098.5555555555557,2104.574074074074,1444.8592592592593,863.9037037037039
NP_066972.1,9519.9,9864.1,6739.7,9122.4,9265.1,7120.8,6356.8,6001.5,3838.8,10360.3,10500.3,6602.4,9186.1,9144.1,6328.4,10411.2,10371.1,8457.4,8622.7,8326.1,4918.1,7265.3,7460.7,4510.1,5257.5,4844.3,3475.6,9620.437037037038,7658.729629629629,5424.751851851853,9856.933333333336,7540.4740740740735,5770.84074074074,10582.070370370371,8169.640740740741,4751.522222222222,10669.096296296295,8009.399999999999,5405.666666666667,10330.455555555558,8169.640740740741,5285.429629629629,10859.388888888889,8231.518518518518,6740.281481481483,11214.114814814817,8596.366666666665,4952.555555555556,8984.17037037037,7399.859259259258,4522.774074074074,8638.14074074074,6545.074074074074,4061.314814814815
NP_001342338.1,16862.1,14064.7,24973.3,14355.0,12427.0,22906.0,8255.8,6950.4,12570.6,17079.5,12690.5,25320.3,11799.8,10829.4,19342.9,15787.1,13645.3,27938.2,11899.5,9169.7,17364.3,10358.3,8369.7,16828.1,8071.2,7484.2,12168.9,17657.90740740741,10402.129629629628,18848.314814814814,15047.896296296296,9951.76296296296,18178.16296296296,14405.851851851852,9404.040740740742,15930.070370370373,18178.16296296296,9620.437037037038,19687.366666666665,13846.91111111111,9574.362962962963,17091.14814814815,16715.466666666664,10402.129629629628,21350.111111111117,16267.788888888888,9620.437037037038,16715.466666666664,13009.448148148147,8446.27777777778,16501.866666666665,13286.466666666667,10235.555555555558,13846.91111111111
NP_001355738.1,808.0,239.4,88.4,736.0,249.5,93.2,697.5,227.9,90.9,848.5,254.8,90.6,1009.1,277.4,129.3,725.2,308.8,122.0,781.6,231.6,111.9,902.7,276.8,118.9,778.7,220.4,124.9,751.3037037037036,163.07777777777775,96.7222222222222,695.9925925925927,178.4037037037037,108.68518518518516,992.9296296296297,252.9777777777778,137.5037037037037,790.1814814814816,172.4444444444444,106.35185185185185,954.1851851851852,206.30740740740742,137.88518518518518,664.088888888889,220.27037037037033,139.64814814814815,908.1444444444444,209.47037037037038,144.32592592592593,1043.2703703703703,241.70370370370367,159.55185185185186,1169.0444444444443,266.4037037037037,179.61481481481482
NP_000984.1,6845.4,8745.3,5339.0,5379.3,7451.8,4989.6,2626.8,4208.9,3210.5,6265.9,8248.0,5447.7,4103.6,6256.1,4686.0,4592.2,7057.8,5178.9,3883.5,5179.7,3921.7,3987.4,5696.9,4103.2,2480.0,3641.3,3107.9,6873.329629629629,6693.285185185186,4362.166666666665,5623.707407407408,6106.618518518518,4206.3814814814805,4257.5888888888885,5671.3,4011.562962962964,6366.637037037038,6419.066666666667,4532.170370370371,4589.485185185186,5561.192592592593,3955.974074074074,4670.907407407407,5405.666666666667,4298.4,5156.37037037037,5525.759259259259,3830.081481481481,5055.14074074074,5748.277777777777,4089.151851851851,4135.159259259259,5022.511111111112,3628.9333333333325
NP_001129667.1,748.3,843.1,0.0,725.8,786.8,0.0,448.9,504.3,0.0,677.6,774.9,0.0,844.4,926.4,0.0,796.3,847.8,0.0,462.2,521.5,0.0,528.6,606.0,0.0,363.8,427.8,0.0,675.1,665.0148148148147,0.0,681.5592592592593,646.1629629629632,0.0,629.8777777777779,650.2666666666667,0.0,616.2555555555556,617.3370370370371,0.0,809.8629629629629,799.9555555555555,0.0,731.8518518518518,662.6074074074072,0.0,533.2037037037037,545.7518518518518,0.0,584.1925925925926,576.237037037037,0.0,535.7296296296295,547.1444444444445,0.0
NP_006730.2,1217.2,1563.8,5732.5,1003.3,1545.2,6159.8,543.4,978.8,4571.4,1348.8,1588.7,5453.4,1023.3,1608.3,7523.2,1118.0,2150.3,10651.6,716.3,1064.5,4070.5,768.7,1023.5,3678.3,415.6,729.1,2778.7,1134.2814814814815,1307.5222222222221,4656.6296296296305,960.7629629629632,1343.4851851851854,5139.651851851852,780.2555555555556,1339.1407407407405,5623.707407407408,1254.9555555555557,1327.1740740740743,4541.625925925925,975.3962962962962,1469.0814814814814,6228.614814814816,1065.6296296296296,1738.3925925925923,8638.14074074074,827.7037037037037,1128.3185185185187,3990.577777777778,846.7037037037038,1038.5851851851849,3685.792592592592,617.3370370370371,992.9296296296297,3252.4370370370375
