Accession,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample,s1_avg,p_value_s1,-log10_pvalues1,s2_avg,p_value_s2,-log10_pvalues2,s3_avg,p_value_s3,-log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s2,log2_fc_s2,expression_s2,fold_change_s3,log2_fc_s3,expression_s3
NP_056450.2,483.0259259259259,0.0,320.4925925925926,504.74814814814806,0.0,326.862962962963,745.9333333333334,0.0,508.50740740740736,522.2037037037037,0.0,319.2444444444444,724.362962962963,0.0,481.237037037037,583.1666666666666,0.0,348.80370370370366,689.1407407407409,0.0,483.88148148148144,665.0148148148147,0.0,386.1296296296296,863.9037037037039,0.0,552.4296296296296,277.2037037037037,0.9657421111822693,0.015138830772065024,280.4827160493827,0.9544450174679965,0.020249084869080534,418.1469135802469,0.601525296751484,0.22074610397074193,1.0349619728047939,0.049577760329614765,,1.0472044249827148,0.06654309854469419,,1.5611846047476379,0.6426411411640677,up-regulated
XP_024303687.1,3287.274074074075,1162.0037037037036,223.48888888888888,3465.244444444444,1244.622222222222,237.63703703703703,5584.277777777779,1772.888888888889,278.4703703703704,3405.025925925926,1141.8111111111111,235.2555555555555,5365.22962962963,1782.825925925926,320.4925925925926,4070.155555555556,1392.7148148148149,230.11111111111111,3830.081481481481,1356.0814814814814,293.73703703703706,3796.651851851853,1162.0037037037036,252.9777777777778,3947.911111111111,1316.448148148148,252.3,1649.1679012345676,0.947847005659648,0.023261757556430188,1594.030864197531,0.9791030004157198,0.009171618555190993,2545.2123456790127,0.6232270485541884,0.20535370619732063,1.0587953682765459,0.08242378885879985,,1.023396401687635,0.03336506588239091,,1.6340719710029823,0.7084715268877982,up-regulated
NP_001135757.1,8169.640740740741,3719.025925925925,7658.729629629629,6568.314814814814,3902.0,8384.655555555555,4576.366666666667,2219.5185185185182,5584.277777777779,6267.996296296296,3685.792592592592,7286.22962962963,5007.603703703704,2752.944444444444,6841.003703703702,4446.3703703703695,2485.5185185185187,8384.655555555555,5546.970370370369,3369.1888888888884,7175.188888888889,4279.085185185185,2759.040740740741,7154.296296296296,3927.4703703703694,2116.666666666667,6668.092592592591,6284.990123456791,0.9099663247009628,0.04097467940106022,5746.672839506173,0.6874595186401801,0.1627528703686919,4126.720987654321,0.24529553308897,0.6103103603646497,0.9645770763824378,-0.052031570690888165,,0.8819598404410023,-0.18121512993866823,,0.6333407669904698,-0.6589461488428041,down-regulated
NP_001357331.1,1594.5222222222224,939.1296296296294,381.1333333333333,1805.4925925925925,947.2888888888888,410.73333333333335,2441.7777777777783,1548.8444444444442,581.2370370370371,1779.4,984.1074074074074,415.8111111111111,2629.074074074074,1503.4407407407411,628.7481481481483,2948.9925925925927,1674.596296296296,573.2518518518517,1851.1333333333328,1081.2444444444443,443.3703703703704,2008.5740740740732,1089.425925925926,428.9629629629629,1848.1148148148147,1124.2888888888888,467.30740740740737,1054.504938271605,0.8848426375330235,0.05313395837305053,1059.7728395061729,0.8757016520754238,0.0576438309631426,1523.9530864197532,0.44506409063858754,0.3515774447348509,1.0853337772175575,0.11813878892241231,,1.0907556874783988,0.12532799631398994,,1.5685064142964604,0.6493914289932932,up-regulated
NP_002347.5,2865.792592592593,2717.507407407408,554.4037037037037,3116.003703703704,2860.7333333333336,612.9518518518519,1931.2925925925929,1736.3925925925926,295.1259259259259,2916.814814814815,2623.814814814815,528.1851851851852,2146.448148148148,1890.8111111111116,343.425925925926,3036.2481481481486,2417.529629629629,490.7333333333332,2374.511111111111,2197.6666666666665,408.9296296296295,2205.048148148148,2008.5740740740732,369.8148148148149,1666.2555555555557,1512.0333333333338,272.4037037037037,2196.562962962963,0.8968663188520871,0.04727228528529388,2022.9382716049383,0.9837549740652171,0.007113058746103772,1320.937037037037,0.4744868437860719,0.32377582486013035,1.0736407632242724,0.10251135290360963,,0.9887761136388322,-0.01628420313277803,,0.6456504423176721,-0.6311747993591189,down-regulated
NP_004587.1,2774.644444444444,5232.37037037037,3479.396296296297,2545.1185185185186,4781.014814814816,2794.3370370370367,1206.9777777777776,2871.929629629629,1716.9185185185188,2453.0925925925926,4763.92962962963,2912.5111111111114,1588.903703703704,3637.055555555555,1970.959259259259,1772.888888888889,3884.5777777777776,2146.448148148148,1539.5444444444445,3637.055555555555,1931.2925925925929,1331.8259259259255,3650.596296296296,1813.537037037037,1027.1518518518517,2961.5296296296297,1439.7888888888888,3373.49012345679,0.6775754488446413,0.1690423385458039,3376.511111111111,0.6793166654139605,0.16792773089942298,1931.9419753086415,0.10732238696251052,0.9693096767276544,0.8810820257495893,-0.18265175947204032,,0.8818710418204311,-0.1813603925383114,,0.5045810975997078,-0.9868419331826457,down-regulated
NP_001290553.1,790.1814814814816,1704.1148148148147,5706.622222222221,704.474074074074,1706.977777777778,5799.151851851852,1211.1333333333332,2560.5851851851858,8009.399999999999,736.3407407407408,1704.1148148148147,5738.666666666667,1015.822222222222,2276.7259259259254,7473.544444444445,742.037037037037,1765.877777777778,6228.614814814816,1105.8814814814816,2360.1333333333328,7310.07037037037,790.1814814814816,1878.1777777777784,6389.992592592594,1336.8592592592595,2717.507407407408,8869.937037037036,2736.867901234568,0.998884086957641,0.0004849054831044735,2726.374074074074,0.9974664864864342,0.0011016870983747418,3927.039506172839,0.6685411347122729,0.1748718658456047,1.0011809878568254,0.0017028000291093555,,0.9973422127963987,-0.0038394809431628657,,1.4365608549719813,0.5226191089906553,up-regulated
NP_065090.1,1560.4703703703706,3874.644444444444,1173.0814814814814,1796.6629629629626,3628.933333333333,1112.7518518518516,1407.6111111111113,2449.507407407408,698.166666666667,1594.5222222222224,3773.203703703704,1094.874074074074,1313.0925925925924,2623.814814814815,689.1407407407409,1286.2703703703703,2464.7740740740733,817.2703703703703,1455.051851851852,2747.481481481482,716.6703703703703,1214.1148148148147,2445.977777777778,661.6851851851851,1310.085185185185,1861.2814814814813,508.50740740740736,2179.449382716049,0.984552591427774,0.006761080382292611,2154.2000000000003,0.9691102169917503,0.01362682779001095,1518.428395061729,0.5331474299439652,0.2731526799836317,0.9894300736515201,-0.015330344118813864,,0.9779673166824815,-0.03214184325586298,,0.6893386607989072,-0.5367151653413299,down-regulated
NP_001207417.1,485.62592592592586,3448.3962962962974,804.3555555555556,495.1888888888889,3361.451851851852,787.3703703703702,395.7592592592592,2050.918518518519,883.8592592592594,520.0962962962963,3521.2518518518523,787.3703703703702,443.3703703703704,2932.0444444444447,756.6814814814816,569.2111111111111,2916.814814814815,798.7851851851852,505.4555555555556,4126.451851851853,1025.9592592592596,649.4703703703703,4751.522222222222,1005.125925925926,558.1296296296296,4106.881481481482,1150.574074074074,1548.0037037037036,0.9819672645935991,0.007902989853915741,1609.572839506173,0.9831741925769664,0.007369529804794474,1110.1790123456792,0.6876808978534866,0.16261303916247538,0.98008460467014,-0.029021801302775915,,1.0190657530863039,0.027247141387036974,,0.7028855007417759,-0.5086383998508959,down-regulated
NP_004634.1,1825.6,2711.5222222222224,1343.4851851851854,1698.8962962962964,2536.385185185185,1288.1518518518517,1182.925925925926,1910.3518518518515,1017.5148148148148,1586.6111111111106,2421.114814814814,1316.448148148148,1229.5999999999997,1935.1074074074077,999.1222222222224,1268.040740740741,1907.1185185185184,916.2629629629632,1209.448148148148,1942.5962962962965,1176.7777777777778,1313.0925925925924,2066.9814814814813,1171.2037037037037,919.0518518518523,1614.0851851851853,924.1333333333334,1841.1444444444442,0.8374041854668015,0.07706487277295473,1774.724691358024,0.7402114783269246,0.13064418466188232,1370.264197530864,0.2991449563890836,0.5241183150043015,0.9392623840822689,-0.09039986210251878,,0.9053782552066928,-0.1434074376082059,,0.6990421750335691,-0.5165485951146155,down-regulated
NP_065916.2,352.9222222222223,6.207407407407407,457.73703703703694,397.8888888888889,7.2592592592592595,465.3703703703704,614.9666666666667,8.581481481481482,631.9,375.3444444444444,6.807407407407408,486.4333333333335,590.911111111111,6.048148148148148,669.074074074074,490.7333333333332,5.737037037037037,563.3074074074075,538.1777777777777,6.666666666666665,614.9666666666667,492.3777777777776,6.551851851851851,558.9481481481481,691.5666666666666,7.114814814814815,635.9703703703706,290.1728395061728,0.9322093858153241,0.03048652875026542,289.5283950617284,0.9351636838362871,0.029112366918654015,418.48271604938265,0.589138544150202,0.22978256279423495,1.0656800602120116,0.0917743754085595,,1.0633132928897235,0.08856673281030353,,1.5369070613092486,0.6200299260942466,up-regulated
NP_005508.1,7801.118518518519,15532.4,3773.203703703704,7127.629629629628,14927.925925925923,3619.348148148149,3465.244444444444,8546.207407407408,1796.6629629629626,7266.8,14658.714814814814,3719.025925925925,4126.451851851853,9856.933333333336,2043.7,3981.4851851851854,10141.485185185184,2617.874074074074,4763.92962962963,11214.114814814817,2383.7037037037035,4257.5888888888885,10330.455555555558,2116.666666666667,2315.262962962963,6668.092592592591,1167.2703703703703,8558.3012345679,0.9256367952900748,0.03355938993160679,8548.18024691358,0.9227636376045508,0.03490952760872216,4602.704938271605,0.3435765550058844,0.4639764792382509,0.9471784708316849,-0.07829180570402353,,0.9460583441445096,-0.07999893646815195,,0.5093981744312432,-0.9731343055613001,down-regulated
NP_001139197.1,461.2074074074074,896.625925925926,5104.577777777777,379.8148148148149,902.5555555555554,5121.718518518517,251.24074074074068,652.6703703703702,3361.451851851852,399.7296296296298,879.637037037037,5783.281481481482,270.0777777777777,706.1185185185185,4144.048148148148,260.6777777777777,700.6555555555555,3194.6037037037045,272.4037037037037,665.8333333333334,5022.511111111112,269.237037037037,646.1629629629632,4257.5888888888885,235.98888888888885,609.3074074074074,2831.751851851852,2134.6962962962957,0.9930847973660942,0.0030136664534207375,2354.2160493827164,0.9340777434627981,0.029616975855790185,1421.7876543209877,0.7039427479796553,0.15246266081186022,0.9909751606297613,-0.013079199014830912,,1.0928812832728987,0.12813669347502268,,0.6600265581416408,-0.5994040181005671,down-regulated
NP_001156752.1,1471.5222222222224,1104.0296296296297,0.0,1464.5814814814817,1024.5555555555557,0.0,826.2407407407404,773.1222222222221,0.0,1310.085185185185,1043.2703703703703,0.0,908.1444444444444,763.7962962962963,0.0,1158.1481481481478,945.4666666666664,0.0,812.9296296296299,708.8074074074073,0.0,833.0666666666666,709.9777777777776,0.0,548.0111111111112,628.7481481481483,0.0,829.7123456790124,0.9651426486612362,0.015408492927747475,784.4518518518518,0.9071629204098997,0.0423147095429628,533.1209876543209,0.5698066719713994,0.24427246983259343,0.9664480391832603,-0.049235926473400686,,0.9137286651260642,-0.13016227926815757,,0.6209787474529009,-0.6873842007877802,down-regulated
NP_005617.2,1848.1148148148147,35.99999999999999,0.0,1701.362962962963,33.77037037037037,0.0,855.7851851851851,11.17777777777778,0.0,1597.062962962963,33.77037037037037,0.0,1100.4925925925925,11.655555555555557,0.0,1027.1518518518517,11.88888888888889,0.0,1122.5074074074075,10.04814814814815,0.0,978.5888888888888,11.548148148148146,0.0,614.9666666666667,7.011111111111112,0.0,578.3777777777777,0.9551366587484403,0.019934486118548537,543.6111111111111,0.9217288471864699,0.03539682025898004,288.98765432098764,0.6509353625241354,0.18646213446221838,0.9209275993638825,-0.11884035457990823,,0.8655700387842999,-0.20827753292850693,,0.4601433819988166,-1.1198446157464987,down-regulated
XP_016862214.1,669.9259259259261,116.94074074074072,864.7925925925927,661.6851851851851,120.31851851851852,848.125925925926,1041.6111111111113,181.46296296296293,1118.1185185185186,789.0777777777776,136.48148148148147,891.5074074074074,960.7629629629632,169.35925925925926,1194.903703703704,852.6222222222221,131.24814814814815,868.7185185185184,897.7925925925927,109.21851851851854,991.1333333333334,906.4185185185185,142.2407407407407,890.2481481481482,1058.9925925925927,169.00000000000003,1050.5666666666666,543.3765432098766,0.9827924722960467,0.00753817866001598,605.6888888888889,0.8738134489412109,0.058581275309665067,780.3975308641976,0.5752190619282112,0.2401667304953643,0.9869648479194882,-0.018929392814949174,,1.100146205387175,0.1376952653594902,,1.4174791679747414,0.5033275327122111,up-regulated
NP_015561.1,109.21851851851854,2187.2111111111108,967.562962962963,93.3,2043.7,886.8259259259258,60.8037037037037,1206.9777777777776,1019.5925925925924,120.83703703703704,1959.662962962963,805.5333333333333,76.07407407407403,1706.977777777778,915.0333333333334,99.47777777777776,1629.9740740740735,848.125925925926,76.07407407407403,1683.5407407407404,972.562962962963,78.65555555555557,1594.5222222222224,906.4185185185185,51.03333333333334,1173.0814814814814,1122.5074074074075,1007.9419753086419,0.9275678675795425,0.032654304422367,962.0111111111111,0.8836094376604514,0.053739654160983835,762.4580246913579,0.6712363686398259,0.17312452078529744,0.9264193591579502,-0.11026269360106779,,0.8842033955233196,-0.17754982033837294,,0.7007902160271786,-0.5129454617684862,down-regulated
XP_011514713.1,0.0,1828.6222222222225,8596.366666666665,0.0,1890.8111111111116,8346.277777777777,0.0,1353.8037037037036,4952.555555555556,0.0,1539.5444444444445,6292.251851851852,0.0,1475.844444444445,5837.811111111112,0.0,614.0333333333334,1949.348148148148,0.0,897.7925925925927,2967.4,0.0,647.2851851851852,2153.811111111111,0.0,649.4703703703703,1802.033333333334,3412.362962962963,0.9870818480983369,0.005646834459350253,2610.598765432099,0.8033436149872248,0.09509865375851777,2102.1197530864197,0.6771923506594868,0.16928795618202955,0.9819759999744206,-0.026240330165117537,,0.7512522439849835,-0.41263069973751937,,0.6049271923906483,-0.7251665814221646,down-regulated
NP_002215.2,723.2888888888886,5.374074074074074,87.09629629629632,808.262962962963,5.607407407407408,80.97777777777776,1144.1074074074074,7.2592592592592595,108.68518518518516,879.637037037037,5.84074074074074,94.12962962962963,1240.1703703703704,9.72222222222222,101.06296296296296,1000.651851851852,6.107407407407408,100.14444444444446,1011.2888888888888,10.22222222222222,103.97037037037036,1401.5407407407404,12.637037037037036,136.07777777777778,1746.6074074074074,16.570370370370373,166.64814814814818,298.2827160493827,0.942313141383996,0.025804752221790673,326.53580246913583,0.8866104236526389,0.05226716711720403,420.01728395061735,0.750064010585518,0.12490167226451922,1.0969512610383425,0.13349942636064865,,1.2008535561054239,0.2640602253463303,,1.5446368981407923,0.6272677398658096,up-regulated
NP_001137457.1,2460.385185185185,6902.855555555556,4727.055555555555,1988.462962962963,5821.337037037036,3902.0,839.5740740740739,3130.4555555555557,2259.040740740741,2012.0333333333333,5975.988888888887,3893.040740740741,1134.2814814814817,4011.562962962964,2814.103703703704,882.4814814814816,2414.12962962963,2050.918518518519,1136.3148148148146,4247.896296296297,2645.655555555556,1090.7999999999995,3465.244444444444,2255.0629629629625,811.3555555555556,3036.2481481481486,2182.637037037037,3903.933333333333,0.6645978063277443,0.17744109655313692,3960.354320987654,0.6907129800003317,0.16070238257854727,2076.356790123457,0.16730194512564583,0.7764990097105056,0.8311961475982946,-0.26673912718724374,,0.8432088802906124,-0.24603803402731403,,0.44208228410411166,-1.1776131736405118,down-regulated
NP_000978.1,0.0,617.3370370370371,606.2407407407408,0.0,781.7444444444445,786.2851851851852,0.0,989.5888888888886,871.0370370370367,0.0,511.2666666666668,560.6518518518518,0.0,1044.4814814814818,864.7925925925927,0.0,1336.8592592592595,1244.622222222222,0.0,881.111111111111,751.3037037037036,0.0,823.6074074074075,804.3555555555556,0.0,1096.8222222222223,864.7925925925927,522.6765432098765,0.7475067889729916,0.1263848586555474,357.3061728395062,0.8614975548917372,0.06474595083177759,620.2086419753085,0.6039377488666525,0.2190078241553512,1.281512020002058,0.3578470105187093,,0.8760526204270415,-0.19091056644315305,,1.520643770848089,0.604682223921491,up-regulated
NP_006799.1,6568.314814814814,843.7925925925927,978.5888888888888,5087.918518518518,586.1851851851851,767.8703703703702,4144.048148148148,378.70740740740735,471.4185185185184,5087.918518518518,590.911111111111,690.3888888888889,4289.992592592593,467.30740740740737,593.3185185185185,4399.592592592594,492.3777777777776,714.0407407407408,6205.222222222223,633.1888888888888,686.925925925926,6292.251851851852,640.0259259259258,753.925925925926,6184.437037037038,507.7370370370369,751.3037037037036,2147.3246913580247,0.8001578915820355,0.09682430716190174,2123.0728395061724,0.7934800707566898,0.10046397662065133,1664.7246913580248,0.6461916768031151,0.1896386401620119,0.7677520251707359,-0.381287682150655,,0.7590810456731617,-0.3976741671535451,,0.5952037706666291,-0.748544428816392,down-regulated
XP_005264506.2,532.162962962963,611.6703703703703,321.0777777777777,517.2777777777778,638.8481481481481,370.7592592592594,735.0000000000002,976.6814814814816,476.2333333333335,634.7888888888891,688.1185185185185,399.7296296296298,798.7851851851852,963.0703703703704,497.08518518518525,644.0333333333335,917.3,555.3037037037037,791.4481481481481,771.9925925925928,438.4592592592594,778.8185185185184,902.5555555555554,503.7333333333333,814.0222222222221,915.0333333333334,511.2666666666668,508.96172839506175,0.8677449548755131,0.06160790266501446,574.2123456790124,0.5264388980170508,0.27865202864555116,729.304938271605,0.24072681784177233,0.6184755250472633,1.0423056891329523,0.059778455657555296,,1.175932808462655,0.23380562848456676,,1.4935478325065865,0.5787434422787737,up-regulated
XP_005245570.1,1750.666666666667,296.99629629629624,1039.9592592592594,1431.4407407407407,233.23333333333335,1069.4555555555555,930.2592592592592,105.75185185185184,883.8592592592594,1736.3925925925926,291.31481481481484,988.2592592592592,997.9370370370372,136.48148148148147,791.4481481481481,1165.7999999999995,132.66666666666666,520.0962962962963,994.251851851852,138.92592592592592,817.2703703703703,997.9370370370372,129.3481481481481,684.5962962962964,694.8999999999999,62.24074074074075,735.0000000000002,911.3765432098766,0.840989661744202,0.07520934293578847,1005.3222222222222,0.9697397990193735,0.013344780176369413,639.9567901234568,0.4850367810143006,0.3142253269938666,0.8855130041335895,-0.17541460116676988,,0.9767926415868375,-0.03387576268875013,,0.6217957483764325,-0.6854873428227419,down-regulated
NP_001015880.1,782.8407407407409,1658.7592592592596,1390.788888888889,888.2925925925925,1856.7296296296292,1442.003703703704,1182.925925925926,2549.281481481481,1864.651851851852,855.7851851851851,1743.340740740741,1514.8962962962962,1438.5555555555557,2729.4888888888886,2072.459259259259,1048.9000000000003,2149.5333333333333,1316.448148148148,1098.5555555555557,2295.251851851852,1882.411111111111,1351.737037037037,2587.3888888888887,2092.940740740741,1619.6592592592594,3426.0259259259246,2502.9814814814813,1395.675308641975,0.772453047535628,0.11212790907581503,1371.3407407407406,0.812919294836229,0.08995256823996643,1865.61975308642,0.2904781307214886,0.5368865588485197,1.0925368085856897,0.12768188628831967,,1.0734876708754326,0.10230562177981121,,1.4604100527183024,0.5463735046968063,up-regulated
NP_060566.2,123.97037037037036,707.1888888888889,1901.114814814815,109.63333333333333,608.374074074074,1648.0555555555557,111.66296296296296,485.62592592592586,1200.4037037037035,102.38888888888889,602.9037037037036,1799.0074074074078,106.35185185185183,608.374074074074,1496.837037037037,95.42962962962964,657.1666666666666,1726.9888888888893,100.61851851851851,470.4518518518518,1265.5333333333333,86.62592592592591,533.9555555555556,1314.525925925926,87.09629629629632,405.4444444444445,1000.651851851852,788.6876543209877,0.8687195165803792,0.061120421553718,834.7666666666668,0.9216665320240431,0.03542618252330635,599.2308641975308,0.6431800237428593,0.19166745261932133,0.8659683834114575,-0.20761374190783227,,0.9165625160970241,-0.1256948086806025,,0.6579473888254797,-0.6039558679407517,down-regulated
NP_001003796.1,10280.040740740742,7889.837037037036,424.0222222222223,8705.296296296296,6419.066666666667,366.30370370370366,5258.570370370369,4215.400000000001,237.63703703703703,8638.14074074074,6568.314814814814,381.1333333333333,6902.855555555556,5139.651851851852,272.4037037037037,6366.637037037038,4049.7703703703705,367.0666666666667,6461.914814814815,5285.429629629629,299.0962962962964,6568.314814814814,4938.355555555556,306.7333333333333,4061.314814814815,3693.085185185185,195.8037037037037,5163.555555555555,0.8029900602737243,0.09528983055567818,5195.862962962962,0.808756942692169,0.09218197815018997,3237.2024691358024,0.44072551847007874,0.3558318026557481,0.8331047637486844,-0.2634301675592566,,0.8383173454137586,-0.2544316147009676,,0.5223007226782658,-0.9370473949994611,down-regulated
NP_073568.2,14134.866666666669,10992.933333333329,7211.133333333333,13396.937037037038,10729.766666666665,7619.992592592595,8741.981481481482,7051.122222222221,4453.929629629629,13594.8,10669.096296296297,7424.548148148148,8915.562962962962,7590.218518518518,4488.055555555555,8741.981481481482,7095.348148148149,4781.014814814816,9404.040740740742,8049.97777777778,4965.392592592591,9526.155555555551,8169.640740740741,5007.603703703704,7727.314814814816,7175.188888888889,3693.085185185185,10582.232098765433,0.9433707086982328,0.02531761255948711,10562.814814814816,0.9394491856650395,0.02712670569873828,6749.011111111111,0.1763313635388664,0.7536704341531668,0.9816865624189719,-0.02666562739990109,,0.9798852707297433,-0.029315252841896185,,0.6260884712750783,-0.6755615590532295,down-regulated
NP_004272.2,469.7962962962963,1202.877777777778,30.15185185185185,432.4037037037037,1150.574074074074,30.640740740740736,382.9074074074074,722.1185185185184,32.65555555555556,466.2962962962963,982.914814814815,37.262962962962966,352.9222222222223,720.811111111111,29.32962962962963,413.9296296296296,1107.1444444444444,37.72222222222223,378.70740740740735,751.3037037037036,30.15185185185185,319.97407407407405,714.0407407407408,31.13333333333333,281.95185185185187,627.6296296296297,26.74074074074074,537.8728395061728,0.9529543348957712,0.020927910041575834,495.4913580246914,0.8775372179569655,0.056734455248953056,379.2271604938271,0.6645557992356343,0.17746854777959242,0.9476121392978554,-0.07763141467916426,,0.8729454088302016,-0.1960366596724417,,0.6681137890608856,-0.5818342602517462,down-regulated
NP_036429.2,301.9814814814815,10.10740740740741,0.0,275.48148148148147,13.633333333333336,0.0,146.45555555555555,13.103703703703705,0.0,283.3148148148147,8.3,0.0,207.7962962962963,15.68148148148148,0.0,182.8629629629629,44.48888888888888,0.0,194.2259259259259,9.914814814814816,0.0,188.4962962962963,14.066666666666666,0.0,112.0888888888889,20.67037037037037,0.0,96.3716049382716,0.9570543234573212,0.019063410490476003,97.20493827160492,0.9623655526995287,0.016659930701726795,53.18641975308642,0.6756088530406219,0.17030466815742454,0.9263861198139179,-0.11031445752053701,,0.934396658122092,-0.09789298047177246,,0.5112622234880849,-0.9678646638161919,down-regulated
NP_076956.1,54.08148148148147,2303.4111111111115,1864.651851851852,52.088888888888896,2205.048148148148,1631.7666666666669,55.55555555555556,1307.522222222222,873.5962962962964,55.55555555555556,2350.5999999999995,1788.722222222222,48.87407407407407,1668.7518518518516,1154.3777777777775,44.48888888888888,1733.748148148148,1215.4851851851852,54.433333333333344,1536.188888888889,1070.8037037037038,52.43703703703704,1576.3481481481483,1108.7407407407406,50.11851851851852,899.6555555555556,608.374074074074,1296.3012345679012,0.911886091565549,0.04005940826605855,1398.2925925925922,0.9930098445695671,0.0030464459446525173,745.5580246913579,0.45760216542425464,0.3395119290804613,0.9210731074870676,-0.11861242432191847,,0.9935419862997472,-0.009347158971027907,,0.5297483550135571,-0.916620892171877,down-regulated
NP_000509.1,0.0,66.11851851851851,272.4037037037037,0.0,125.60370370370372,633.1888888888888,0.0,33.77037037037037,223.48888888888888,0.0,42.56666666666666,240.00000000000003,0.0,33.348148148148155,223.48888888888888,0.0,15.814814814814817,175.19629629629625,0.0,51.34444444444444,268.6296296296296,0.0,22.262962962962963,191.64814814814807,0.0,161.25555555555553,339.5037037037037,252.9308641975308,0.5577149456698933,0.25358771710967337,94.18888888888891,0.87415851914353,0.05840980564147878,85.75308641975307,0.8138763893699577,0.08944155025946449,2.241485322917692,1.1644550527576911,up-regulated,0.8347064036498509,-0.2606592559618391,,0.7599479217951663,-0.39602753888663067,
NP_001139699.1,5502.2962962962965,7286.22962962963,8958.222222222223,4617.733333333334,6316.0074074074055,6966.67777777778,3612.618518518519,4656.629629629631,5654.1,5296.407407407408,6988.133333333333,8506.751851851852,4144.048148148148,5546.970370370369,6523.874074074073,4626.040740740741,5837.811111111112,6813.248148148146,3973.159259259259,5706.622222222221,6523.874074074073,3779.514814814814,5074.1407407407405,5837.811111111112,3405.025925925926,4952.555555555556,5770.84074074074,5966.806172839507,0.3585547110761385,0.4454445668983406,6930.43086419753,0.8266636761430307,0.0826711449865054,4641.1160493827165,0.10321828812179125,0.9862433479925237,0.8231308146198786,-0.2808063682427244,,0.9560644401155252,-0.06482023368765356,,0.6402496618481232,-0.643293509032857,down-regulated
NP_002970.2,773.1222222222221,565.662962962963,5349.488888888888,742.037037037037,651.5407407407407,4861.762962962962,797.5555555555554,800.9962962962965,2789.637037037037,705.3074074074074,570.2222222222222,5561.192592592593,700.6555555555555,759.3851851851849,3496.8629629629627,550.9333333333333,629.8777777777779,3459.3592592592595,910.062962962963,950.2333333333332,4247.896296296297,902.5555555555554,959.1,4965.392592592591,1028.674074074074,1410.0851851851853,2955.05925925926,2085.113580246913,0.9482920820595913,0.023057875647848024,2278.9074074074074,0.9836222131676922,0.007171672138257818,1462.7296296296297,0.6850956451436153,0.16424879309382404,0.9352697977776471,-0.09654549484012659,,1.0221952848379199,0.03167084163111706,,0.6561018343878785,-0.6080083401594168,down-regulated
NP_055318.2,431.2851851851852,0.0,166.64814814814818,459.7148148148149,0.0,172.4444444444444,815.474074074074,0.0,198.1888888888889,457.73703703703694,0.0,175.83333333333337,817.2703703703703,0.0,217.9,629.8777777777779,0.0,198.1888888888889,583.1666666666666,0.0,197.10370370370376,567.4629629629629,0.0,183.25925925925927,774.9370370370372,0.0,206.30740740740745,210.71975308641973,0.9534705276021754,0.02069272673707906,211.19012345679008,0.9514057901770823,0.021634209827716723,337.8876543209876,0.6501312898976224,0.18699893147957652,1.0572403711549656,0.08030342104277144,,1.0596003518291395,0.0835202278519494,,1.6952775609816526,0.7615214993610935,up-regulated
NP_004086.1,2039.585185185185,6419.066666666667,0.0,1887.255555555556,6184.437037037038,0.0,1085.8740740740743,4670.907407407407,0.0,1834.6444444444448,5878.581481481482,0.0,1206.9777777777776,4453.929629629629,0.0,1259.2,4080.907407407407,0.0,1512.0333333333338,5296.407407407408,0.0,1754.3370370370374,5975.988888888887,0.0,1606.8185185185184,6161.466666666667,0.0,2690.5641975308645,0.9632841713754459,0.016245575954651603,2571.075308641976,0.9276413375584849,0.03261990656969513,1918.927160493827,0.7238288991110599,0.1403640815291238,0.9542528447751941,-0.06755651254325673,,0.9118741450787187,-0.13309337444493097,,0.6805790783576403,-0.5551652927081703,down-regulated
NP_001274271.1,1081.2444444444443,4306.822222222222,1851.1333333333328,902.5555555555554,3551.903703703704,1410.0851851851853,503.7333333333333,1704.1148148148147,638.8481481481481,851.3925925925927,3418.6000000000004,1414.9962962962964,637.4037037037037,2360.1333333333328,954.1851851851852,588.6148148148148,2182.637037037037,964.6000000000004,622.8518518518518,2283.8222222222225,925.3814814814812,539.2296296296296,1952.3074074074077,782.8407407407409,462.1518518518519,1426.5666666666668,559.7666666666668,1954.8481481481485,0.7364415442075223,0.13286172001706273,1894.9962962962964,0.6998912503834902,0.1549694357392224,948.8987654320987,0.26846425553999703,0.571113529909052,0.8101094657482107,-0.30381123007308236,,0.7853062339607816,-0.3486727452602729,,0.39323354739422817,-1.3465416892954791,down-regulated
